Graph 1_sub
1 3
1 2
3 6
3 5
6 8
6 7
8 10
8 9
9 11
10 12

Graph 19_sub
12 12
4 1 1 1 1 4 4 1 1 4 4 2 
1 2
2 4
2 3
3 6
3 5
4 12
4 9
5 8
5 7
8 10
8 9
9 11

Graph 20_sub
12 11
4 1 4 4 1 4 1 5 4 4 4 1 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
7 11
7 10
7 9
8 12

Graph 21_sub
12 12
1 1 1 4 4 1 4 1 4 1 6 1 
1 4
1 3
1 2
2 6
2 5
3 10
6 8
6 7
8 10
8 9
10 11
11 12

Graph 22_sub
12 11
4 1 4 6 1 2 2 2 4 1 4 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
5 12
5 11
5 10
7 9

Graph 23_sub
12 11
1 1 1 5 1 1 1 4 4 1 4 4 
1 4
1 3
1 2
2 6
2 5
5 8
5 7
6 12
7 10
7 9
10 11

Graph 24_sub
12 11
5 4 7 1 5 5 6 1 4 1 4 4 
1 4
1 3
1 2
3 7
3 6
3 5
5 9
5 8
8 12
8 11
8 10

Graph 25_sub
12 11
4 1 4 1 1 4 1 4 4 1 4 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
7 11
7 10
7 9
10 12

Graph 26_sub
12 12
4 1 1 1 1 4 4 1 4 1 1 1 
1 2
2 4
2 3
3 6
3 5
4 10
5 8
5 7
8 10
8 9
10 11
11 12

Graph 27_sub
12 11
4 1 1 4 1 4 1 4 4 4 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
7 11
7 10
7 9
11 12

Graph 28_sub
12 11
4 1 5 1 1 1 1 1 5 1 1 1 
1 2
2 4
2 3
3 5
5 7
5 6
6 9
6 8
8 11
8 10
10 12

Graph 29_sub
12 12
1 1 4 1 1 4 1 1 4 1 4 2 
1 4
1 3
1 2
2 6
2 5
4 10
5 8
5 7
7 10
7 9
8 12
10 11

Graph 30_sub
12 12
1 1 1 4 4 1 1 4 1 4 5 6 
1 4
1 3
1 2
2 6
2 5
3 9
6 8
6 7
7 10
7 9
9 11
11 12

Graph 1696_sub
12 11
4 2 1 5 1 5 1 2 1 4 5 1 
1 2
2 3
3 5
3 4
4 6
6 7
7 9
7 8
8 10
9 11
11 12

Graph 32_sub
12 11
4 1 5 4 4 1 1 4 4 4 6 6 
1 2
2 5
2 4
2 3
3 7
3 6
6 10
6 9
6 8
7 12
7 11

Graph 33_sub
12 11
5 1 4 4 1 5 5 1 1 1 1 5 
1 4
1 3
1 2
2 6
2 5
5 8
5 7
7 9
9 11
9 10
10 12

Graph 34_sub
12 11
5 1 4 4 1 4 1 2 2 4 4 2 
1 4
1 3
1 2
2 7
2 6
2 5
5 9
5 8
7 12
7 11
9 10

Graph 35_sub
12 13
5 1 1 5 5 1 1 5 5 5 4 4 
1 3
1 2
2 5
2 4
3 7
4 6
5 12
6 8
6 7
7 9
8 11
8 10
9 10

Graph 36_sub
12 11
4 1 4 1 1 4 1 4 4 2 4 6 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
7 11
7 10
7 9
10 12

Graph 37_sub
12 12
1 5 5 1 4 1 4 5 1 5 5 1 
1 4
1 3
1 2
2 6
2 5
3 9
4 8
6 8
6 7
9 11
9 10
10 12

Graph 38_sub
12 13
1 4 5 5 1 1 1 5 1 5 4 6 
1 4
1 3
1 2
3 5
4 6
5 7
5 6
6 8
7 12
7 10
8 9
9 11
9 10

Graph 39_sub
12 11
4 1 2 4 4 1 1 1 2 1 4 1 
1 2
2 5
2 4
2 3
3 6
6 8
6 7
7 10
7 9
10 12
10 11

Graph 40_sub
12 11
4 1 8 4 1 4 5 4 1 1 4 4 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
7 10
7 9
9 12
9 11

Graph 24765_sub
12 11
4 1 4 4 1 1 1 1 4 1 5 4 
1 2
2 5
2 4
2 3
5 7
5 6
6 9
6 8
8 11
8 10
10 12

Graph 42_sub
12 11
4 1 4 1 4 4 4 1 1 4 4 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
8 11
8 10
8 9
9 12

Graph 43_sub
12 11
4 1 1 4 1 4 4 4 4 4 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
5 11
5 10
5 9
11 12

Graph 44_sub
12 11
4 1 4 1 4 2 4 1 10 2 2 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
6 9
9 11
9 10
10 12

Graph 45_sub
12 12
1 1 4 5 4 1 1 4 1 4 5 5 
1 4
1 3
1 2
2 6
2 5
4 9
6 8
6 7
7 10
7 9
9 11
11 12

Graph 46_sub
12 12
4 1 1 1 4 5 5 1 5 1 4 1 
1 2
2 4
2 3
3 6
3 5
6 8
6 7
7 9
8 12
8 10
9 10
10 11

Graph 47_sub
12 11
4 1 1 1 1 4 8 1 6 1 6 1 
1 2
2 4
2 3
3 6
3 5
5 8
5 7
8 10
8 9
9 11
11 12

Graph 48_sub
12 11
1 4 4 4 5 1 1 1 1 1 4 4 
1 5
1 4
1 3
1 2
5 7
5 6
6 9
6 8
8 11
8 10
10 12

Graph 49_sub
12 12
1 1 1 4 11 1 1 4 4 1 6 6 
1 4
1 3
1 2
2 6
2 5
3 10
6 8
6 7
7 10
7 9
10 11
11 12

Graph 50_sub
12 11
4 1 1 4 4 1 1 1 4 1 4 1 
1 2
2 5
2 4
2 3
3 7
3 6
6 9
6 8
8 11
8 10
10 12

Graph 51_sub
12 11
4 1 2 4 4 1 1 1 1 4 4 1 
1 2
2 5
2 4
2 3
3 6
6 8
6 7
7 10
7 9
9 12
9 11

Graph 52_sub
12 12
4 1 1 1 4 4 1 4 4 4 1 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
4 11
7 11
7 10
7 9
11 12

Graph 53_sub
12 11
11 1 4 1 11 2 1 1 11 1 4 4 
1 2
2 5
2 4
2 3
4 7
4 6
7 10
7 9
7 8
8 12
8 11

Graph 54_sub
12 11
4 1 4 4 1 2 4 4 1 6 6 1 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
6 9
9 11
9 10
10 12

Graph 55_sub
12 11
4 1 4 1 1 1 1 1 4 4 2 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
6 11
6 10
6 9
11 12

Graph 56_sub
12 12
4 1 4 1 1 1 4 2 2 4 4 4 
1 2
2 5
2 4
2 3
4 5
4 7
4 6
5 12
5 11
6 9
6 8
9 10

Graph 57_sub
12 11
4 1 1 1 4 1 2 4 2 1 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 11
6 10
6 9
9 12

Graph 58_sub
12 11
1 1 8 1 1 5 1 1 2 2 4 4 
1 4
1 3
1 2
2 6
2 5
5 8
5 7
7 10
7 9
8 12
9 11

Graph 59_sub
12 11
4 1 1 2 4 4 4 1 1 4 4 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
8 11
8 10
8 9
9 12

Graph 60_sub
12 11
6 1 2 2 2 1 1 1 4 1 5 1 
1 5
1 4
1 3
1 2
2 7
2 6
6 9
6 8
8 11
8 10
10 12

Graph 61_sub
12 11
5 1 4 4 2 1 1 1 4 1 1 2 
1 4
1 3
1 2
2 6
2 5
6 8
6 7
7 10
7 9
10 12
10 11

Graph 62_sub
12 11
4 1 4 1 6 4 4 6 1 1 4 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
8 10
8 9
9 12
9 11

Graph 63_sub
12 11
4 5 4 1 1 1 1 4 1 8 1 6 
1 2
2 4
2 3
4 6
4 5
5 8
5 7
7 10
7 9
9 12
9 11

Graph 64_sub
12 11
4 1 4 1 4 1 1 1 4 4 1 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
6 11
6 10
6 9
11 12

Graph 65_sub
12 11
4 1 1 4 4 4 4 1 1 1 1 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
8 11
8 10
8 9
9 12

Graph 66_sub
12 11
4 1 1 4 4 1 1 4 4 1 1 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 11
6 10
6 9
10 12

Graph 67_sub
12 11
4 1 1 4 4 4 4 2 1 1 2 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
8 9
9 11
9 10
10 12

Graph 68_sub
12 11
4 1 2 4 1 1 1 2 4 4 5 6 
1 2
2 5
2 4
2 3
3 6
6 8
6 7
7 11
7 10
7 9
11 12

Graph 69_sub
12 11
4 1 1 4 4 4 4 5 1 1 1 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
8 10
8 9
9 12
9 11

Graph 70_sub
12 12
1 1 1 1 4 1 4 1 1 4 1 4 
1 4
1 3
1 2
2 6
2 5
3 9
6 8
6 7
8 10
8 9
9 11
11 12

Graph 71_sub
12 11
4 1 1 2 4 4 4 2 1 4 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
8 9
9 12
9 11
9 10

Graph 72_sub
12 12
1 1 5 4 4 5 4 4 12 4 5 5 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
3 9
6 10
6 9
9 12
9 11

Graph 73_sub
12 11
4 1 4 1 4 4 2 1 1 6 6 6 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
7 9
9 11
9 10
11 12

Graph 74_sub
12 11
4 1 2 4 2 1 1 1 4 4 2 4 
1 2
2 5
2 4
2 3
3 6
6 9
6 8
6 7
7 12
7 11
7 10

Graph 75_sub
12 11
4 1 2 2 4 1 1 4 1 4 4 2 
1 2
2 5
2 4
2 3
3 6
6 9
6 8
6 7
7 12
7 11
7 10

Graph 76_sub
12 11
2 1 1 2 4 4 4 1 1 4 1 4 
1 2
2 4
2 3
3 7
3 6
3 5
4 8
8 11
8 10
8 9
9 12

Graph 77_sub
12 11
4 1 4 4 1 5 4 4 1 1 2 5 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
6 10
6 9
9 12
9 11

Graph 78_sub
12 11
4 1 4 1 4 2 2 1 4 1 1 4 
1 2
2 5
2 4
2 3
4 7
4 6
6 8
8 11
8 10
8 9
10 12

Graph 79_sub
12 13
1 4 1 5 1 1 5 5 1 4 5 4 
1 4
1 3
1 2
3 6
3 5
4 8
5 8
5 7
6 11
7 9
8 12
9 11
9 10

Graph 80_sub
12 11
2 4 3 2 2 2 2 2 4 1 2 1 
1 3
1 2
3 8
3 7
3 6
3 5
3 4
4 9
5 10
10 12
10 11

Graph 81_sub
12 11
2 5 1 1 1 2 1 4 4 1 4 1 
1 2
2 3
3 5
3 4
4 7
4 6
6 8
7 10
7 9
10 12
10 11

Graph 82_sub
12 12
1 4 1 1 4 1 1 5 1 4 4 4 
1 4
1 3
1 2
3 6
3 5
4 9
6 8
6 7
7 10
7 9
8 12
9 11

Graph 83_sub
12 11
4 2 1 1 1 1 4 1 2 1 1 4 
1 2
2 3
3 5
3 4
4 7
4 6
6 9
6 8
8 11
8 10
10 12

Graph 84_sub
12 11
5 1 1 1 4 4 5 1 1 1 5 4 
1 4
1 3
1 2
2 7
2 6
2 5
7 10
7 9
7 8
8 12
8 11

Graph 85_sub
12 11
4 1 1 4 4 2 1 2 4 4 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 9
7 12
7 11
7 10

Graph 86_sub
12 11
4 1 2 1 1 4 2 4 4 1 2 4 
1 2
2 5
2 4
2 3
3 6
4 9
4 8
4 7
7 10
10 12
10 11

Graph 87_sub
12 11
6 6 1 1 6 5 1 1 4 4 4 4 
1 3
1 2
2 4
4 6
4 5
6 8
6 7
7 11
7 10
7 9
8 12

Graph 88_sub
12 11
4 1 1 1 5 1 2 2 1 4 1 4 
1 2
2 4
2 3
3 6
3 5
5 8
5 7
6 10
6 9
9 12
9 11

Graph 89_sub
12 11
1 4 1 4 4 4 4 1 1 1 1 4 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
8 10
8 9
9 12
9 11

Graph 90_sub
12 12
4 5 1 5 5 1 4 5 5 4 4 4 
1 2
2 3
3 5
3 4
4 7
4 6
5 12
5 8
6 9
6 8
8 10
9 11

Graph 91_sub
12 11
6 2 2 1 2 4 4 4 1 4 2 4 
1 5
1 4
1 3
1 2
2 6
4 9
4 8
4 7
9 12
9 11
9 10

Graph 20875_sub
12 11
4 1 1 1 4 4 4 4 4 1 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
4 11
4 10
4 9
10 12

Graph 93_sub
12 11
5 4 1 1 4 1 4 4 4 1 4 1 
1 4
1 3
1 2
3 7
3 6
3 5
6 10
6 9
6 8
10 12
10 11

Graph 94_sub
12 11
4 1 6 6 4 1 6 4 4 1 4 4 
1 2
2 5
2 4
2 3
3 6
6 9
6 8
6 7
7 10
10 12
10 11

Graph 95_sub
12 11
1 1 4 4 1 1 1 1 1 4 4 4 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
6 11
6 10
6 9
9 12

Graph 96_sub
12 12
4 1 1 1 4 1 1 1 1 4 4 1 
1 2
2 4
2 3
3 6
3 5
4 9
6 8
6 7
7 10
7 9
8 12
9 11

Graph 32082_sub
12 11
1 23 1 23 23 1 5 5 2 2 1 4 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
6 10
6 9
10 11
11 12

Graph 98_sub
12 11
4 1 1 1 4 4 1 4 1 4 4 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
7 11
7 10
7 9
9 12

Graph 99_sub
12 11
14 2 2 2 1 4 4 1 1 1 4 4 
1 5
1 4
1 3
1 2
3 6
4 7
5 9
5 8
8 11
8 10
10 12

Graph 100_sub
12 12
1 1 1 4 4 1 1 6 1 1 4 2 
1 4
1 3
1 2
2 6
2 5
3 9
6 8
6 7
7 10
7 9
9 11
10 12

Graph 101_sub
12 11
2 1 1 4 4 1 4 4 4 2 1 4 
1 3
1 2
2 6
2 5
2 4
3 11
3 10
6 9
6 8
6 7
11 12

Graph 102_sub
12 11
6 1 2 2 2 1 4 4 1 1 4 4 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
6 10
6 9
9 12
9 11

Graph 103_sub
12 11
1 1 4 1 5 1 2 5 1 1 1 1 
1 4
1 3
1 2
2 6
2 5
5 8
5 7
8 9
9 11
9 10
10 12

Graph 104_sub
12 11
5 4 4 1 2 2 1 1 1 4 4 2 
1 4
1 3
1 2
4 6
4 5
6 7
7 10
7 9
7 8
8 12
8 11

Graph 105_sub
12 12
4 1 1 1 1 1 1 4 4 1 4 1 
1 2
2 4
2 3
3 6
3 5
4 10
5 8
5 7
6 12
7 10
7 9
10 11

Graph 106_sub
12 11
4 1 4 1 1 4 4 1 1 4 4 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
8 11
8 10
8 9
9 12

Graph 31156_sub
12 11
1 5 5 4 1 1 5 1 1 1 1 5 
1 4
1 3
1 2
2 6
2 5
5 8
5 7
7 9
9 12
9 11
9 10

Graph 108_sub
12 11
1 4 1 4 1 4 1 4 4 4 1 1 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
7 11
7 10
7 9
11 12

Graph 109_sub
12 11
1 1 4 1 4 4 4 4 1 4 4 2 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
4 11
4 10
4 9
9 12

Graph 110_sub
12 12
4 5 1 1 6 5 1 1 4 1 1 1 
1 2
2 4
2 3
3 6
3 5
4 7
5 7
7 9
7 8
8 11
8 10
10 12

Graph 111_sub
12 11
2 1 1 1 1 1 1 4 1 4 1 4 
1 2
2 4
2 3
3 6
3 5
5 8
5 7
7 10
7 9
9 12
9 11

Graph 112_sub
12 11
1 4 4 1 4 1 1 5 4 4 4 4 
1 5
1 4
1 3
1 2
4 8
4 7
4 6
6 11
6 10
6 9
7 12

Graph 113_sub
12 11
1 4 1 2 1 4 2 4 4 4 4 1 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
4 10
5 12
5 11
7 9

Graph 114_sub
12 11
4 1 1 1 2 4 1 2 4 2 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
7 11
7 10
7 9
10 12

Graph 115_sub
12 11
5 4 1 6 1 1 4 1 1 4 1 4 
1 4
1 3
1 2
3 6
3 5
5 8
5 7
8 10
8 9
9 12
9 11

Graph 116_sub
12 12
8 7 5 8 5 7 8 5 8 7 8 8 
1 2
2 5
2 4
2 3
3 6
5 10
6 9
6 8
6 7
8 10
10 12
10 11

Graph 117_sub
12 11
1 1 1 8 4 1 1 4 5 1 4 1 
1 4
1 3
1 2
2 6
2 5
6 8
6 7
7 10
7 9
9 12
9 11

Graph 118_sub
12 11
4 1 4 1 1 4 1 4 11 4 4 6 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
5 12
7 11
7 10
7 9

Graph 119_sub
12 12
4 1 1 1 1 4 1 4 1 6 4 6 
1 2
2 4
2 3
3 6
3 5
4 9
5 8
5 7
7 10
7 9
9 11
10 12

Graph 120_sub
12 11
4 2 6 2 2 1 1 4 4 6 6 4 
1 2
2 3
3 6
3 5
3 4
6 9
6 8
6 7
7 12
7 11
7 10

Graph 121_sub
12 11
4 1 1 4 1 1 4 4 4 6 4 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 11
6 10
6 9
10 12

Graph 122_sub
12 11
2 4 6 2 1 2 4 4 1 4 4 1 
1 3
1 2
3 6
3 5
3 4
5 9
5 8
5 7
9 12
9 11
9 10

Graph 123_sub
12 11
4 1 4 1 1 1 1 1 4 1 4 1 
1 2
2 5
2 4
2 3
4 7
4 6
6 9
6 8
8 11
8 10
10 12

Graph 124_sub
12 11
4 1 4 1 6 1 4 4 4 4 1 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
6 11
6 10
6 9
11 12

Graph 125_sub
12 11
1 4 1 4 6 1 4 4 4 1 4 4 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
6 11
6 10
6 9
10 12

Graph 126_sub
12 11
4 1 4 4 1 4 2 1 1 4 1 4 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
7 9
9 12
9 11
9 10

Graph 127_sub
12 11
2 1 4 1 4 4 4 1 4 4 1 4 
1 3
1 2
2 6
2 5
2 4
4 9
4 8
4 7
8 12
8 11
8 10

Graph 128_sub
12 11
4 2 1 1 2 5 4 4 1 1 4 1 
1 2
2 3
3 5
3 4
4 8
4 7
4 6
6 10
6 9
9 12
9 11

Graph 129_sub
12 11
4 1 4 1 4 5 2 1 1 2 1 1 
1 2
2 5
2 4
2 3
4 7
4 6
6 9
6 8
8 11
8 10
11 12

Graph 130_sub
12 12
5 1 1 4 5 1 4 4 1 5 2 4 
1 4
1 3
1 2
2 7
2 6
2 5
5 9
5 8
6 10
9 11
9 10
10 12

Graph 131_sub
12 11
1 1 5 4 4 1 1 1 4 4 1 1 
1 5
1 4
1 3
1 2
2 7
2 6
6 9
6 8
8 11
8 10
11 12

Graph 132_sub
12 11
2 5 1 1 1 4 1 1 4 5 1 1 
1 2
2 3
3 5
3 4
4 7
4 6
7 9
7 8
8 11
8 10
10 12

Graph 133_sub
12 11
4 1 6 6 4 1 2 2 4 6 4 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 11
6 10
6 9
10 12

Graph 134_sub
12 11
1 4 4 2 2 1 4 2 1 1 4 4 
1 5
1 4
1 3
1 2
4 6
6 9
6 8
6 7
8 10
10 12
10 11

Graph 135_sub
12 11
1 1 2 1 2 1 4 4 2 4 1 1 
1 4
1 3
1 2
2 7
2 6
2 5
5 8
6 11
6 10
6 9
9 12

Graph 136_sub
12 12
1 1 2 1 4 1 1 2 1 4 2 1 
1 4
1 3
1 2
2 6
2 5
4 9
6 8
6 7
7 10
7 9
9 11
11 12

Graph 16734_sub
12 11
4 1 4 4 1 1 1 4 1 4 1 5 
1 2
2 5
2 4
2 3
5 7
5 6
6 9
6 8
9 11
9 10
11 12

Graph 138_sub
12 12
2 15 1 2 2 2 2 2 1 2 1 1 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
3 9
4 9
5 11
9 10
11 12

Graph 139_sub
12 11
5 1 1 16 1 1 4 4 4 5 4 1 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
6 11
6 10
6 9
10 12

Graph 140_sub
12 11
4 1 1 1 4 4 1 4 1 4 4 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
7 11
7 10
7 9
9 12

Graph 141_sub
12 11
1 4 4 1 4 1 1 1 4 4 1 4 
1 5
1 4
1 3
1 2
4 8
4 7
4 6
6 11
6 10
6 9
11 12

Graph 142_sub
12 11
1 1 1 1 1 1 1 4 1 4 4 4 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
6 11
6 10
6 9
9 12

Graph 143_sub
12 12
2 1 1 1 1 1 1 1 1 1 1 1 
1 2
2 4
2 3
3 6
3 5
4 9
5 8
5 7
7 11
7 10
7 9
9 12

Graph 144_sub
12 11
4 1 1 1 4 1 1 1 1 1 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 10
6 9
9 12
9 11

Graph 145_sub
12 12
4 1 1 1 1 4 1 4 4 1 1 1 
1 2
2 4
2 3
3 6
3 5
4 10
5 8
5 7
7 10
7 9
10 11
11 12

Graph 146_sub
12 11
4 1 1 1 1 1 1 2 1 4 4 4 
1 2
2 4
2 3
3 6
3 5
5 9
5 8
5 7
7 12
7 11
7 10

Graph 147_sub
12 11
4 1 1 4 1 4 1 4 1 1 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
7 11
7 10
7 9
9 12

Graph 148_sub
12 11
4 1 4 1 1 4 1 4 1 1 1 2 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
7 11
7 10
7 9
9 12

Graph 149_sub
12 11
4 1 4 1 4 1 1 4 1 1 1 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
6 10
6 9
9 12
9 11

Graph 28165_sub
12 11
4 1 1 4 4 1 1 5 4 4 4 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 11
6 10
6 9
7 12

Graph 151_sub
12 11
4 5 1 1 4 1 1 5 2 1 1 1 
1 2
2 4
2 3
3 7
3 6
3 5
6 9
6 8
8 11
8 10
10 12

Graph 152_sub
12 13
5 1 1 1 5 5 1 1 4 5 5 1 
1 3
1 2
2 5
2 4
3 10
4 7
4 6
5 8
6 8
7 11
7 10
8 9
11 12

Graph 21929_sub
12 11
4 1 4 1 1 1 4 4 1 4 4 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
6 11
6 10
6 9
9 12

Graph 154_sub
12 11
4 1 1 4 4 1 4 4 1 5 1 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 10
6 9
9 12
9 11

Graph 155_sub
12 11
4 1 4 4 1 4 4 1 1 5 1 1 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
8 10
8 9
9 12
9 11

Graph 156_sub
12 11
2 1 1 5 8 8 4 4 1 1 4 1 
1 2
2 4
2 3
3 7
3 6
3 5
4 9
4 8
9 12
9 11
9 10

Graph 157_sub
12 11
4 5 1 1 1 5 1 4 4 4 1 1 
1 2
2 4
2 3
3 7
3 6
3 5
5 10
5 9
5 8
6 12
6 11

Graph 158_sub
12 11
6 2 2 1 2 4 1 4 4 5 4 4 
1 5
1 4
1 3
1 2
4 8
4 7
4 6
7 11
7 10
7 9
10 12

Graph 159_sub
12 11
4 1 4 1 5 4 8 4 1 1 1 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
5 10
5 9
9 12
9 11

Graph 160_sub
12 11
5 1 1 1 1 1 4 1 1 4 1 1 
1 4
1 3
1 2
2 6
2 5
5 8
5 7
8 10
8 9
9 12
9 11

Graph 161_sub
12 11
4 1 1 4 5 4 4 4 1 1 1 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
5 11
5 10
5 9
9 12

Graph 162_sub
12 12
1 1 1 1 1 1 1 4 1 2 2 1 
1 4
1 3
1 2
2 6
2 5
3 9
5 8
5 7
7 10
7 9
9 11
11 12

Graph 163_sub
12 12
2 4 1 1 1 1 4 1 4 1 14 4 
1 3
1 2
3 5
3 4
4 7
4 6
5 10
6 9
6 8
8 11
8 10
10 12

Graph 164_sub
12 13
2 1 4 5 5 1 2 1 5 5 1 2 
1 3
1 2
2 5
2 4
4 6
5 11
6 8
6 7
7 9
8 11
8 10
9 10
11 12

Graph 165_sub
12 12
4 1 6 4 1 1 5 5 4 4 4 4 
1 2
2 5
2 4
2 3
3 6
5 12
5 11
5 7
6 8
6 7
7 9
8 10

Graph 166_sub
12 12
2 1 4 1 1 1 4 4 1 1 5 4 
1 3
1 2
2 5
2 4
4 7
4 6
5 10
6 9
6 8
9 11
9 10
10 12

Graph 167_sub
12 11
