Graph 1_sub
1 1 4 1 1 1 1 1 1 5 5 4 1 1 1 4 4 4 4 4 4 4 4 4 
1 4
1 3
1 2
2 6
2 5
5 8
5 7
6 10
7 10
7 9
8 15
9 13
9 12
9 11
10 24
11 15
11 14
13 23
13 22
13 21
14 18
14 17
14 16
15 20
15 19

Graph 39_sub
24 23
4 1 4 4 2 1 1 1 2 1 1 4 4 4 1 1 1 1 1 4 4 4 4 1 
1 2
2 5
2 4
2 3
5 6
6 8
6 7
7 10
7 9
9 11
10 16
10 15
11 14
11 13
11 12
15 18
15 17
17 21
17 20
17 19
19 24
19 23
19 22

Graph 13998_sub
24 25
1 1 4 1 5 4 1 1 1 1 1 2 2 1 4 5 1 1 4 4 4 4 4 4 
1 4
1 3
1 2
2 6
2 5
4 8
5 7
7 9
7 8
8 10
9 16
9 14
10 12
10 11
11 14
11 13
14 15
16 18
16 17
17 21
17 20
17 19
18 24
18 23
18 22

Graph 13987_sub
24 24
4 1 1 1 1 4 1 1 1 5 5 1 1 1 4 1 4 4 4 2 1 4 4 4 
1 2
2 4
2 3
3 6
3 5
5 8
5 7
7 10
7 9
9 12
9 11
11 14
11 13
13 17
13 16
13 15
14 24
14 21
16 20
16 19
16 18
20 21
21 23
21 22

Graph 42_sub
24 23
4 1 2 1 4 10 2 2 1 1 4 4 4 4 1 4 1 4 4 4 4 1 1 4 
1 2
2 5
2 4
2 3
3 6
6 8
6 7
7 9
8 22
9 12
9 11
9 10
10 15
10 14
10 13
15 18
15 17
15 16
17 21
17 20
17 19
22 24
22 23

Graph 43_sub
24 23
4 1 1 4 4 4 4 1 4 4 1 4 1 4 4 4 2 10 2 2 1 4 4 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
8 11
8 10
8 9
11 14
11 13
11 12
13 17
13 16
13 15
17 18
18 20
18 19
19 21
21 24
21 23
21 22

Graph 44_sub
24 24
4 1 1 2 1 4 4 4 10 2 2 1 1 1 1 1 4 4 1 4 4 4 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
4 9
9 11
9 10
10 12
11 16
12 15
12 14
12 13
13 18
13 17
13 16
14 24
16 20
16 19
19 23
19 22
19 21

Graph 6522_sub
24 24
5 4 1 6 1 1 1 1 1 4 1 4 4 5 2 1 1 1 1 1 4 1 4 1 
1 4
1 3
1 2
3 6
3 5
5 8
5 7
6 11
7 10
7 9
8 15
8 14
9 12
9 11
11 13
14 16
16 18
16 17
17 20
17 19
19 22
19 21
22 24
22 23

Graph 33371_sub
24 25
1 4 1 1 1 4 4 1 1 4 4 1 5 1 5 1 1 5 5 1 4 4 1 4 
1 4
1 3
1 2
3 6
3 5
4 12
4 9
5 8
5 7
8 10
8 9
9 11
12 14
12 13
13 15
15 17
15 16
16 19
16 18
18 20
19 23
20 23
20 22
20 21
23 24

Graph 47_sub
24 25
4 1 1 1 4 1 8 1 1 6 4 6 1 1 1 1 8 4 1 1 4 8 4 8 
1 2
2 4
2 3
3 6
3 5
4 24
4 9
6 8
6 7
8 10
8 9
9 11
10 12
12 13
13 15
13 14
14 17
14 16
15 23
15 20
16 19
16 18
19 21
19 20
20 22

Graph 48_sub
24 23
4 1 5 4 4 1 1 4 4 4 1 1 1 4 1 4 6 1 6 1 1 1 1 4 
1 2
2 5
2 4
2 3
3 7
3 6
6 10
6 9
6 8
7 12
7 11
11 14
11 13
13 16
13 15
15 18
15 17
17 19
19 20
20 22
20 21
21 24
21 23

Graph 49_sub
24 25
1 1 4 1 1 4 1 6 1 4 4 6 1 1 1 4 1 1 4 1 11 4 4 11 
1 4
1 3
1 2
2 6
2 5
4 24
4 9
5 8
5 7
7 10
7 9
8 12
9 11
12 13
13 15
13 14
14 17
14 16
15 23
15 20
17 19
17 18
18 21
18 20
20 22

Graph 50_sub
24 24
1 1 1 4 1 4 1 1 1 4 4 4 4 4 6 6 1 1 1 4 1 4 1 1 
1 4
1 3
1 2
2 6
2 5
3 15
3 9
5 8
5 7
7 10
7 9
8 14
8 13
8 12
9 11
15 16
16 17
17 19
17 18
18 21
18 20
21 23
21 22
23 24

Graph 51_sub
24 24
1 1 4 1 1 6 1 4 1 4 2 1 4 4 4 6 1 1 1 1 4 1 4 1 
1 4
1 3
1 2
2 6
2 5
4 9
5 8
5 7
6 16
7 10
7 9
9 11
11 12
12 15
12 14
12 13
16 17
17 19
17 18
18 21
18 20
20 23
20 22
22 24

Graph 8243_sub
24 23
1 2 1 5 1 4 5 4 6 4 6 1 1 4 4 5 1 4 4 4 2 5 1 4 
1 4
1 3
1 2
3 7
3 6
3 5
5 10
5 9
5 8
9 11
11 12
12 15
12 14
12 13
13 18
13 17
13 16
16 20
16 19
17 22
17 21
22 24
22 23

Graph 9054_sub
24 23
4 1 1 1 1 5 1 5 4 4 4 5 4 1 5 6 1 1 4 4 1 4 4 1 
1 2
2 4
2 3
3 6
3 5
5 8
5 7
7 11
7 10
7 9
8 12
12 14
12 13
14 16
14 15
15 18
15 17
17 21
17 20
17 19
21 24
21 23
21 22

Graph 35604_sub
24 25
1 1 4 1 4 1 1 2 1 1 4 2 1 1 1 1 1 1 1 2 4 1 1 4 
1 4
1 3
1 2
2 6
2 5
4 9
6 8
6 7
7 10
7 9
8 14
9 11
10 13
10 12
13 15
13 14
14 16
16 18
16 17
17 20
17 19
19 22
19 21
22 24
22 23

Graph 55_sub
24 23
4 1 1 4 2 1 4 1 4 4 4 4 1 4 1 1 1 2 4 4 4 2 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 11
6 10
6 9
8 14
8 13
8 12
13 17
13 16
13 15
15 20
15 19
15 18
16 24
16 23
16 22
18 21

Graph 37166_sub
24 23
1 4 1 1 2 2 2 4 1 1 1 4 4 4 4 4 4 1 1 4 1 5 4 4 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
6 9
7 18
9 11
9 10
10 14
10 13
10 12
11 17
11 16
11 15
18 20
18 19
19 23
19 22
19 21
21 24

Graph 57_sub
24 24
1 1 2 1 1 2 2 4 4 1 4 4 2 1 4 4 4 1 2 4 2 4 4 4 
1 5
1 4
1 3
1 2
2 7
2 6
3 9
4 12
4 11
4 10
5 24
5 18
7 8
10 15
10 14
10 13
13 16
14 19
14 18
14 17
18 21
18 20
19 23
21 22

Graph 12050_sub
24 24
1 1 4 1 4 1 4 1 4 1 5 4 1 1 1 4 4 4 1 6 5 1 1 4 
1 4
1 3
1 2
2 6
2 5
4 10
6 8
6 7
8 10
8 9
10 11
11 13
11 12
13 15
13 14
14 18
14 17
14 16
15 20
15 19
19 22
19 21
21 23
23 24

Graph 18048_sub
24 24
4 1 1 1 4 1 1 1 4 1 4 4 1 1 1 2 1 4 4 4 1 2 1 1 
1 2
2 4
2 3
3 6
3 5
4 10
6 8
6 7
7 10
7 9
8 13
8 12
10 11
13 15
13 14
14 17
14 16
15 22
15 21
17 20
17 19
17 18
21 24
21 23

Graph 1426_sub
24 24
1 4 1 1 1 4 1 4 1 1 5 1 4 1 2 5 4 4 1 1 4 1 4 4 
1 4
1 3
1 2
3 6
3 5
4 9
5 8
5 7
7 10
7 9
9 11
11 13
11 12
12 15
12 14
14 18
14 17
14 16
16 20
16 19
19 23
19 22
19 21
22 24

Graph 1483_sub
24 24
1 1 1 1 1 4 1 1 4 4 1 1 1 1 4 1 1 1 4 6 2 2 2 4 
1 4
1 3
1 2
2 6
2 5
5 8
5 7
7 11
7 10
7 9
11 13
11 12
12 15
12 14
13 18
14 17
14 16
16 19
16 18
18 20
20 23
20 22
20 21
22 24

Graph 25385_sub
24 24
5 1 1 1 6 5 1 1 4 4 4 2 1 1 2 1 4 4 1 4 4 1 4 5 
1 4
1 3
1 2
2 6
2 5
3 23
3 22
3 21
6 8
6 7
7 11
7 10
7 9
8 13
8 12
13 15
13 14
14 17
14 16
15 19
16 19
16 18
19 20
22 24

Graph 40297_sub
24 25
4 1 4 1 1 2 1 2 1 4 4 1 4 4 4 4 1 1 4 1 5 2 1 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
5 18
6 9
7 17
7 16
7 15
8 12
9 12
9 11
9 10
12 14
12 13
17 19
17 18
18 20
20 22
20 21
21 24
21 23

Graph 64_sub
24 25
1 4 4 1 4 1 1 1 1 4 1 1 4 11 2 4 1 4 4 4 1 4 4 4 
1 5
1 4
1 3
1 2
4 8
4 7
4 6
6 11
6 10
6 9
7 21
7 17
7 12
9 14
9 13
9 12
11 18
11 17
11 16
12 15
17 20
17 19
21 24
21 23
21 22

Graph 12773_sub
24 24
1 1 5 5 4 1 4 1 4 4 2 5 4 1 1 1 1 1 4 1 1 4 4 1 
1 4
1 3
1 2
2 7
2 6
2 5
6 10
6 9
6 8
8 12
8 11
12 14
12 13
14 16
14 15
15 18
15 17
16 21
17 20
17 19
18 24
20 22
20 21
21 23

Graph 22953_sub
24 23
4 1 1 1 4 1 1 4 1 4 1 4 2 4 1 2 5 1 1 1 4 4 5 1 
1 2
2 4
2 3
3 6
3 5
6 8
6 7
7 10
7 9
9 11
11 14
11 13
11 12
13 15
15 17
15 16
17 19
17 18
18 22
18 21
18 20
20 24
20 23

Graph 67_sub
24 23
1 2 2 1 1 4 1 4 4 4 4 1 2 4 1 1 1 4 4 1 4 4 4 1 
1 4
1 3
1 2
2 5
4 13
4 12
5 8
5 7
5 6
7 11
7 10
7 9
12 16
12 15
12 14
15 19
15 18
15 17
17 22
17 21
17 20
20 24
20 23

Graph 68_sub
24 24
1 4 1 1 4 1 1 4 1 6 4 5 2 2 4 1 4 4 1 2 2 1 4 1 
1 4
1 3
1 2
3 6
3 5
4 9
6 8
6 7
7 10
7 9
9 11
10 14
10 13
10 12
12 16
12 15
16 19
16 18
16 17
19 21
19 20
20 22
22 24
22 23

Graph 69_sub
24 23
4 1 4 1 4 4 4 5 1 1 1 4 4 4 4 4 2 1 1 4 4 4 5 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
8 10
8 9
9 13
9 12
9 11
10 19
10 18
10 17
11 16
11 15
11 14
17 20
18 23
18 22
18 21
23 24

Graph 70_sub
24 25
4 1 4 4 1 1 1 4 1 1 4 4 1 1 2 1 1 1 2 1 4 1 1 4 
1 2
2 5
2 4
2 3
5 7
5 6
6 9
6 8
7 19
7 13
9 11
9 10
10 13
10 12
13 14
14 16
14 15
16 18
16 17
17 20
17 19
20 22
20 21
22 24
22 23

Graph 71_sub
24 23
4 1 2 1 4 1 2 1 4 4 1 4 4 1 4 1 4 4 1 4 4 1 4 1 
1 2
2 5
2 4
2 3
3 6
6 8
6 7
8 11
8 10
8 9
11 14
11 13
11 12
14 17
14 16
14 15
16 20
16 19
16 18
19 23
19 22
19 21
22 24

Graph 72_sub
24 25
4 1 4 1 5 4 5 4 12 4 5 5 5 5 4 1 4 4 1 4 4 1 4 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
5 9
7 10
7 9
9 14
9 13
9 12
9 11
11 16
11 15
12 23
12 22
13 19
16 19
16 18
16 17
19 21
19 20
22 24

Graph 73_sub
24 23
4 1 1 4 4 1 2 4 4 4 4 1 6 6 6 1 2 6 1 4 1 1 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 11
6 10
6 9
7 12
12 14
12 13
13 15
15 16
16 18
16 17
17 19
19 22
19 21
19 20
21 24
21 23

Graph 74_sub
24 24
1 5 2 2 4 1 1 1 1 4 4 1 1 4 4 4 1 1 1 4 1 2 4 4 
1 4
1 3
1 2
2 6
2 5
4 17
6 8
6 7
7 10
7 9
8 16
8 13
9 12
9 11
12 14
12 13
13 15
17 20
17 19
17 18
18 23
18 22
18 21
21 24

Graph 75_sub
24 25
2 1 1 4 4 2 1 4 1 1 4 2 4 4 4 2 1 4 2 4 1 4 4 4 
1 3
1 2
2 6
2 5
2 4
3 24
3 10
3 21
6 7
7 10
7 9
7 8
9 13
9 12
9 11
10 16
10 15
12 14
16 17
17 20
17 19
17 18
19 21
21 23
21 22

Graph 76_sub
24 23
4 1 4 4 1 2 2 1 1 4 1 2 1 4 1 2 1 4 4 4 4 2 1 1 
1 2
2 5
2 4
2 3
5 7
5 6
6 8
8 11
8 10
8 9
9 14
9 13
9 12
12 15
13 23
13 22
13 21
15 17
15 16
17 20
17 19
17 18
22 24

Graph 77_sub
24 23
4 1 4 1 4 5 4 4 1 1 4 1 4 4 4 4 5 2 1 1 1 4 4 5 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
6 10
6 9
9 13
9 12
9 11
10 18
10 17
12 16
12 15
12 14
17 20
17 19
19 23
19 22
19 21
21 24

Graph 78_sub
24 24
4 1 1 4 2 1 2 4 1 4 2 4 2 1 1 4 2 1 1 4 4 1 1 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 11
6 10
6 9
9 14
9 13
9 12
13 15
14 19
15 18
15 17
15 16
17 19
18 23
18 22
19 21
19 20
22 24

Graph 16502_sub
24 25
4 1 1 7 4 4 7 4 1 38 1 1 1 4 1 4 1 1 4 4 4 1 1 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
4 10
7 11
7 10
7 9
9 13
9 12
10 24
10 23
10 22
12 15
12 14
13 21
13 18
15 17
15 16
17 19
17 18
18 20

Graph 1273_sub
24 23
1 4 1 4 4 1 1 4 4 1 4 4 4 5 1 1 4 4 1 2 5 1 4 1 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
6 11
6 10
6 9
10 14
10 13
10 12
14 16
14 15
15 19
15 18
15 17
19 21
19 20
21 23
21 22
22 24

Graph 29512_sub
24 24
1 4 1 4 4 1 1 1 4 1 2 4 1 4 1 1 1 4 4 4 4 4 4 4 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
6 11
6 10
6 9
7 16
10 14
10 13
10 12
13 17
13 16
13 15
15 20
15 19
15 18
16 22
16 21
17 24
17 23

Graph 82_sub
24 25
1 4 1 1 4 1 1 5 4 1 4 1 4 1 1 1 4 1 4 1 2 4 4 4 
1 4
1 3
1 2
3 6
3 5
4 10
6 8
6 7
7 10
7 9
8 13
8 12
10 11
12 15
12 14
14 17
14 16
15 24
15 20
16 19
16 18
18 21
18 20
20 22
21 23

Graph 83_sub
24 24
4 2 1 1 1 1 1 4 1 4 1 2 4 1 4 4 1 4 4 4 4 1 1 4 
1 2
2 3
3 5
3 4
4 7
4 6
5 11
6 9
6 8
7 16
7 15
7 14
9 11
9 10
11 12
12 13
14 19
14 18
14 17
17 22
17 21
17 20
22 24
22 23

Graph 84_sub
24 23
1 4 1 4 1 4 1 4 4 1 4 4 4 1 5 4 4 1 1 1 4 4 5 1 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
7 11
7 10
7 9
10 14
10 13
10 12
14 17
14 16
14 15
15 20
15 19
15 18
18 23
18 22
18 21
23 24

Graph 85_sub
23 23
1 4 4 1 4 1 1 2 4 2 1 4 2 4 4 1 2 2 4 4 4 4 4 
1 5
1 4
1 3
1 2
4 8
4 7
4 6
6 11
6 10
6 9
7 17
7 16
7 11
8 23
10 12
11 14
11 13
13 15
16 20
16 19
16 18
17 22
18 21

Graph 86_sub
24 24
1 1 2 4 1 4 2 1 4 4 2 4 1 4 4 1 4 2 4 2 1 1 4 4 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
3 13
5 18
5 17
5 16
7 9
8 12
8 11
8 10
11 13
13 15
13 14
16 21
16 20
16 19
20 22
22 24
22 23

Graph 87_sub
24 23
1 4 4 5 4 1 1 6 6 6 1 6 5 1 1 4 4 4 4 4 4 4 4 4 
1 5
1 4
1 3
1 2
4 7
4 6
6 9
6 8
7 24
7 23
7 22
9 10
10 11
11 13
11 12
13 15
13 14
14 18
14 17
14 16
15 21
15 20
15 19

Graph 88_sub
24 24
1 1 1 1 1 6 4 1 1 5 4 2 2 2 2 2 4 1 4 4 1 1 1 1 
1 4
1 3
1 2
2 6
2 5
3 19
3 18
4 9
5 8
5 7
6 16
6 15
6 14
8 10
8 9
9 11
10 13
10 12
14 17
18 21
18 20
21 23
21 22
