Graph 1_sub
3 10
6 8
6 7
8 10
8 9
10 11
11 14
11 13
11 12
12 15
15 18
15 17
15 16
18 20
18 19

Graph 17_sub
20 19
4 1 1 1 1 4 1 4 7 1 5 5 6 4 5 4 4 4 5 4 
1 2
2 4
2 3
3 6
3 5
5 8
5 7
7 10
7 9
9 13
9 12
9 11
11 15
11 14
12 19
12 18
15 17
15 16
19 20

Graph 18_sub
20 19
1 4 1 1 4 1 1 4 5 1 7 4 5 5 2 4 1 1 1 4 
1 4
1 3
1 2
3 6
3 5
6 8
6 7
7 10
7 9
9 12
9 11
11 15
11 14
11 13
13 17
13 16
17 19
17 18
18 20

Graph 19_sub
20 20
1 4 1 1 4 1 1 1 1 2 1 1 2 1 4 2 4 4 1 4 
1 4
1 3
1 2
3 6
3 5
6 8
6 7
7 10
7 9
8 14
9 12
9 11
11 14
11 13
12 19
12 18
12 17
13 15
14 16
19 20

Graph 20_sub
20 19
4 1 4 4 1 5 4 1 7 1 1 2 2 1 1 4 1 1 4 1 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
6 10
6 9
9 13
9 12
9 11
11 15
11 14
14 17
14 16
17 19
17 18
18 20

Graph 21_sub
20 21
1 1 4 1 4 1 6 1 1 1 1 1 6 1 4 4 1 4 4 1 
1 4
1 3
1 2
2 6
2 5
6 8
6 7
7 9
8 20
8 13
9 11
9 10
10 13
10 12
11 19
11 17
12 15
12 14
14 17
14 16
17 18

Graph 22_sub
20 19
4 1 4 4 1 1 4 1 1 4 4 4 6 4 2 2 2 4 4 4 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
6 11
6 10
6 9
8 20
8 19
9 14
9 13
9 12
13 17
13 16
13 15
17 18

Graph 23_sub
20 20
4 1 1 1 4 1 4 1 4 1 1 4 4 4 5 4 1 5 5 4 
1 2
2 4
2 3
3 6
3 5
4 15
4 10
6 8
6 7
8 10
8 9
10 11
11 14
11 13
11 12
15 17
15 16
17 19
17 18
18 20

Graph 24_sub
20 19
4 1 1 5 4 1 4 4 4 4 4 4 7 5 6 5 1 4 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
4 13
4 12
6 11
6 10
6 9
13 16
13 15
13 14
14 18
14 17
17 20
17 19

Graph 25_sub
20 19
4 1 1 4 1 4 4 4 4 1 4 4 4 1 4 1 4 1 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
5 11
5 10
5 9
10 14
10 13
10 12
14 17
14 16
14 15
16 20
16 19
16 18

Graph 26_sub
20 21
1 2 2 1 1 2 1 1 1 1 1 1 4 1 4 1 4 4 1 4 
1 4
1 3
1 2
2 5
4 14
5 7
5 6
7 8
8 10
8 9
9 12
9 11
10 19
11 14
11 13
12 17
12 16
14 15
16 19
16 18
19 20

Graph 27_sub
20 20
4 1 4 1 1 4 4 1 4 1 4 1 4 4 4 5 7 4 5 6 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
5 12
8 11
8 10
8 9
10 14
10 13
10 12
12 16
12 15
16 18
16 17
17 20
17 19

Graph 28_sub
20 20
1 5 4 1 1 1 1 1 1 1 4 4 1 1 1 8 4 1 5 4 
1 4
1 3
1 2
2 5
5 7
5 6
6 9
6 8
7 13
8 11
8 10
10 13
10 12
13 14
14 16
14 15
15 18
15 17
18 20
18 19

Graph 29_sub
20 20
1 1 1 1 2 2 2 1 1 2 1 1 1 4 4 1 4 1 4 4 
1 4
1 3
1 2
2 6
2 5
5 7
7 8
8 10
8 9
9 12
9 11
11 14
11 13
12 20
12 18
13 16
13 15
16 18
16 17
18 19

Graph 28458_sub
20 20
1 1 1 1 2 4 1 1 4 1 1 4 1 4 4 4 1 6 4 1 
1 4
1 3
1 2
2 6
2 5
3 8
3 7
4 18
4 17
7 10
7 9
8 16
8 13
10 12
10 11
11 14
11 13
13 15
17 20
17 19

Graph 22543_sub
20 20
4 1 1 1 4 1 1 6 1 4 4 2 5 2 5 4 1 1 4 1 
1 2
2 4
2 3
3 6
3 5
4 9
6 8
6 7
7 10
7 9
8 14
8 13
8 12
9 11
13 16
13 15
15 17
17 19
17 18
18 20

Graph 32_sub
20 21
4 1 5 4 4 1 1 4 4 4 6 6 9 6 6 1 5 1 1 4 
1 2
2 5
2 4
2 3
3 7
3 6
6 10
6 9
6 8
7 12
7 11
11 13
12 13
13 15
13 14
14 16
15 16
16 17
17 19
17 18
18 20

Graph 33_sub
20 19
2 1 5 1 4 1 1 4 1 4 4 1 4 1 4 2 2 4 2 2 
1 2
2 4
2 3
3 6
3 5
6 9
6 8
6 7
7 12
7 11
7 10
9 20
9 19
12 15
12 14
12 13
14 17
14 16
16 18

Graph 10454_sub
20 20
4 1 5 5 1 1 1 1 5 2 2 1 4 4 5 1 1 4 4 4 
1 2
2 4
2 3
3 6
3 5
4 7
5 8
5 7
7 9
8 13
8 12
9 11
9 10
12 15
12 14
15 17
15 16
16 20
16 19
16 18

Graph 37330_sub
20 20
5 1 4 1 1 1 1 4 4 1 1 1 4 4 4 4 4 1 5 5 
1 4
1 3
1 2
2 6
2 5
4 19
4 18
5 8
5 7
6 17
6 11
7 10
7 9
10 12
10 11
11 13
12 16
12 15
12 14
18 20

Graph 36_sub
20 19
4 1 4 4 6 2 2 2 1 4 1 4 4 4 1 4 1 4 4 2 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
7 9
9 12
9 11
9 10
11 15
11 14
11 13
15 18
15 17
15 16
17 20
17 19

Graph 26018_sub
20 20
2 1 1 1 1 4 1 1 4 1 1 4 4 6 1 1 5 5 4 1 
1 3
1 2
2 5
2 4
4 7
4 6
5 10
7 9
7 8
8 11
8 10
10 12
11 15
11 14
11 13
14 16
16 18
16 17
17 20
17 19

Graph 540_sub
20 19
1 1 4 1 4 4 1 4 4 1 1 2 5 1 4 5 2 4 4 5 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
7 11
7 10
7 9
10 13
10 12
11 20
13 15
13 14
14 17
14 16
16 19
16 18

Graph 39_sub
20 20
4 1 4 2 4 1 1 1 1 2 1 2 4 1 1 4 4 1 4 4 
1 2
2 5
2 4
2 3
4 6
6 8
6 7
7 10
7 9
8 14
9 12
9 11
11 14
11 13
14 15
15 18
15 17
15 16
18 20
18 19

Graph 2482_sub
20 20
4 1 4 1 1 4 4 1 4 1 4 4 1 1 1 5 5 2 4 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
5 10
8 11
8 10
8 9
10 13
10 12
13 16
13 15
13 14
14 18
14 17
17 20
17 19

Graph 30053_sub
20 19
4 1 4 1 5 4 4 5 1 4 5 6 5 4 1 1 1 1 5 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
8 10
8 9
9 12
9 11
11 14
11 13
13 15
15 17
15 16
16 19
16 18
18 20

Graph 42_sub
20 19
4 1 1 1 4 1 4 4 4 2 4 10 2 2 1 4 4 1 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 11
6 10
6 9
10 12
12 14
12 13
13 15
15 18
15 17
15 16
18 20
18 19

Graph 43_sub
20 19
1 4 4 2 1 10 2 2 1 1 4 4 1 4 4 1 4 4 4 4 
1 5
1 4
1 3
1 2
4 6
6 8
6 7
7 9
9 12
9 11
9 10
10 15
10 14
10 13
13 18
13 17
13 16
16 20
16 19

Graph 44_sub
20 20
4 1 1 1 4 2 1 1 10 2 2 1 1 1 1 1 4 4 4 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
4 10
6 9
9 11
9 10
11 12
12 15
12 14
12 13
13 18
13 17
13 16
16 20
16 19

Graph 7318_sub
20 20
4 2 1 1 1 1 1 4 1 4 2 1 1 4 4 4 1 4 2 1 
1 2
2 3
3 5
3 4
4 7
4 6
6 10
6 9
6 8
7 17
9 13
9 12
9 11
11 14
12 17
12 16
12 15
17 19
17 18
19 20

Graph 41774_sub
20 20
4 1 1 1 1 1 4 1 1 4 4 4 2 4 1 4 4 5 1 1 
1 2
2 4
2 3
3 6
3 5
4 9
5 8
5 7
6 14
6 13
6 12
8 10
8 9
9 11
13 15
15 18
15 17
15 16
18 20
18 19

Graph 47_sub
20 20
8 1 1 1 6 1 6 1 1 1 1 8 4 1 4 1 8 4 4 1 
1 2
2 4
2 3
3 6
3 5
5 7
6 20
6 19
7 8
8 10
8 9
9 12
9 11
10 18
10 16
11 14
11 13
14 16
14 15
16 17

Graph 48_sub
20 20
4 1 4 4 5 1 1 4 4 4 1 1 4 1 4 1 1 6 4 6 
1 2
2 5
2 4
2 3
5 7
5 6
6 10
6 9
6 8
7 12
7 11
11 14
11 13
12 17
14 16
14 15
16 18
16 17
17 19
18 20

Graph 49_sub
20 19
11 1 1 1 4 1 1 4 6 1 6 1 1 1 1 4 4 1 1 11 
1 2
2 4
2 3
3 6
3 5
6 8
6 7
7 10
7 9
9 11
11 12
12 14
12 13
13 16
13 15
15 18
15 17
18 20
18 19

Graph 50_sub
20 20
1 1 4 1 1 1 1 4 4 1 6 6 1 1 1 1 4 1 4 1 
1 4
1 3
1 2
2 6
2 5
4 10
5 8
5 7
7 10
7 9
10 11
11 12
12 13
13 15
13 14
14 17
14 16
16 19
16 18
18 20

Graph 51_sub
20 20
1 1 1 4 1 2 4 1 4 1 6 6 1 1 1 4 1 4 1 1 
1 4
1 3
1 2
2 6
2 5
3 10
5 8
5 7
8 10
8 9
10 11
11 12
12 13
13 15
13 14
14 17
14 16
17 19
17 18
19 20

Graph 52_sub
20 20
4 1 1 4 1 1 4 4 1 4 4 1 5 2 2 4 4 4 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
5 20
5 19
5 9
6 11
6 10
6 9
9 13
9 12
12 15
12 14
13 18
13 17
15 16

Graph 8770_sub
20 19
1 4 4 4 1 1 5 1 5 2 4 4 4 2 1 1 1 4 1 1 
1 5
1 4
1 3
1 2
5 7
5 6
6 9
6 8
8 12
8 11
8 10
9 15
9 14
10 13
15 17
15 16
16 19
16 18
19 20

Graph 54_sub
20 19
4 1 2 1 4 1 6 6 1 1 4 4 4 6 4 1 4 4 4 4 
1 2
2 5
2 4
2 3
3 6
4 20
6 8
6 7
8 9
9 12
9 11
9 10
10 15
10 14
10 13
14 16
16 19
16 18
16 17

Graph 55_sub
20 19
1 1 4 4 2 4 4 4 1 4 1 4 1 1 1 4 4 2 4 1 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
5 9
9 12
9 11
9 10
11 15
11 14
11 13
13 18
13 17
13 16
14 20
18 19

Graph 32963_sub
20 20
1 2 5 5 1 5 1 2 8 8 8 1 1 1 2 8 8 8 2 1 
1 4
1 3
1 2
3 6
3 5
4 20
4 13
5 8
5 7
6 13
6 12
7 11
7 10
7 9
12 15
12 14
13 19
14 18
14 17
14 16

Graph 57_sub
20 20
4 1 1 4 1 4 2 1 4 2 4 1 4 4 2 1 4 4 4 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
5 20
5 16
7 9
8 12
8 11
8 10
10 13
12 16
12 15
12 14
15 17
16 19
16 18

Graph 18905_sub
20 20
4 1 1 1 1 1 1 4 1 4 4 1 4 4 1 1 4 4 5 1 
1 2
2 4
2 3
3 6
3 5
4 16
4 15
5 8
5 7
6 14
6 12
7 10
7 9
9 12
9 11
12 13
15 19
15 18
15 17
19 20

Graph 59_sub
20 19
4 1 4 1 1 4 1 4 4 1 4 2 4 4 1 6 6 4 4 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
5 20
5 19
7 11
7 10
7 9
10 14
10 13
10 12
12 15
15 17
15 16
16 18

Graph 60_sub
20 20
1 1 6 1 1 1 2 2 4 4 1 4 1 5 2 2 2 2 2 4 
1 4
1 3
1 2
2 6
2 5
3 19
3 18
3 17
4 13
5 8
5 7
6 11
6 10
7 9
11 13
11 12
13 14
14 16
14 15
18 20

Graph 3941_sub
20 20
4 1 1 1 4 1 1 4 1 4 4 1 5 4 1 1 1 1 1 4 
1 2
2 4
2 3
3 6
3 5
4 12
4 9
6 8
6 7
7 10
7 9
9 11
12 15
12 14
12 13
13 17
13 16
16 20
16 19
16 18

Graph 62_sub
20 21
6 1 1 1 4 4 1 6 4 4 1 1 4 4 4 4 4 4 4 4 
1 4
1 3
1 2
2 7
2 6
2 5
3 18
3 17
3 11
4 20
4 19
4 12
7 10
7 9
7 8
8 12
8 11
11 14
11 13
12 16
12 15

Graph 22789_sub
20 20
4 1 1 1 1 1 4 1 1 4 4 4 1 1 1 1 2 5 1 1 
1 2
2 4
2 3
3 6
3 5
4 9
5 8
5 7
6 14
6 13
6 12
8 10
8 9
9 11
13 16
13 15
15 18
15 17
18 20
18 19

Graph 64_sub
20 20
2 6 4 1 2 2 1 4 4 1 1 1 1 1 1 2 1 4 11 4 
1 3
1 2
2 6
2 5
2 4
4 9
4 8
4 7
7 12
7 11
7 10
10 15
10 14
10 13
12 17
13 17
13 16
14 20
17 19
17 18

Graph 65_sub
20 19
4 1 4 1 1 1 1 1 4 4 4 2 2 4 2 2 4 4 4 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
5 20
5 19
5 18
6 11
6 10
6 9
7 13
7 12
8 16
8 15
13 14
16 17

Graph 66_sub
20 19
4 1 4 4 1 1 1 4 4 4 4 4 1 1 2 2 4 2 2 4 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
6 11
6 10
6 9
7 14
7 13
7 12
13 16
13 15
14 19
14 18
15 17
19 20

Graph 67_sub
20 19
4 1 1 4 4 4 4 2 1 1 2 1 2 1 4 1 1 4 4 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
8 9
9 11
9 10
10 13
10 12
12 16
12 15
12 14
14 19
14 18
14 17
17 20

Graph 68_sub
20 19
4 1 1 1 1 6 1 4 1 4 4 2 2 5 4 1 4 4 1 2 
1 2
2 4
2 3
3 6
3 5
5 8
5 7
6 14
6 13
6 12
7 10
7 9
9 11
14 16
14 15
16 19
16 18
16 17
19 20

Graph 69_sub
20 19
4 1 1 4 4 5 4 4 1 1 1 1 2 4 4 4 4 4 5 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 10
6 9
9 13
9 12
9 11
11 16
11 15
11 14
12 19
12 18
12 17
19 20

Graph 70_sub
20 20
1 1 1 1 4 4 4 1 4 4 1 1 4 1 2 1 1 1 1 2 
1 4
1 3
1 2
2 7
2 6
2 5
3 9
3 8
4 12
8 11
8 10
11 13
11 12
12 14
14 16
14 15
16 18
16 17
17 20
17 19

Graph 71_sub
20 19
4 1 4 1 1 4 1 4 1 4 4 1 4 4 4 4 4 4 4 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
5 20
5 19
5 18
7 11
7 10
7 9
9 14
9 13
9 12
12 17
12 16
12 15

Graph 72_sub
20 20
4 5 12 1 5 5 5 5 5 1 4 4 1 4 4 4 1 4 4 1 
1 2
2 4
2 3
3 9
3 8
3 7
3 6
3 5
5 11
5 10
6 18
6 17
9 13
10 14
10 13
10 12
13 16
13 15
17 20
17 19

Graph 73_sub
20 19
1 6 6 2 6 1 2 6 1 1 4 1 4 4 4 4 4 4 1 1 
1 4
1 3
1 2
2 5
4 19
5 6
6 8
6 7
7 9
9 12
9 11
9 10
10 15
10 14
10 13
12 18
12 17
12 16
19 20

Graph 74_sub
20 20
4 1 1 1 4 1 1 4 1 5 4 4 1 2 2 1 4 4 1 4 
1 2
2 4
2 3
3 6
3 5
4 9
6 8
6 7
7 10
7 9
9 11
10 13
10 12
13 15
13 14
14 16
16 19
16 18
16 17
19 20

Graph 75_sub
20 20
2 4 1 4 1 4 2 1 4 1 4 4 2 1 1 4 2 4 4 1 
1 3
1 2
3 6
3 5
3 4
5 9
5 8
5 7
7 10
8 14
10 13
10 12
10 11
13 14
14 16
14 15
15 19
15 18
15 17
17 20

Graph 76_sub
20 20
2 1 1 2 4 4 4 1 1 4 1 4 1 2 2 1 1 1 4 2 
1 2
2 4
2 3
3 7
3 6
3 5
4 8
8 11
8 10
8 9
9 14
9 13
9 12
13 17
13 16
13 15
15 17
16 20
16 19
16 18

Graph 77_sub
20 20
4 1 5 4 4 1 1 4 1 4 4 4 5 1 1 4 4 2 5 1 
1 2
2 5
2 4
2 3
3 7
3 6
6 10
6 9
6 8
7 14
9 13
9 12
9 11
13 15
13 14
14 17
14 16
15 19
15 18
19 20

Graph 78_sub
20 19
4 1 1 4 4 2 2 1 4 1 1 2 1 4 1 1 2 4 1 1 
1 2
2 5
2 4
2 3
3 7
3 6
6 8
8 11
8 10
8 9
10 14
10 13
10 12
12 15
15 18
15 17
15 16
16 20
16 19

Graph 10394_sub
20 20
4 1 4 2 4 1 1 1 5 1 5 5 5 1 1 1 5 2 4 1 
1 2
2 5
2 4
2 3
4 6
6 8
6 7
7 10
7 9
9 12
9 11
11 14
11 13
12 15
13 15
15 16
16 18
16 17
17 20
17 19

Graph 29254_sub
20 21
4 1 2 2 4 1 1 1 1 4 1 1 1 2 1 5 1 4 1 1 
1 2
2 5
2 4
2 3
3 6
4 7
6 8
6 7
7 9
8 12
9 11
9 10
11 13
11 12
12 14
14 15
15 18
15 17
15 16
16 20
16 19

Graph 31168_sub
20 21
1 1 1 4 1 1 2 1 4 1 4 4 5 1 1 6 5 4 1 1 
1 4
1 3
1 2
2 6
2 5
3 10
5 8
5 7
6 14
6 13
7 9
8 11
8 10
10 12
13 15
14 19
15 17
15 16
16 18
17 19
19 20

Graph 82_sub
20 20
4 1 1 1 1 5 4 1 1 4 2 4 1 4 1 1 1 4 4 1 
1 2
2 4
2 3
3 6
3 5
4 9
5 8
5 7
6 14
6 13
8 10
8 9
9 11
11 12
13 16
13 15
15 18
15 17
17 20
17 19

Graph 83_sub
20 19
4 1 1 4 1 4 4 1 1 4 4 4 4 1 4 1 4 4 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
8 11
8 10
8 9
9 14
9 13
9 12
14 17
14 16
14 15
16 20
16 19
16 18

Graph 84_sub
20 19
4 1 1 4 4 4 4 1 4 1 4 4 1 4 4 1 4 4 4 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
8 11
8 10
8 9
10 14
10 13
10 12
13 17
13 16
13 15
16 20
16 19
16 18

Graph 85_sub
20 20
2 1 4 1 1 1 2 4 4 4 2 4 1 4 2 4 4 2 1 4 
1 3
1 2
2 6
2 5
2 4
4 9
4 8
4 7
5 13
5 12
5 11
6 19
6 18
6 13
7 10
11 14
13 16
13 15
15 17
18 20

Graph 86_sub
20 20
4 1 2 4 2 1 4 4 1 2 4 1 4 4 1 4 1 2 1 2 
1 2
2 5
2 4
2 3
3 6
5 12
6 9
6 8
6 7
9 12
9 11
9 10
10 13
12 15
12 14
15 18
15 17
15 16
17 20
17 19

Graph 87_sub
20 19
4 1 4 5 4 1 1 6 6 6 1 6 5 1 1 4 4 4 4 4 
1 2
2 5
2 4
2 3
4 7
4 6
6 9
6 8
8 10
10 11
11 13
11 12
13 15
13 14
14 18
14 17
14 16
15 20
15 19

Graph 88_sub
20 20
1 1 1 1 1 6 4 1 1 5 4 2 2 2 2 2 4 4 4 1 
1 4
1 3
1 2
2 6
2 5
3 18
3 9
4 20
4 19
5 8
5 7
6 16
6 15
6 14
8 10
8 9
9 11
10 13
10 12
14 17

Graph 89_sub
20 20
1 1 5 4 1 4 1 1 4 1 4 1 4 4 4 4 4 13 6 5 
1 4
1 3
1 2
2 6
2 5
3 18
3 10
5 8
5 7
7 10
7 9
8 14
8 13
8 12
10 11
12 17
12 16
12 15
18 20
18 19

Graph 21881_sub
20 20
4 1 4 1 1 4 1 4 4 1 4 4 4 1 2 1 1 1 4 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
5 17
5 16
5 14
7 11
7 10
7 9
10 14
10 13
10 12
14 15
16 20
16 19
16 18

Graph 12475_sub
20 19
5 1 1 1 1 4 4 2 2 4 1 2 1 1 4 1 1 4 4 1 
1 4
1 3
1 2
2 7
2 6
2 5
3 12
3 11
5 9
5 8
9 10
11 14
11 13
13 16
13 15
16 18
16 17
17 20
17 19

Graph 6335_sub
20 19
1 4 1 4 1 4 4 1 1 1 1 2 1 2 2 1 1 4 4 4 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
8 10
8 9
9 12
9 11
11 14
11 13
13 16
13 15
15 17
17 20
17 19
17 18

Graph 93_sub
20 20
6 1 5 6 1 1 1 4 4 4 1 4 4 4 1 4 4 4 4 4 
1 2
2 4
2 3
3 6
3 5
4 20
5 9
5 8
5 7
6 19
6 18
6 15
7 12
7 11
7 10
11 15
11 14
11 13
15 17
15 16

Graph 8821_sub
20 21
4 1 5 4 4 1 1 1 6 1 5 4 1 5 4 1 2 1 4 4 
1 2
2 5
2 4
2 3
3 7
3 6
6 9
6 8
7 10
8 11
8 10
9 13
10 12
11 13
13 14
14 16
14 15
16 18
16 17
18 20
18 19

Graph 95_sub
20 19
1 4 4 1 1 1 1 1 4 1 4 4 4 4 2 2 4 2 2 4 
1 5
1 4
1 3
1 2
4 8
4 7
4 6
6 11
6 10
6 9
7 16
7 15
8 19
8 18
10 14
10 13
10 12
15 17
19 20

Graph 96_sub
20 20
4 1 1 1 1 4 4 1 1 1 4 1 4 1 1 5 1 1 4 1 
1 2
2 4
2 3
3 6
3 5
4 9
5 8
5 7
8 10
8 9
9 11
10 13
10 12
12 15
12 14
14 16
15 18
15 17
17 20
17 19

Graph 41833_sub
20 20
4 1 1 1 1 22 1 1 1 4 4 1 4 4 1 1 4 1 1 4 
1 2
2 4
2 3
3 6
3 5
4 9
5 8
5 7
7 10
7 9
8 14
8 13
8 12
9 11
12 17
12 16
12 15
15 19
15 18
18 20

Graph 98_sub
20 21
2 1 1 1 2 1 4 1 1 2 1 1 1 4 1 4 4 1 4 4 
1 2
2 4
2 3
3 6
3 5
4 18
4 11
5 7
6 9
6 8
8 11
8 10
9 20
11 12
12 14
12 13
13 16
13 15
15 18
15 17
18 19

Graph 99_sub
20 20
4 1 1 1 1 5 1 2 1 4 4 4 2 2 14 2 2 2 4 4 
1 2
2 4
2 3
3 6
3 5
4 15
4 9
5 8
5 7
6 14
6 13
7 10
7 9
8 12
9 11
15 18
15 17
15 16
16 19
18 20

Graph 6014_sub
20 20
4 1 1 1 1 8 1 4 4 1 1 5 4 5 5 1 1 1 4 1 
1 2
2 4
2 3
3 6
3 5
4 10
5 8
5 7
7 10
7 9
10 11
11 14
11 13
11 12
12 16
12 15
15 18
15 17
17 20
17 19

Graph 101_sub
20 19
4 1 2 4 1 1 2 1 4 1 1 4 1 1 2 2 1 1 4 4 
1 2
2 5
2 4
2 3
3 6
6 8
6 7
8 11
8 10
8 9
10 14
10 13
10 12
13 16
13 15
15 17
17 20
17 19
17 18

Graph 17461_sub
20 19
1 1 4 1 1 4 4 1 5 1 4 1 2 1 1 6 1 8 2 5 
1 4
1 3
1 2
2 6
2 5
5 8
5 7
8 10
8 9
9 12
9 11
12 14
12 13
14 16
14 15
15 18
15 17
17 20
17 19

Graph 103_sub
20 19
8 1 1 1 6 1 1 4 1 4 4 4 4 1 4 1 4 5 5 1 
1 2
2 4
2 3
3 6
3 5
5 7
6 15
6 14
7 10
7 9
7 8
9 13
9 12
9 11
14 17
14 16
16 18
18 19
19 20

Graph 104_sub
20 20
1 1 1 1 4 1 1 4 1 2 1 4 4 4 1 1 2 4 1 4 
1 4
1 3
1 2
2 6
2 5
4 9
6 8
6 7
7 10
7 9
9 11
10 15
11 14
11 13
11 12
15 18
15 17
15 16
16 20
16 19

Graph 105_sub
20 20
