Graph 1_sub
2 7
2 6
2 5
5 8

Graph 96_sub
8 7
4 1 1 1 1 1 1 1 
1 2
2 4
2 3
3 6
3 5
5 8
5 7

Graph 97_sub
8 7
1 5 5 1 4 5 5 4 
1 3
1 2
3 5
3 4
4 7
4 6
6 8

Graph 98_sub
8 7
4 1 1 1 1 4 4 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 99_sub
8 7
2 14 2 1 2 4 1 1 
1 2
2 5
2 4
2 3
3 6
4 8
4 7

Graph 100_sub
8 7
4 1 1 1 1 4 1 4 
1 2
2 4
2 3
3 6
3 5
5 8
5 7

Graph 101_sub
8 7
4 1 4 1 4 4 2 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6

Graph 102_sub
8 7
4 2 6 2 2 1 4 1 
1 2
2 3
3 6
3 5
3 4
6 8
6 7

Graph 103_sub
8 7
6 1 1 4 4 1 4 4 
1 3
1 2
2 6
2 5
2 4
6 8
6 7

Graph 104_sub
8 7
4 1 1 1 4 4 1 1 
1 2
2 4
2 3
3 7
3 6
3 5
7 8

Graph 105_sub
8 7
1 1 4 1 4 1 4 4 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 106_sub
8 7
4 1 1 1 4 1 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 107_sub
8 7
4 1 6 4 2 2 2 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 108_sub
8 7
1 5 1 1 1 4 1 4 
1 4
1 3
1 2
2 5
5 7
5 6
7 8

Graph 109_sub
8 7
1 1 4 4 5 1 1 4 
1 5
1 4
1 3
1 2
2 7
2 6
6 8

Graph 110_sub
8 7
4 1 1 1 4 1 1 1 
1 2
2 4
2 3
3 6
3 5
6 8
6 7

Graph 111_sub
8 7
4 1 1 1 1 6 4 1 
1 2
2 4
2 3
3 6
3 5
5 8
5 7

Graph 112_sub
8 7
4 1 1 1 4 1 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 113_sub
8 7
2 1 4 1 1 4 2 1 
1 3
1 2
2 6
2 5
2 4
4 8
4 7

Graph 114_sub
8 7
2 1 2 1 4 1 2 4 
1 2
2 4
2 3
3 5
4 8
4 7
4 6

Graph 115_sub
8 7
6 2 2 5 1 1 4 1 
1 5
1 4
1 3
1 2
4 7
4 6
6 8

Graph 116_sub
8 7
5 7 7 8 5 8 7 8 
1 3
1 2
2 6
2 5
2 4
5 7
7 8

Graph 117_sub
8 7
4 1 1 1 4 1 4 1 
1 2
2 4
2 3
3 6
3 5
6 8
6 7

Graph 118_sub
8 7
4 1 6 4 1 2 2 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 119_sub
8 7
4 1 1 1 4 1 6 1 
1 2
2 4
2 3
3 6
3 5
6 8
6 7

Graph 120_sub
8 7
2 6 1 2 2 4 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 121_sub
8 7
4 1 1 4 1 4 6 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 122_sub
8 7
1 1 4 4 4 4 4 2 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 123_sub
8 7
2 6 1 2 1 4 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 124_sub
8 7
4 1 4 4 1 4 4 1 
1 2
2 5
2 4
2 3
5 8
5 7
5 6

Graph 125_sub
8 7
1 4 1 4 2 1 4 4 
1 5
1 4
1 3
1 2
3 8
3 7
3 6

Graph 126_sub
8 7
1 1 4 4 1 1 4 2 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 127_sub
8 7
4 1 1 1 4 2 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 128_sub
8 7
4 1 1 4 5 2 2 4 
1 2
2 5
2 4
2 3
3 7
3 6
6 8

Graph 129_sub
8 7
4 1 1 1 4 1 1 1 
1 2
2 4
2 3
3 6
3 5
6 8
6 7

Graph 130_sub
8 7
4 5 1 1 5 4 1 4 
1 2
2 4
2 3
3 7
3 6
3 5
5 8

Graph 131_sub
8 7
1 4 1 5 4 1 1 4 
1 5
1 4
1 3
1 2
3 7
3 6
6 8

Graph 132_sub
8 7
4 1 4 4 5 1 1 4 
1 2
2 5
2 4
2 3
5 7
5 6
6 8

Graph 133_sub
8 7
1 6 4 4 6 1 2 2 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 134_sub
8 7
8 1 8 1 8 2 4 2 
1 2
2 5
2 4
2 3
4 8
4 7
4 6

Graph 135_sub
8 7
4 1 1 1 4 1 1 2 
1 2
2 4
2 3
3 6
3 5
6 8
6 7

Graph 136_sub
8 7
1 1 2 4 1 2 1 4 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 137_sub
8 7
4 1 1 6 4 2 5 4 
1 2
2 5
2 4
2 3
3 7
3 6
7 8

Graph 138_sub
8 8
2 1 15 1 2 2 2 2 
1 3
1 2
2 5
2 4
3 8
3 7
4 7
4 6

Graph 139_sub
8 7
1 2 2 1 16 2 5 2 
1 4
1 3
1 2
3 5
5 8
5 7
5 6

Graph 140_sub
8 7
1 1 4 1 4 1 1 1 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 141_sub
8 7
1 1 1 1 1 1 4 4 
1 4
1 3
1 2
2 6
2 5
5 8
5 7

Graph 142_sub
8 7
4 1 1 1 4 1 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 143_sub
8 7
2 1 1 2 1 1 1 4 
1 2
2 4
2 3
3 7
3 6
3 5
5 8

Graph 144_sub
8 7
4 1 1 1 4 1 1 1 
1 2
2 4
2 3
3 6
3 5
6 8
6 7

Graph 145_sub
8 7
4 1 1 1 1 4 4 1 
1 2
2 4
2 3
3 6
3 5
5 8
5 7

Graph 146_sub
8 7
4 1 4 1 4 2 1 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6

Graph 147_sub
8 7
2 1 4 1 1 4 4 4 
1 3
1 2
2 6
2 5
2 4
4 8
4 7

Graph 148_sub
8 7
8 1 1 1 1 4 1 8 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 149_sub
8 7
4 1 1 1 1 4 1 1 
1 2
2 4
2 3
3 6
3 5
5 8
5 7

Graph 150_sub
8 7
1 5 4 4 4 4 1 4 
1 5
1 4
1 3
1 2
2 7
2 6
7 8

Graph 151_sub
8 7
4 1 1 4 4 1 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 152_sub
8 7
4 1 2 4 4 1 1 1 
1 2
2 5
2 4
2 3
3 6
6 8
6 7

Graph 20602_sub
8 7
5 1 1 1 1 4 1 1 
1 2
2 3
3 5
3 4
4 7
4 6
7 8

Graph 154_sub
8 7
4 5 4 1 5 5 1 1 
1 2
2 4
2 3
4 6
4 5
5 7
7 8

Graph 155_sub
8 7
1 1 1 5 1 1 1 1 
1 4
1 3
1 2
2 6
2 5
5 8
5 7

Graph 156_sub
8 7
2 5 1 2 1 1 1 4 
1 2
2 4
2 3
3 6
3 5
5 8
5 7

Graph 157_sub
8 7
4 5 1 5 5 1 4 5 
1 2
2 3
3 5
3 4
4 7
4 6
6 8

Graph 158_sub
8 7
4 2 1 4 4 1 1 1 
1 2
2 3
3 6
3 5
3 4
6 8
6 7

Graph 159_sub
8 7
4 1 1 4 8 4 4 5 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 160_sub
8 7
4 1 4 5 4 1 1 1 
1 2
2 5
2 4
2 3
4 7
4 6
6 8

Graph 161_sub
8 7
1 4 4 4 5 1 1 1 
1 5
1 4
1 3
1 2
5 8
5 7
5 6

Graph 162_sub
8 7
4 1 1 4 1 1 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 163_sub
8 7
1 1 1 4 1 5 1 2 
1 4
1 3
1 2
2 6
2 5
5 8
5 7

Graph 164_sub
8 7
4 2 1 5 1 1 2 5 
1 2
2 3
3 5
3 4
4 6
6 8
6 7

Graph 165_sub
8 7
5 4 1 1 1 4 4 4 
1 4
1 3
1 2
3 7
3 6
3 5
5 8

Graph 166_sub
8 7
1 5 1 1 2 4 1 1 
1 4
1 3
1 2
2 5
3 7
3 6
7 8

Graph 167_sub
8 7
4 1 1 1 1 5 2 5 
1 2
2 5
2 4
2 3
3 7
3 6
6 8

Graph 168_sub
8 7
5 1 4 5 2 1 1 4 
1 4
1 3
1 2
2 6
2 5
6 8
6 7

Graph 169_sub
8 8
4 1 1 1 2 1 1 5 
1 2
2 4
2 3
3 6
3 5
4 7
5 7
7 8

Graph 170_sub
8 7
4 1 4 5 4 3 1 2 
1 2
2 5
2 4
2 3
4 7
4 6
6 8

Graph 171_sub
8 7
4 1 4 2 1 6 2 2 
1 2
2 5
2 4
2 3
4 6
6 8
6 7

Graph 172_sub
8 7
4 1 1 4 1 4 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 173_sub
8 7
4 1 2 4 4 1 1 1 
1 2
2 5
2 4
2 3
3 6
6 8
6 7

Graph 174_sub
8 7
1 1 4 5 4 4 6 1 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 175_sub
8 7
1 1 1 1 1 4 1 4 
1 4
1 3
1 2
2 6
2 5
5 8
5 7

Graph 176_sub
8 7
1 5 4 1 5 1 1 2 
1 5
1 4
1 3
1 2
2 7
2 6
6 8

Graph 177_sub
8 7
4 1 4 1 1 1 1 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6

Graph 178_sub
8 7
1 2 5 1 1 1 4 1 
1 4
1 3
1 2
3 6
3 5
5 8
5 7

Graph 179_sub
8 7
4 2 1 4 1 1 1 4 
1 2
2 3
3 6
3 5
3 4
5 8
5 7

Graph 180_sub
8 7
4 1 1 1 2 1 1 4 
1 2
2 4
2 3
3 6
3 5
5 7
7 8

Graph 181_sub
8 7
1 4 1 1 1 4 1 5 
1 5
1 4
1 3
1 2
3 8
3 7
3 6

Graph 182_sub
8 7
1 1 1 5 1 4 1 4 
1 4
1 3
1 2
2 6
2 5
5 8
5 7

Graph 183_sub
8 7
4 1 4 5 1 1 5 6 
1 2
2 5
2 4
2 3
4 6
6 8
6 7

Graph 184_sub
8 7
4 1 4 1 4 1 4 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6

Graph 185_sub
8 7
2 1 5 6 1 1 1 1 
1 2
2 4
2 3
3 6
3 5
5 8
5 7

Graph 186_sub
8 7
1 4 4 1 4 4 4 1 
1 5
1 4
1 3
1 2
4 8
4 7
4 6

Graph 187_sub
8 7
4 5 6 4 1 2 2 1 
1 2
2 4
2 3
3 7
3 6
3 5
5 8

Graph 188_sub
8 7
2 4 1 5 5 1 2 1 
1 3
1 2
3 5
3 4
4 6
6 8
6 7

Graph 189_sub
8 7
1 4 1 6 4 4 4 4 
1 5
1 4
1 3
1 2
3 8
3 7
3 6

Graph 190_sub
8 7
2 4 1 5 1 1 2 5 
1 3
1 2
3 5
3 4
4 6
6 8
6 7

Graph 191_sub
8 7
4 1 1 1 4 1 1 1 
1 2
2 4
2 3
3 6
3 5
6 8
6 7

Graph 192_sub
8 7
2 4 1 2 1 4 4 1 
1 3
1 2
3 5
3 4
5 8
5 7
5 6

Graph 193_sub
8 7
1 1 4 1 4 1 1 1 
1 4
1 3
1 2
2 6
2 5
6 8
6 7

Graph 194_sub
8 7
1 1 4 4 4 4 6 5 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 195_sub
8 7
5 1 5 4 1 5 5 4 
1 2
2 3
3 5
3 4
5 7
5 6
6 8

Graph 196_sub
8 7
4 5 1 5 2 1 1 4 
1 2
2 4
2 3
3 6
3 5
6 8
6 7

Graph 197_sub
8 7
2 1 5 1 5 1 1 1 
1 2
2 4
2 3
3 6
3 5
5 8
5 7

Graph 198_sub
8 7
4 1 4 1 1 4 4 1 
1 2
2 5
2 4
2 3
4 8
4 7
4 6

Graph 199_sub
8 7
4 1 1 1 5 1 4 4 
1 2
2 4
2 3
3 6
3 5
5 8
5 7

Graph 200_sub
8 7
4 1 1 4 4 4 4 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 201_sub
8 7
1 4 1 1 1 4 5 4 
1 4
1 3
1 2
3 6
3 5
5 8
5 7

Graph 202_sub
8 7
4 5 1 1 5 5 1 5 
1 2
2 4
2 3
3 6
3 5
5 7
7 8

Graph 203_sub
8 7
5 1 1 1 4 4 1 1 
1 3
1 2
2 5
2 4
4 7
4 6
7 8

Graph 204_sub
8 7
4 1 1 1 8 1 4 1 
1 2
2 4
2 3
3 6
3 5
6 8
6 7

Graph 205_sub
8 7
4 1 4 1 1 1 4 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6

Graph 206_sub
8 7
6 1 3 6 5 1 1 1 
1 3
1 2
2 5
2 4
4 6
6 8
6 7

Graph 207_sub
8 7
1 1 1 4 4 1 1 1 
1 4
1 3
1 2
2 6
2 5
6 8
6 7

Graph 208_sub
8 7
1 4 6 1 6 1 1 1 
1 4
1 3
1 2
3 5
5 6
6 7
7 8

Graph 209_sub
8 7
2 3 1 1 5 2 5 2 
1 4
1 3
1 2
2 7
2 6
2 5
5 8

Graph 210_sub
8 7
1 1 1 1 2 2 3 5 
1 4
1 3
1 2
2 6
2 5
6 7
7 8

Graph 211_sub
8 7
1 5 1 1 1 1 4 1 
1 4
1 3
1 2
2 5
5 7
5 6
6 8

Graph 212_sub
8 7
4 1 1 5 4 4 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 213_sub
8 7
1 4 2 4 1 1 1 4 
1 5
1 4
1 3
1 2
3 6
6 8
6 7

Graph 214_sub
8 8
1 5 1 1 5 1 4 2 
1 4
1 3
1 2
2 5
3 6
5 7
5 6
6 8

Graph 215_sub
8 7
2 1 1 2 1 1 4 1 
1 3
1 2
2 5
2 4
5 7
5 6
6 8

Graph 216_sub
8 7
4 1 5 4 4 1 1 4 
1 2
2 5
2 4
2 3
3 7
3 6
6 8

Graph 217_sub
8 7
1 1 4 1 1 4 5 1 
1 4
1 3
1 2
2 6
2 5
5 8
5 7

Graph 218_sub
8 7
1 4 1 1 1 5 4 1 
1 4
1 3
1 2
3 6
3 5
5 8
5 7

Graph 219_sub
8 7
1 1 5 1 5 1 1 4 
1 4
1 3
1 2
2 6
2 5
5 7
7 8

Graph 220_sub
8 7
1 4 4 4 1 1 5 4 
1 5
1 4
1 3
1 2
5 7
5 6
6 8

Graph 221_sub
8 7
2 6 2 2 1 4 1 1 
1 2
2 5
2 4
2 3
3 6
5 8
5 7

Graph 222_sub
8 7
1 1 1 4 1 4 1 4 
1 4
1 3
1 2
2 6
2 5
5 8
5 7

Graph 223_sub
8 7
4 1 1 1 1 4 1 1 
1 2
2 4
2 3
3 6
3 5
5 8
5 7

Graph 224_sub
8 7
4 1 4 4 2 1 1 1 
1 2
2 5
2 4
2 3
5 6
6 8
6 7

Graph 225_sub
8 7
1 1 1 1 5 2 1 5 
1 4
1 3
1 2
2 6
2 5
5 7
7 8

Graph 226_sub
7 6
4 2 6 2 2 2 4 
1 2
2 3
3 6
3 5
3 4
6 7

Graph 227_sub
8 7
1 4 1 1 4 1 4 4 
1 5
1 4
1 3
1 2
3 8
3 7
3 6

Graph 228_sub
8 7
1 5 5 5 1 5 6 1 
1 4
1 3
1 2
2 5
5 7
5 6
6 8

Graph 229_sub
8 7
5 4 4 1 5 5 1 5 
1 4
1 3
1 2
4 6
4 5
5 7
7 8

Graph 230_sub
8 7
1 1 5 4 4 4 5 4 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 231_sub
8 8
4 5 5 1 5 5 5 4 
1 2
2 4
2 3
3 5
4 7
4 6
5 6
7 8

Graph 232_sub
8 7
1 1 5 1 4 1 6 1 
1 4
1 3
1 2
2 6
2 5
6 8
6 7

Graph 233_sub
8 7
5 1 8 1 5 2 8 1 
1 4
1 3
1 2
2 6
2 5
5 8
5 7

Graph 234_sub
8 7
1 5 5 5 4 4 1 5 
1 4
1 3
1 2
2 6
2 5
3 7
7 8

Graph 235_sub
8 7
1 1 1 4 4 1 1 1 
1 4
1 3
1 2
2 6
2 5
6 8
6 7

Graph 236_sub
8 7
1 8 1 1 1 1 5 4 
1 4
1 3
1 2
3 6
3 5
5 8
5 7

Graph 237_sub
8 7
1 2 1 1 4 1 2 1 
1 5
1 4
1 3
1 2
