Graph 1_sub
7 9
10 11
11 14
11 13
11 12
14 16
14 15

Graph 32_sub
16 16
1 6 6 5 9 6 6 1 5 1 1 4 4 4 4 4 
1 4
1 3
1 2
2 5
5 7
5 6
6 8
7 8
8 9
9 11
9 10
10 14
10 13
10 12
11 16
11 15

Graph 33_sub
16 16
5 1 1 1 5 1 5 5 5 1 4 1 1 5 4 4 
1 3
1 2
2 5
2 4
4 7
4 6
6 9
6 8
7 12
8 10
10 12
10 11
12 13
13 16
13 15
13 14

Graph 34_sub
16 15
4 1 2 4 1 1 2 1 4 5 5 5 4 1 4 4 
1 2
2 5
2 4
2 3
3 6
5 14
5 13
5 12
6 8
6 7
8 10
8 9
10 11
12 16
12 15

Graph 23638_sub
16 15
1 1 4 1 4 1 1 1 1 5 1 5 1 1 1 4 
1 4
1 3
1 2
2 6
2 5
6 8
6 7
7 10
7 9
9 12
9 11
11 14
11 13
13 16
13 15

Graph 36_sub
16 15
6 2 2 2 1 1 4 4 1 4 4 1 4 4 1 4 
1 5
1 4
1 3
1 2
4 6
6 9
6 8
6 7
9 12
9 11
9 10
12 15
12 14
12 13
15 16

Graph 37_sub
16 16
1 4 5 5 4 1 5 1 1 5 5 4 4 1 6 4 
1 4
1 3
1 2
3 6
3 5
6 8
6 7
7 9
8 14
9 11
9 10
10 13
10 12
11 14
14 15
15 16

Graph 40181_sub
16 15
4 1 1 1 4 1 5 1 1 1 1 1 1 5 4 1 
1 2
2 4
2 3
3 6
3 5
6 8
6 7
7 10
7 9
9 12
9 11
11 14
11 13
13 16
13 15

Graph 39_sub
16 15
4 1 4 4 2 1 1 1 2 1 1 4 4 4 1 2 
1 2
2 5
2 4
2 3
5 6
6 8
6 7
7 10
7 9
9 11
10 16
10 15
11 14
11 13
11 12

Graph 40_sub
16 15
1 8 1 4 4 4 5 4 1 1 4 4 1 4 8 4 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
7 10
7 9
9 13
9 12
9 11
13 16
13 15
13 14

Graph 23787_sub
16 15
2 1 1 2 1 1 1 2 1 4 2 1 1 1 4 1 
1 3
1 2
2 5
2 4
5 7
5 6
6 9
6 8
8 10
9 12
9 11
12 14
12 13
13 16
13 15

Graph 42_sub
16 15
1 4 4 1 4 4 1 4 1 4 4 4 2 4 10 2 
1 5
1 4
1 3
1 2
4 8
4 7
4 6
7 11
7 10
7 9
9 14
9 13
9 12
13 15
15 16

Graph 43_sub
16 15
1 1 4 4 1 4 4 4 4 1 4 1 4 4 4 2 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
5 11
5 10
5 9
10 14
10 13
10 12
12 16
12 15

Graph 44_sub
16 15
2 10 1 2 2 1 4 1 1 4 1 4 1 2 1 4 
1 3
1 2
2 5
2 4
4 6
6 9
6 8
6 7
8 12
8 11
8 10
11 15
11 14
11 13
13 16

Graph 6665_sub
16 16
4 1 4 4 5 1 1 1 4 4 1 1 1 1 4 4 
1 2
2 5
2 4
2 3
5 7
5 6
6 10
6 9
6 8
7 13
8 12
8 11
11 14
11 13
13 16
13 15

Graph 13102_sub
16 15
2 4 1 1 1 1 1 1 4 4 5 4 1 1 1 4 
1 3
1 2
3 5
3 4
4 7
4 6
6 10
6 9
6 8
8 13
8 12
8 11
11 15
11 14
14 16

Graph 47_sub
16 16
1 1 1 6 4 1 1 8 1 4 4 8 6 1 1 1 
1 4
1 3
1 2
2 6
2 5
3 12
3 9
4 13
6 8
6 7
7 10
7 9
9 11
13 14
14 16
14 15

Graph 48_sub
16 15
4 1 4 5 4 1 1 4 4 4 1 1 4 1 4 1 
1 2
2 5
2 4
2 3
4 7
4 6
6 10
6 9
6 8
7 12
7 11
11 14
11 13
14 16
14 15

Graph 49_sub
16 16
1 1 4 1 1 11 1 4 4 1 6 6 1 1 1 1 
1 4
1 3
1 2
2 6
2 5
4 10
5 8
5 7
7 10
7 9
10 11
11 12
12 13
13 15
13 14
14 16

Graph 50_sub
16 15
4 1 1 4 4 1 1 4 1 1 4 6 1 6 1 1 
1 2
2 5
2 4
2 3
3 7
3 6
6 9
6 8
9 11
9 10
10 13
10 12
12 14
14 15
15 16

Graph 51_sub
16 15
1 2 4 4 4 1 1 1 1 4 1 4 6 1 6 1 
1 5
1 4
1 3
1 2
2 6
6 8
6 7
7 10
7 9
9 12
9 11
11 14
11 13
13 15
15 16

Graph 52_sub
16 16
5 4 1 4 1 1 1 4 1 4 1 4 4 4 4 2 
1 4
1 3
1 2
3 7
3 6
3 5
5 10
5 9
5 8
6 16
7 11
9 13
9 12
9 11
11 15
11 14

Graph 53_sub
16 15
1 4 11 11 1 1 2 1 1 11 4 4 4 4 4 4 
1 5
1 4
1 3
1 2
5 7
5 6
6 10
6 9
6 8
8 13
8 12
8 11
9 16
9 15
9 14

Graph 54_sub
16 15
4 1 4 6 4 1 4 1 4 4 4 6 1 2 6 1 
1 2
2 5
2 4
2 3
4 6
6 9
6 8
6 7
8 12
8 11
8 10
12 13
13 15
13 14
14 16

Graph 55_sub
16 15
4 1 4 4 1 4 1 1 2 4 4 4 4 1 4 1 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
7 11
7 10
7 9
8 15
8 14
8 13
9 12
14 16

Graph 31618_sub
16 16
1 1 5 1 1 4 4 1 1 4 6 1 1 5 1 1 
1 4
1 3
1 2
2 6
2 5
4 9
5 8
5 7
8 10
8 9
9 11
11 12
12 14
12 13
13 16
13 15

Graph 57_sub
16 15
4 2 1 4 1 1 2 1 4 4 4 1 2 4 4 1 
1 2
2 3
3 6
3 5
3 4
5 9
5 8
5 7
7 10
8 13
8 12
8 11
12 16
12 15
12 14

Graph 58_sub
16 16
4 5 1 4 1 1 1 8 1 4 8 1 4 1 2 2 
1 2
2 4
2 3
3 6
3 5
5 8
5 7
6 14
6 12
7 10
7 9
9 12
9 11
12 13
14 16
14 15

Graph 59_sub
16 15
1 1 4 4 4 1 4 4 4 1 4 1 4 4 4 2 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
6 11
6 10
6 9
10 14
10 13
10 12
12 16
12 15

Graph 60_sub
16 15
1 1 4 1 5 1 2 2 4 1 6 1 2 2 2 4 
1 4
1 3
1 2
2 6
2 5
5 8
5 7
6 10
6 9
10 12
10 11
11 15
11 14
11 13
14 16

Graph 61_sub
16 16
4 2 1 1 1 1 2 1 2 1 4 1 2 5 4 4 
1 2
2 3
3 5
3 4
4 7
4 6
5 10
6 9
6 8
8 11
8 10
10 12
12 14
12 13
14 16
14 15

Graph 62_sub
16 16
1 6 1 4 4 1 1 4 1 4 6 4 4 1 4 4 
1 5
1 4
1 3
1 2
2 7
2 6
6 10
6 9
6 8
7 14
9 13
9 12
9 11
11 14
14 16
14 15

Graph 63_sub
16 16
8 1 1 1 4 1 1 6 1 8 4 2 2 2 4 5 
1 2
2 4
2 3
3 6
3 5
4 16
4 9
6 8
6 7
7 10
7 9
8 14
8 13
8 12
9 11
13 15

Graph 64_sub
16 15
1 4 1 4 4 1 1 1 6 4 4 2 2 2 4 1 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
6 11
6 10
6 9
7 16
9 14
9 13
9 12
12 15

Graph 65_sub
16 15
4 1 4 4 1 1 1 1 2 2 4 1 4 4 4 4 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
6 10
6 9
7 14
7 13
7 12
9 11
12 16
12 15

Graph 66_sub
16 15
1 2 1 2 4 1 1 1 1 4 4 4 4 4 4 4 
1 4
1 3
1 2
3 7
3 6
3 5
6 10
6 9
6 8
8 13
8 12
8 11
9 16
9 15
9 14

Graph 67_sub
16 15
4 1 2 1 4 1 1 2 1 2 1 4 1 2 1 4 
1 2
2 5
2 4
2 3
3 6
6 8
6 7
7 10
7 9
9 13
9 12
9 11
11 15
11 14
15 16

Graph 68_sub
16 15
5 1 6 4 1 4 4 2 2 1 4 1 4 4 4 4 
1 4
1 3
1 2
2 7
2 6
2 5
5 9
5 8
9 10
10 13
10 12
10 11
12 16
12 15
12 14

Graph 69_sub
16 15
4 2 1 1 1 5 4 4 5 4 4 4 4 4 1 1 
1 2
2 3
3 6
3 5
3 4
4 9
4 8
4 7
5 14
5 13
5 12
6 16
6 15
9 11
9 10

Graph 70_sub
16 17
1 1 2 1 1 1 1 2 1 4 1 4 4 1 1 1 
1 4
1 3
1 2
2 6
2 5
4 14
5 8
5 7
6 11
7 10
7 9
8 14
9 12
9 11
11 13
14 15
15 16

Graph 71_sub
16 15
4 1 4 1 1 1 4 4 1 4 4 4 4 1 1 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
6 11
6 10
6 9
9 14
9 13
9 12
14 16
14 15

Graph 72_sub
16 15
4 1 4 5 1 12 4 5 5 5 5 5 4 1 4 1 
1 2
2 5
2 4
2 3
4 7
4 6
6 12
6 11
6 10
6 9
6 8
8 14
8 13
14 16
14 15

Graph 73_sub
16 15
4 1 1 2 1 4 4 4 1 6 6 6 1 2 6 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
4 9
9 11
9 10
11 12
12 13
13 15
13 14
14 16

Graph 74_sub
16 15
4 1 1 1 4 1 1 4 5 1 1 4 2 2 1 4 
1 2
2 4
2 3
3 6
3 5
6 8
6 7
7 10
7 9
9 12
9 11
11 14
11 13
13 15
15 16

Graph 75_sub
16 16
4 1 2 1 4 1 4 4 2 1 1 4 4 1 2 4 
1 2
2 5
2 4
2 3
3 6
4 10
6 9
6 8
6 7
9 10
10 12
10 11
11 15
11 14
11 13
14 16

Graph 76_sub
16 16
2 1 1 4 4 1 1 2 1 4 1 1 2 4 4 4 
1 3
1 2
2 5
2 4
2 3
3 7
3 6
6 10
6 9
6 8
8 11
11 13
11 12
12 16
12 15
12 14

Graph 77_sub
16 15
1 4 4 1 5 4 4 4 1 1 4 1 4 4 4 4 
1 5
1 4
1 3
1 2
4 8
4 7
4 6
5 10
5 9
9 13
9 12
9 11
12 16
12 15
12 14

Graph 78_sub
16 15
2 1 1 1 4 1 1 4 2 4 2 1 1 1 2 4 
1 3
1 2
2 6
2 5
2 4
4 9
4 8
4 7
7 12
7 11
7 10
11 13
13 16
13 15
13 14

Graph 41363_sub
16 16
2 6 1 2 1 1 1 4 1 1 4 1 4 4 4 1 
1 2
2 5
2 4
2 3
3 7
3 6
5 16
6 9
6 8
7 15
7 12
9 11
9 10
10 13
10 12
12 14

Graph 80_sub
16 17
2 1 1 2 2 2 3 2 2 2 2 1 2 1 2 4 
1 2
2 4
2 3
3 6
3 5
4 7
6 7
7 11
7 10
7 9
7 8
8 12
9 16
10 14
12 14
12 13
14 15

Graph 81_sub
16 16
4 1 1 1 1 4 1 5 2 1 4 5 2 2 2 4 
1 2
2 4
2 3
3 6
3 5
4 15
4 10
5 8
5 7
7 10
7 9
8 14
9 11
10 12
12 13
15 16

Graph 82_sub
16 16
1 1 4 1 1 4 1 4 1 5 4 1 4 1 1 1 
1 4
1 3
1 2
2 6
2 5
4 9
5 8
5 7
7 10
7 9
9 11
10 13
10 12
12 15
12 14
14 16

Graph 83_sub
16 15
1 1 1 4 2 1 4 4 1 1 4 1 1 4 4 4 
1 4
1 3
1 2
2 6
2 5
5 7
6 9
6 8
9 11
9 10
10 12
12 15
12 14
12 13
13 16

Graph 84_sub
16 16
4 1 4 5 5 1 1 4 5 4 1 1 4 4 4 5 
1 2
2 5
2 4
2 3
4 7
4 6
5 11
6 10
6 9
6 8
9 12
9 11
11 14
11 13
12 16
12 15

Graph 85_sub
13 12
4 1 4 1 4 2 2 1 4 4 4 4 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
6 9
7 10
8 13
8 12
8 11

Graph 86_sub
16 16
1 4 4 1 2 4 2 1 4 4 2 1 1 4 4 2 
1 5
1 4
1 3
1 2
4 8
4 7
4 6
5 13
7 9
8 12
8 11
8 10
11 13
12 16
13 15
13 14

Graph 87_sub
16 15
4 1 5 4 4 1 1 6 6 6 1 6 5 1 1 4 
1 2
2 5
2 4
2 3
3 7
3 6
6 9
6 8
8 10
10 11
11 13
11 12
13 15
13 14
14 16

Graph 88_sub
16 16
2 5 1 2 1 1 1 4 4 1 1 1 6 2 2 2 
1 2
2 4
2 3
3 6
3 5
5 8
5 7
6 11
7 10
7 9
10 12
10 11
11 13
13 16
13 15
13 14

Graph 89_sub
16 16
1 4 5 1 1 13 4 1 4 1 1 1 4 4 4 4 
1 4
1 3
1 2
3 6
3 5
4 10
5 8
5 7
8 10
8 9
10 11
11 14
11 13
11 12
12 16
12 15

Graph 6585_sub
16 16
4 1 1 1 1 4 5 1 2 2 1 4 5 1 4 2 
1 2
2 4
2 3
3 6
3 5
4 11
5 8
5 7
7 10
7 9
8 12
8 11
11 13
13 15
13 14
14 16

Graph 30216_sub
16 15
4 1 1 4 4 1 2 1 4 2 4 1 1 1 4 1 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
6 11
6 10
6 9
10 12
12 14
12 13
13 16
13 15

Graph 23280_sub
16 16
4 1 5 1 1 1 4 1 1 4 4 4 1 4 2 5 
1 2
2 4
2 3
3 6
3 5
4 9
5 8
5 7
6 14
6 13
6 12
8 10
8 9
9 11
13 16
13 15

Graph 93_sub
16 16
4 1 1 5 4 4 4 1 4 4 1 4 4 1 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
4 14
8 11
8 10
8 9
11 14
11 13
11 12
14 16
14 15

Graph 23938_sub
16 15
4 5 1 1 1 2 4 4 4 1 1 4 1 4 1 1 
1 2
2 4
2 3
3 6
3 5
4 11
4 10
5 9
5 8
5 7
10 13
10 12
13 15
13 14
15 16

Graph 95_sub
16 15
1 4 4 4 1 4 1 4 1 1 1 2 2 4 1 4 
1 5
1 4
1 3
1 2
5 8
5 7
5 6
7 11
7 10
7 9
9 13
9 12
10 16
10 15
13 14

Graph 96_sub
16 16
1 1 1 1 4 1 4 1 4 1 4 1 1 5 1 4 
1 4
1 3
1 2
2 6
2 5
3 13
3 12
4 10
6 8
6 7
8 10
8 9
10 11
12 14
13 16
13 15

Graph 29033_sub
16 16
4 1 5 4 5 1 1 1 1 4 1 4 1 1 4 4 
1 2
2 5
2 4
2 3
3 7
3 6
6 9
6 8
8 11
8 10
9 14
11 13
11 12
13 15
13 14
14 16

Graph 98_sub
16 15
1 4 1 1 4 1 1 4 1 4 4 1 4 1 1 4 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
6 11
6 10
6 9
9 14
9 13
9 12
12 16
12 15

Graph 99_sub
16 16
1 1 2 1 5 1 2 2 1 4 1 14 4 2 2 2 
1 4
1 3
1 2
2 6
2 5
4 11
5 8
5 7
6 10
6 9
9 12
9 11
11 13
12 16
12 15
12 14

Graph 100_sub
16 16
4 1 1 1 1 1 1 6 1 4 4 4 2 2 4 4 
1 2
2 4
2 3
3 6
3 5
4 16
4 9
5 8
5 7
6 14
6 13
7 10
7 9
8 12
9 11
14 15

Graph 101_sub
16 15
4 1 4 2 1 1 1 2 4 1 1 4 1 1 2 2 
1 2
2 5
2 4
2 3
4 6
6 8
6 7
7 11
7 10
7 9
10 14
10 13
10 12
13 16
13 15

Graph 102_sub
16 15
1 1 1 1 4 4 4 4 4 6 4 4 2 2 2 4 
1 4
1 3
1 2
2 7
2 6
2 5
3 9
3 8
4 12
4 11
4 10
10 15
10 14
10 13
15 16

Graph 103_sub
16 15
4 1 4 4 1 6 4 4 1 1 1 1 4 4 1 5 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
6 9
9 11
9 10
10 13
10 12
12 15
12 14
15 16

Graph 104_sub
16 15
4 1 1 2 1 4 2 1 1 4 4 4 1 2 1 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
7 9
8 15
8 14
8 13
9 12
9 11
9 10
13 16

Graph 105_sub
16 16
4 1 1 1 1 4 4 1 1 1 4 1 4 1 1 1 
1 2
2 4
2 3
3 6
3 5
4 9
5 8
5 7
8 10
8 9
9 11
10 13
10 12
12 15
12 14
14 16

Graph 106_sub
16 15
2 4 1 1 1 4 4 1 4 4 1 4 1 4 4 4 
1 3
1 2
3 6
3 5
3 4
4 9
4 8
4 7
8 12
8 11
8 10
11 15
11 14
11 13
13 16

Graph 4108_sub
16 16
4 2 1 2 1 1 1 4 1 4 1 1 5 4 1 4 
1 2
2 3
3 5
3 4
5 7
5 6
6 9
6 8
7 12
9 11
9 10
11 13
11 12
12 14
13 15
15 16

Graph 108_sub
16 16
4 1 5 4 1 1 4 1 1 1 5 1 1 4 1 2 
1 2
2 5
2 4
2 3
3 7
3 6
6 9
6 8
8 11
8 10
9 15
10 13
10 12
12 15
12 14
15 16

Graph 109_sub
16 15
4 1 1 1 4 4 1 4 4 4 4 2 1 4 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
4 14
4 13
4 12
7 11
7 10
7 9
12 15
13 16

Graph 110_sub
16 16
1 1 1 4 4 1 1 1 1 4 4 6 4 1 1 5 
1 4
1 3
1 2
2 6
2 5
3 9
6 8
6 7
7 10
7 9
8 14
8 13
8 12
9 11
12 15
15 16

Graph 111_sub
16 15
1 4 1 1 6 1 1 4 4 1 1 2 1 1 4 1 
1 4
1 3
1 2
3 6
3 5
5 7
7 10
7 9
7 8
10 12
10 11
11 14
11 13
13 16
13 15

Graph 112_sub
16 15
5 1 1 4 5 6 4 1 1 1 1 4 4 4 1 4 
1 4
1 3
1 2
2 6
2 5
5 7
6 8
8 11
8 10
8 9
9 14
9 13
9 12
10 16
10 15

Graph 113_sub
16 15
1 1 2 4 1 1 2 4 4 1 2 4 2 4 4 4 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
6 11
6 10
6 9
10 14
10 13
10 12
11 16
13 15

Graph 114_sub
16 15
4 1 2 1 1 4 1 2 4 2 1 4 4 4 2 1 
1 2
2 5
2 4
2 3
3 6
4 9
4 8
4 7
7 12
7 11
7 10
10 13
11 16
11 15
11 14

Graph 115_sub
16 16
1 1 4 1 1 4 5 1 4 4 1 4 4 6 2 5 
1 4
1 3
1 2
2 6
2 5
4 14
4 11
5 8
5 7
7 10
7 9
8 12
8 11
11 13
14 16
14 15

Graph 16515_sub
16 16
1 1 1 1 4 1 4 1 4 1 4 5 4 4 1 1 
1 4
1 3
1 2
2 6
2 5
3 14
3 13
3 12
4 10
6 8
6 7
8 10
8 9
10 11
12 16
12 15

Graph 117_sub
16 16
4 1 1 1 4 1 4 1 1 4 4 7 2 1 2 4 
1 2
2 4
2 3
3 6
3 5
4 12
4 9
6 8
6 7
8 10
8 9
9 11
12 15
12 14
12 13
13 16

Graph 118_sub
16 15
4 1 1 1 4 11 4 4 4 4 1 4 6 4 2 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
4 11
4 10
4 9
11 14
11 13
11 12
13 16
13 15

Graph 119_sub
16 16
1 4 1 1 4 1 1 4 4 1 4 6 6 1 1 1 
1 4
1 3
1 2
3 6
3 5
4 12
4 10
6 8
6 7
7 10
7 9
10 11
12 13
13 14
14 16
14 15

Graph 120_sub
16 15
2 6 1 2 2 4 1 4 6 4 6 2 2 2 4 2 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
7 11
7 10
7 9
9 14
9 13
9 12
11 16
14 15

Graph 121_sub
16 16
1 1 4 1 4 1 1 1 1 1 1 6 1 4 4 1 
1 4
1 3
1 2
2 6
2 5
6 8
6 7
7 10
7 9
8 13
9 12
9 11
11 14
11 13
12 16
13 15

Graph 122_sub
16 15
4 1 1 4 1 4 1 1 2 2 1 4 4 1 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
7 10
7 9
9 11
11 14
11 13
11 12
14 16
14 15

Graph 123_sub
16 15
4 1 4 1 6 1 4 4 1 1 4 1 1 4 1 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
6 10
6 9
9 12
9 11
12 14
12 13
13 16
13 15

Graph 124_sub
16 15
4 1 4 1 4 4 1 4 4 4 1 4 1 4 1 4 
1 2
2 5
2 4
2 3
4 8
4 7
4 6
7 11
7 10
7 9
11 14
11 13
11 12
13 16
13 15

Graph 125_sub
16 15
4 1 1 4 4 4 2 4 1 4 4 1 4 1 4 4 
1 2
2 5
2 4
2 3
3 8
3 7
3 6
7 9
9 12
9 11
9 10
12 15
12 14
12 13
14 16

Graph 126_sub
16 15
6 1 2 2 2 4 1 4 4 1 4 1 4 4 1 2 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
7 11
7 10
7 9
10 14
10 13
10 12
12 16
12 15

Graph 127_sub
16 15
6 2 1 2 2 4 4 1 4 4 1 4 4 1 4 4 
1 5
1 4
1 3
1 2
2 6
3 9
3 8
3 7
8 12
8 11
8 10
11 15
11 14
11 13
14 16

Graph 128_sub
16 15
1 2 1 2 4 5 4 4 1 1 4 1 4 2 2 4 
1 4
1 3
1 2
2 5
3 8
3 7
3 6
6 10
6 9
9 13
9 12
9 11
12 15
12 14
14 16

Graph 129_sub
16 16
2 1 1 1 1 1 5 1 1 2 1 4 4 4 4 1 
1 2
2 4
