Graph 1_sub
8 17 17 10 21 14 8 11 
1 2
2 3
3 8
3 7
3 6
3 5
3 4

Graph 30_sub
8 9
19 19 13 12 24 20 17 18 
1 4
1 3
1 2
2 4
2 3
4 5
5 8
5 7
5 6

Graph 31_sub
8 8
19 14 17 14 6 12 18 14 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 3

Graph 32_sub
8 8
11 21 9 21 11 22 16 21 
1 3
1 2
2 3
3 5
3 4
4 6
6 8
6 7

Graph 50_sub
8 12
7 12 23 11 9 11 12 8 
1 5
1 4
1 3
1 2
2 4
2 3
3 4
4 5
5 7
5 6
6 7
7 8

Graph 65_sub
8 8
15 21 13 12 11 7 20 9 
1 3
1 2
2 5
2 4
3 4
4 8
4 7
4 6

Graph 35_sub
8 8
13 9 13 9 15 12 16 14 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 3

Graph 100_sub
8 7
17 9 13 23 15 14 4 22 
1 5
1 4
1 3
1 2
3 8
3 7
3 6

Graph 11_sub
8 7
6 17 20 17 15 21 11 12 
1 2
2 6
2 5
2 4
2 3
4 8
4 7

Graph 38_sub
8 17
7 13 14 15 7 16 18 14 
1 7
1 6
1 5
1 4
1 3
1 2
2 7
2 6
2 3
3 8
3 4
3 5
3 7
3 6
4 6
5 7
6 7

Graph 39_sub
8 8
17 12 9 20 13 7 10 16 
1 3
1 2
2 6
2 5
2 4
4 8
4 7
4 6

Graph 40_sub
8 7
12 13 15 12 18 14 14 13 
1 2
2 4
2 3
3 5
5 6
6 8
6 7

Graph 41_sub
8 12
29 12 26 20 17 4 16 15 
1 5
1 4
1 3
1 2
2 5
2 3
3 7
3 6
3 4
3 5
4 5
7 8

Graph 77_sub
8 7
13 12 12 17 15 21 15 18 
1 2
2 5
2 4
2 3
5 6
6 8
6 7

Graph 43_sub
8 7
5 17 18 21 7 20 12 18 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 44_sub
8 7
23 13 15 5 12 12 13 7 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 45_sub
8 7
17 21 13 9 9 22 16 15 
1 6
1 5
1 4
1 3
1 2
2 8
2 7

Graph 46_sub
8 9
18 16 21 26 13 14 7 18 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 4
2 3

Graph 47_sub
8 8
16 19 16 14 14 14 10 19 
1 2
2 6
2 5
2 4
2 3
3 8
3 7
3 5

Graph 38_sub
8 8
4 17 13 21 16 16 19 20 
1 5
1 4
1 3
1 2
2 4
3 6
6 8
6 7

Graph 49_sub
8 9
9 18 15 11 13 13 13 17 
1 7
1 6
1 5
1 4
1 3
1 2
2 8
2 6
2 4

Graph 14_sub
8 8
15 8 11 21 11 6 15 7 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 51_sub
8 8
15 17 8 10 19 20 14 13 
1 2
2 4
2 3
3 8
3 7
3 6
3 5
3 4

Graph 76_sub
8 7
9 14 8 11 17 10 18 14 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 53_sub
8 7
11 15 17 30 19 9 6 5 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 54_sub
8 7
15 16 23 8 15 12 18 13 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 55_sub
8 9
9 17 19 11 16 8 16 15 
1 7
1 6
1 5
1 4
1 3
1 2
2 8
2 5
2 7

Graph 56_sub
8 7
18 15 18 5 16 16 9 13 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 66_sub
8 7
11 13 22 17 9 26 10 15 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 58_sub
8 8
13 17 20 13 12 19 15 23 
1 7
1 6
1 5
1 4
1 3
1 2
2 8
2 3

Graph 59_sub
8 7
17 14 12 14 23 15 15 13 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 26_sub
8 9
16 8 18 15 16 18 24 14 
1 6
1 5
1 4
1 3
1 2
2 6
3 8
3 7
3 4

Graph 61_sub
8 7
24 15 12 19 20 16 17 20 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 62_sub
8 7
13 13 8 19 15 14 6 17 
1 3
1 2
2 7
2 6
2 5
2 4
4 8

Graph 63_sub
8 8
23 22 10 15 24 14 14 16 
1 4
1 3
1 2
2 8
2 7
2 6
2 5
2 3

Graph 64_sub
8 8
7 16 17 11 16 21 13 14 
1 3
1 2
2 3
3 8
3 7
3 6
3 5
3 4

Graph 65_sub
8 7
12 13 15 16 17 18 16 13 
1 2
2 6
2 5
2 4
2 3
3 8
3 7

Graph 66_sub
8 12
14 17 13 19 17 12 19 16 
1 6
1 5
1 4
1 3
1 2
2 7
2 6
2 5
4 7
5 7
6 7
7 8

Graph 67_sub
8 8
14 9 14 23 20 9 21 13 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 68_sub
8 8
15 12 12 20 17 26 16 15 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 69_sub
8 9
5 17 9 23 14 23 10 4 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 3
2 5

Graph 70_sub
8 7
21 17 15 13 17 16 14 13 
1 4
1 3
1 2
2 6
2 5
5 8
5 7

Graph 71_sub
8 7
21 16 15 21 10 17 13 8 
1 3
1 2
2 4
4 8
4 7
4 6
4 5

Graph 72_sub
8 10
15 17 17 13 19 8 9 19 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 3
2 5
2 4

Graph 73_sub
8 7
10 14 15 18 14 11 12 11 
1 2
2 3
3 8
3 7
3 6
3 5
3 4

Graph 74_sub
8 7
20 22 21 21 14 15 22 21 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 84_sub
8 7
16 12 21 14 18 17 7 5 
1 3
1 2
2 8
2 7
2 6
2 5
2 4

Graph 76_sub
8 11
16 17 14 8 9 11 19 15 
1 4
1 3
1 2
2 7
2 6
2 5
2 4
2 3
3 5
4 5
5 8

Graph 77_sub
8 10
6 11 22 13 7 11 19 24 
1 5
1 4
1 3
1 2
2 3
3 5
4 5
5 8
5 7
5 6

Graph 78_sub
8 7
13 24 15 17 21 13 16 19 
1 5
1 4
1 3
1 2
3 8
3 7
3 6

Graph 79_sub
8 10
13 7 20 12 20 14 15 11 
1 5
1 4
1 3
1 2
2 5
2 3
3 5
4 8
4 7
4 6

Graph 80_sub
8 7
18 19 6 14 8 22 11 8 
1 2
2 3
3 8
3 7
3 6
3 5
3 4

Graph 81_sub
8 7
12 7 25 23 12 21 8 19 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 53_sub
8 7
11 13 11 15 15 7 12 15 
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 17_sub
8 9
17 14 6 22 6 22 15 11 
1 5
1 4
1 3
1 2
2 7
2 6
2 4
6 7
7 8

Graph 6_sub
8 8
0 15 18 17 20 15 7 22 
1 3
1 2
2 4
2 3
4 8
4 7
4 6
4 5

Graph 85_sub
8 8
21 20 14 17 7 27 15 19 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 43_sub
8 8
9 18 19 9 17 16 12 18 
1 2
2 5
2 4
2 3
3 6
3 5
5 8
5 7

Graph 87_sub
8 9
10 4 15 20 11 10 12 10 
1 3
1 2
2 7
2 6
2 5
2 4
2 3
3 8
3 6

Graph 88_sub
8 7
16 19 7 5 13 13 14 20 
1 5
1 4
1 3
1 2
3 8
3 7
3 6

Graph 89_sub
8 7
20 11 18 18 5 14 8 24 
1 4
1 3
1 2
2 8
2 7
2 6
2 5

Graph 90_sub
8 7
7 18 13 17 19 10 13 14 
1 4
1 3
1 2
2 6
2 5
5 8
5 7

Graph 91_sub
8 10
11 12 9 11 17 17 8 14 
1 5
1 4
1 3
1 2
2 6
2 5
3 5
5 7
5 6
7 8

Graph 10_sub
8 8
29 16 16 10 14 13 16 17 
1 3
1 2
2 3
3 5
3 4
4 8
4 7
4 6

Graph 9_sub
8 12
16 1 7 12 11 4 17 16 
1 7
1 6
1 5
1 4
1 3
1 2
2 7
2 5
2 3
3 8
3 7
3 6

Graph 94_sub
8 7
6 15 13 13 4 5 18 11 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 95_sub
8 7
13 8 12 19 10 14 13 12 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 96_sub
8 7
18 11 7 10 20 10 5 15 
1 3
1 2
2 5
2 4
4 6
6 8
6 7

Graph 97_sub
8 7
21 18 9 15 24 16 13 14 
1 2
2 4
2 3
3 6
3 5
5 8
5 7

Graph 98_sub
8 8
10 20 17 13 19 9 11 15 
1 3
1 2
2 5
2 4
4 8
4 7
4 6
4 5

Graph 99_sub
8 8
5 18 18 17 10 15 11 11 
1 4
1 3
1 2
2 8
2 7
2 6
2 5
2 4

Graph 15_sub
8 7
18 12 20 18 25 20 9 19 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

