1 4
1 3
1 2

Graph 43_sub
4 3
18 19 12 20 
1 2
2 3
3 4

Graph 44_sub
4 3
13 14 12 12 
1 2
2 3
3 4

Graph 45_sub
4 3
24 14 10 18 
1 4
1 3
1 2

Graph 46_sub
4 3
17 19 19 10 
1 4
1 3
1 2

Graph 47_sub
4 3
19 21 14 18 
1 4
1 3
1 2

Graph 48_sub
4 3
14 12 12 10 
1 2
2 4
2 3

Graph 49_sub
4 3
19 8 19 14 
1 4
1 3
1 2

Graph 50_sub
4 3
12 21 12 24 
1 3
1 2
2 4

Graph 51_sub
4 3
16 16 15 6 
1 4
1 3
1 2

Graph 52_sub
4 4
17 13 8 16 
1 3
1 2
2 3
3 4

Graph 92_sub
4 3
17 6 17 14 
1 4
1 3
1 2

Graph 54_sub
4 3
14 16 22 8 
1 4
1 3
1 2

Graph 55_sub
4 3
20 12 20 15 
1 4
1 3
1 2

Graph 56_sub
4 3
9 23 11 12 
1 2
2 4
2 3

Graph 57_sub
4 3
22 16 10 15 
1 3
1 2
2 4

Graph 58_sub
4 3
18 13 20 0 
1 2
2 4
2 3

Graph 59_sub
4 3
9 14 10 20 
1 3
1 2
2 4

Graph 60_sub
4 3
12 7 19 25 
1 3
1 2
3 4

Graph 61_sub
4 3
19 20 19 17 
1 4
1 3
1 2

Graph 62_sub
4 3
8 9 20 13 
1 3
1 2
2 4

Graph 63_sub
4 3
9 19 14 18 
1 4
1 3
1 2

Graph 64_sub
4 4
13 14 12 20 
1 3
1 2
2 4
2 3

Graph 65_sub
4 4
5 20 10 11 
1 3
1 2
2 4
2 3

Graph 66_sub
4 3
10 12 9 13 
1 4
1 3
1 2

Graph 67_sub
4 3
17 5 9 5 
1 4
1 3
1 2

Graph 68_sub
4 3
15 5 14 8 
1 4
1 3
1 2

Graph 69_sub
4 4
23 21 17 11 
1 3
1 2
2 4
2 3

Graph 70_sub
4 3
17 17 9 22 
1 2
2 4
2 3

Graph 71_sub
4 3
20 5 18 20 
1 4
1 3
1 2

Graph 72_sub
4 3
14 8 10 17 
1 4
1 3
1 2

Graph 43_sub
4 3
14 14 16 13 
1 4
1 3
1 2

Graph 74_sub
4 3
11 14 6 18 
1 2
2 4
2 3

Graph 75_sub
4 3
17 18 12 17 
1 4
1 3
1 2

Graph 76_sub
4 3
15 17 18 23 
1 2
2 4
2 3

Graph 87_sub
4 3
18 14 22 13 
1 3
1 2
2 4

Graph 78_sub
4 3
16 9 21 15 
1 3
1 2
2 4

Graph 17_sub
4 3
13 12 9 12 
1 2
2 4
2 3

Graph 80_sub
4 4
7 16 15 9 
1 3
1 2
2 3
3 4

Graph 81_sub
4 3
18 19 13 9 
1 2
2 3
3 4

Graph 82_sub
4 3
9 16 10 11 
1 4
1 3
1 2

Graph 83_sub
4 3
6 17 4 15 
1 2
2 4
2 3

Graph 84_sub
4 3
18 14 16 16 
1 4
1 3
1 2

Graph 85_sub
4 4
9 13 10 14 
1 3
1 2
2 3
3 4

Graph 86_sub
4 3
25 21 8 13 
1 2
2 4
2 3

Graph 87_sub
4 3
22 14 14 14 
1 4
1 3
1 2

Graph 88_sub
4 3
8 12 17 8 
1 2
2 4
2 3

Graph 89_sub
4 4
22 18 3 21 
1 3
1 2
2 4
2 3

Graph 90_sub
4 3
22 10 16 19 
1 2
2 4
2 3

Graph 91_sub
4 3
27 10 4 16 
1 4
1 3
1 2

Graph 92_sub
4 3
15 16 19 15 
1 4
1 3
1 2

Graph 93_sub
4 3
12 18 14 13 
1 4
1 3
1 2

Graph 94_sub
4 3
19 20 17 19 
1 4
1 3
1 2

Graph 95_sub
4 3
13 15 8 16 
1 2
2 3
3 4

Graph 27_sub
4 3
13 16 17 13 
1 3
1 2
2 4

Graph 97_sub
4 4
12 11 17 19 
1 3
1 2
2 4
2 3

Graph 98_sub
4 3
16 14 17 13 
1 4
1 3
1 2

Graph 99_sub
4 3
19 17 18 16 
1 2
2 4
2 3

Graph 21_sub
4 3
21 13 20 17 
1 2
2 4
2 3

