Graph 1_sub
2 7
2 6
6 7
6 13
6 12
7 15
7 14
7 10
8 13
14 17
14 16
16 20
16 19
16 18

Graph 79_sub
20 20
13 14 20 7 10 15 22 15 15 11 14 10 23 14 14 19 8 9 4 12 
1 2
2 4
2 3
3 8
3 7
3 6
3 5
5 16
5 15
5 14
5 13
5 12
5 11
5 10
5 9
9 19
9 18
9 17
9 11
18 20

Graph 99_sub
20 20
14 13 17 14 16 16 6 15 18 18 17 21 19 17 21 11 13 15 11 16 
1 3
1 2
2 4
3 4
4 10
4 9
4 8
4 7
4 6
4 5
5 11
11 20
11 19
11 18
11 17
11 16
11 15
11 14
11 13
11 12

Graph 95_sub
20 26
10 8 17 13 7 10 9 19 14 5 18 21 17 16 7 17 23 12 16 17 
1 3
1 2
2 12
2 10
2 9
2 8
2 7
2 6
2 5
2 4
4 11
5 8
6 12
7 16
7 15
7 14
7 13
7 8
7 12
14 17
14 16
15 17
16 17
17 20
17 19
17 18

Graph 24_sub
20 35
20 18 17 18 18 11 11 17 14 14 15 17 16 12 12 13 7 17 12 13 
1 5
1 4
1 3
1 2
2 7
2 6
2 3
2 4
3 8
3 6
4 8
5 8
5 6
6 8
7 18
7 15
7 14
7 13
7 12
7 11
7 10
7 9
9 16
9 15
9 14
9 13
10 18
10 17
10 16
11 19
13 20
14 15
16 18
16 17
17 18

Graph 79_sub
20 22
18 22 13 16 13 23 12 19 21 10 18 8 23 19 14 14 12 18 20 22 
1 2
2 5
2 4
2 3
3 12
3 13
3 10
3 9
3 8
3 7
3 6
6 12
6 11
10 13
11 13
12 16
12 15
12 14
14 19
14 18
14 17
17 20

Graph 26_sub
20 23
16 17 16 19 15 9 5 13 21 7 19 10 10 25 16 19 14 18 13 14 
0 2
0 1
1 4
1 3
1 2
2 6
2 5
2 4
2 3
5 20
5 19
5 18
5 17
5 16
5 15
5 14
5 13
5 12
5 11
5 10
5 9
5 8
5 7

Graph 27_sub
20 30
11 15 10 21 13 9 14 7 13 17 14 6 9 8 9 16 16 23 9 17 
0 19
0 14
1 4
1 3
1 2
2 7
2 6
2 5
2 3
3 8
5 8
5 6
6 8
7 8
8 11
8 10
8 9
10 18
10 17
10 16
10 15
10 14
10 13
10 12
12 17
12 13
12 18
13 18
14 19
15 20

Graph 28_sub
20 26
11 18 20 10 13 13 16 15 19 9 12 18 18 24 14 21 25 14 7 13 
1 4
1 3
1 2
2 8
2 7
2 6
2 5
5 15
5 14
5 13
5 12
5 11
5 10
5 9
7 15
9 18
9 17
9 16
9 15
9 12
11 15
12 15
15 20
15 19
15 18
15 16

Graph 2_sub
20 20
14 25 18 21 13 16 8 14 12 23 18 15 14 11 13 15 11 16 7 23 
0 2
1 3
1 2
2 8
2 7
2 6
2 5
2 4
4 20
4 19
4 18
4 17
4 16
4 15
4 14
4 13
4 12
4 11
4 10
4 9

Graph 30_sub
20 23
14 17 12 11 5 13 10 16 17 14 14 13 18 12 12 12 20 16 18 21 
0 11
0 4
1 3
1 2
3 9
3 8
3 7
3 6
3 5
3 4
4 14
4 13
4 12
4 11
4 10
4 9
5 11
11 20
11 19
11 18
11 17
11 16
11 15

Graph 31_sub
20 27
8 19 16 14 21 9 23 12 15 14 14 10 15 15 7 17 20 18 15 19 
0 10
0 2
1 2
2 3
3 5
3 4
4 8
4 7
4 6
5 10
5 6
6 14
6 13
6 12
6 11
6 10
6 9
9 10
9 15
9 12
9 11
10 20
10 19
10 18
10 17
14 16
15 16

Graph 32_sub
20 31
12 15 21 9 14 5 3 7 18 22 16 13 16 17 20 18 21 21 16 13 
1 6
1 5
1 4
1 3
1 2
2 3
3 6
4 8
4 7
4 5
4 6
5 14
5 13
5 11
5 10
5 8
6 8
8 9
9 10
10 14
10 13
10 12
10 11
11 13
13 14
14 20
14 19
14 18
14 17
14 16
14 15

Graph 33_sub
20 24
12 17 8 13 18 14 12 22 17 13 11 20 19 16 15 21 17 16 16 4 
0 4
0 2
0 1
1 4
1 3
1 2
2 4
4 5
5 8
5 7
5 6
6 17
6 16
6 15
6 14
6 13
6 12
6 11
6 10
6 9
9 19
9 18
9 11
18 20

Graph 34_sub
20 19
7 14 19 14 12 8 12 15 8 13 20 17 13 23 19 20 19 14 15 16 
1 3
1 2
2 6
2 5
2 4
4 20
4 19
4 18
4 17
4 16
4 15
4 14
4 13
4 12
4 11
4 10
4 9
4 8
4 7

Graph 35_sub
20 20
19 15 18 8 11 20 22 20 23 11 17 22 8 14 3 19 12 6 17 15 
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
4 18
4 17
4 16
4 15
4 14
4 13
4 5
13 19
19 20

Graph 36_sub
20 28
16 23 20 11 14 14 18 19 19 17 13 19 8 11 22 11 5 17 7 15 
0 14
0 11
1 6
1 5
1 4
1 3
1 2
2 15
2 8
2 7
2 6
6 15
7 9
7 8
9 13
9 12
9 11
9 10
11 12
12 17
12 16
12 15
12 14
14 18
14 16
15 19
17 18
19 20

Graph 37_sub
20 23
21 4 3 19 12 13 17 14 21 22 16 14 21 14 17 12 14 16 24 13 
1 2
2 3
3 7
3 6
3 5
3 4
4 10
4 9
4 8
4 5
5 18
5 17
5 16
5 15
5 14
5 13
5 12
5 11
8 10
8 9
9 10
11 20
11 19

Graph 38_sub
20 23
14 21 18 8 13 17 11 19 12 13 11 25 21 8 12 14 12 15 16 13 
1 3
1 2
2 18
2 17
2 16
2 15
2 14
2 13
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
4 14
5 8
5 10
6 20
6 19
6 12

Graph 39_sub
20 23
9 12 17 17 28 19 20 19 14 10 15 27 8 11 18 9 13 22 14 21 
1 4
1 3
1 2
2 13
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 3
2 4
5 16
5 15
5 14
5 13
5 11
14 20
14 19
14 18
14 17

Graph 40_sub
20 25
12 12 8 15 11 17 23 11 18 14 19 19 8 20 18 20 21 15 14 17 
0 13
0 2
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
3 13
3 4
4 17
4 16
4 15
4 14
4 13
13 20
13 19
13 18
13 16
13 15

Graph 41_sub
20 20
8 14 14 8 15 11 22 10 12 17 19 16 21 13 18 22 18 15 20 14 
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 20
2 19
2 18
2 17
2 16
2 15
2 14
2 13
2 12
2 11
2 8

Graph 42_sub
20 22
21 14 20 9 12 7 16 22 9 21 7 16 18 17 14 24 13 14 5 6 
0 2
1 2
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3
3 11
3 4
4 12
11 13
11 12
12 20
12 19
12 18
12 17
12 16
12 15
12 14

Graph 43_sub
20 24
18 24 19 15 19 17 24 15 9 9 16 20 12 9 13 17 12 14 10 11 
0 2
1 5
1 4
1 3
1 2
2 9
2 8
2 7
2 6
2 4
3 6
5 6
6 20
6 19
6 18
6 17
6 16
6 15
6 14
6 13
6 12
6 11
6 10
6 8

Graph 44_sub
20 24
10 19 11 13 13 16 7 16 16 11 19 26 15 5 13 18 17 12 12 10 
0 2
1 6
1 5
1 4
1 3
1 2
3 6
3 5
4 6
5 6
6 11
6 10
6 9
6 8
6 7
7 13
7 12
12 20
12 19
12 18
12 17
12 16
12 15
12 14

Graph 45_sub
20 20
13 15 9 13 20 16 11 15 12 15 20 13 15 12 13 13 11 4 16 13 
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 15
2 14
2 13
2 12
2 11
2 10
10 20
10 19
10 18
10 17
10 16
10 13

Graph 46_sub
20 37
20 14 24 13 13 7 5 17 19 18 9 11 13 14 11 14 8 18 16 14 
1 8
1 3
1 2
2 7
2 6
2 5
2 4
3 10
4 7
4 6
4 5
5 6
5 7
6 8
8 9
10 14
10 12
10 11
11 14
11 13
11 12
12 20
12 14
13 19
13 17
13 16
13 15
15 16
15 19
15 18
15 17
16 17
16 19
16 18
17 19
17 18
18 19

Graph 47_sub
20 22
20 21 1 3 8 6 12 14 14 16 16 13 9 22 12 8 12 11 15 17 
1 5
1 4
1 3
1 2
2 6
6 7
7 11
7 10
7 9
7 8
8 12
8 9
9 15
9 14
9 13
9 10
13 14
13 16
14 19
14 18
14 17
17 20

Graph 4_sub
20 22
8 12 21 15 23 21 16 10 19 14 18 17 21 19 15 18 17 16 22 10 
0 7
0 3
1 2
2 6
2 5
2 4
2 3
3 13
3 12
3 11
3 10
3 9
3 8
3 7
7 20
7 19
7 18
7 17
7 16
7 15
7 14
7 12

Graph 49_sub
20 23
13 9 15 15 11 12 17 19 13 15 18 12 18 14 14 13 17 11 24 11 
1 4
1 3
1 2
2 9
2 8
2 7
2 6
2 5
5 11
5 10
5 7
5 8
6 12
10 15
10 14
10 13
10 12
12 20
12 19
12 18
12 17
12 16
12 15

Graph 50_sub
20 23
11 15 19 6 23 23 22 19 15 8 11 17 17 11 18 16 18 20 18 10 
1 3
1 2
2 3
3 8
3 7
3 6
3 5
3 4
6 10
6 9
6 8
9 10
10 15
10 13
10 12
10 11
11 16
11 15
11 14
15 20
15 19
15 18
15 17

Graph 51_sub
20 21
13 18 21 13 12 17 13 11 22 8 17 16 10 17 20 10 0 8 13 15 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 3
5 7
7 20
7 19
7 18
7 17
7 16
7 15
7 14
7 13
7 12
7 11
7 10
7 9

Graph 52_sub
20 22
5 21 18 23 7 12 4 18 9 15 18 23 9 16 14 16 15 13 10 17 
1 3
1 2
2 7
2 6
2 5
2 4
4 7
5 7
7 9
7 8
8 20
8 19
8 18
8 17
8 16
8 15
8 14
8 13
8 12
8 11
8 10
8 9

Graph 53_sub
20 23
14 13 11 20 13 8 11 16 24 9 20 16 26 14 9 14 12 12 9 12 
1 4
1 3
1 2
2 4
2 3
3 4
4 5
5 10
5 9
5 8
5 7
5 6
6 20
6 19
6 18
6 17
6 16
6 15
6 14
6 13
6 12
6 11
6 7

Graph 54_sub
20 26
8 14 12 11 11 16 11 7 15 18 17 13 9 12 12 11 19 16 15 3 
1 3
1 2
2 7
2 6
2 5
2 4
4 14
4 13
4 12
4 11
4 10
4 9
4 8
4 5
4 7
5 17
5 15
6 17
8 16
8 15
9 15
14 15
15 19
15 18
15 17
17 20

Graph 55_sub
20 24
13 18 13 15 21 17 13 16 25 14 11 17 11 15 16 8 8 10 19 19 
1 5
1 4
1 3
1 2
2 9
2 8
2 7
2 6
2 4
2 5
2 3
4 6
5 6
7 20
7 19
7 18
7 17
7 16
7 15
7 14
7 13
7 12
7 11
7 10

Graph 56_sub
20 19
13 18 15 10 15 2 18 9 11 11 15 12 26 5 18 10 9 12 14 16 
1 5
1 4
1 3
1 2
2 7
2 6
6 20
6 19
6 18
6 17
6 16
6 15
6 14
6 13
6 12
6 11
6 10
6 9
6 8

Graph 57_sub
20 22
6 16 16 16 16 5 7 15 10 16 14 11 12 8 19 2 13 10 16 23 
1 7
1 6
1 5
1 4
1 3
1 2
2 16
2 15
2 14
2 13
2 12
2 11
2 10
2 9
2 8
2 6
2 4
2 3
8 20
8 19
8 18
8 17

Graph 47_sub
20 22
20 20 15 18 23 15 4 11 26 6 18 12 17 11 18 15 15 16 23 14 
1 5
1 4
1 3
1 2
2 6
2 3
3 8
5 6
6 12
6 11
6 10
6 9
6 8
6 7
8 20
8 19
8 18
8 17
8 16
8 15
8 14
8 13

Graph 59_sub
20 25
13 14 10 16 7 10 10 5 17 18 16 14 11 17 10 16 4 19 11 12 
1 4
1 3
1 2
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 3
5 12
5 7
6 13
12 18
12 17
12 16
12 15
12 14
12 13
13 20
13 19
13 14
13 15
13 17

Graph 49_sub
20 21
18 17 14 14 10 11 14 15 11 14 15 27 10 19 11 17 11 15 11 16 
1 2
2 6
2 5
2 4
2 3
3 6
3 4
4 7
5 20
5 19
5 18
5 17
5 16
5 15
5 14
5 13
5 12
5 11
5 10
5 9
5 8

Graph 61_sub
20 21
11 12 13 10 18 17 19 21 11 10 7 9 19 6 14 17 22 12 5 22 
1 5
1 4
1 3
1 2
2 20
2 19
2 18
2 17
2 16
2 15
2 14
2 13
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 3

Graph 62_sub
20 25
8 7 15 12 17 8 23 20 12 12 10 19 12 18 12 19 11 25 8 21 
1 6
1 5
1 4
1 3
1 2
2 11
2 10
2 9
2 8
2 7
3 13
3 7
5 12
6 12
6 7
8 13
8 12
10 13
13 20
13 19
13 18
13 17
13 16
13 15
13 14

Graph 63_sub
20 22
17 16 14 15 9 13 11 17 16 22 9 19 14 6 17 15 16 18 17 18 
1 5
1 4
1 3
1 2
2 5
4 5
5 6
6 7
7 11
7 10
7 9
7 8
8 18
8 17
8 16
8 15
8 14
8 13
8 12
12 16
13 20
13 19

Graph 64_sub
20 28
27 23 24 5 15 17 9 16 13 15 22 18 6 16 14 17 15 7 17 18 
1 2
2 5
2 4
2 3
3 6
3 5
5 7
5 6
7 9
7 8
8 9
9 14
9 11
9 10
10 11
10 14
10 12
11 15
11 12
11 14
12 14
12 13
13 14
15 16
16 20
16 19
16 18
16 17

Graph 65_sub
20 21
14 9 12 12 13 13 13 20 16 18 23 13 15 10 18 12 16 13 4 13 
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3
3 5
4 20
4 19
4 18
4 17
4 16
4 15
4 14
4 13
4 8

Graph 66_sub
20 25
11 21 21 8 20 14 15 19 23 9 16 13 12 11 14 15 24 3 9 9 
1 2
2 11
2 6
2 5
2 4
2 3
3 8
3 7
3 6
4 11
5 8
6 8
7 9
9 10
11 13
11 12
12 13
13 18
13 17
13 16
13 15
13 14
14 20
14 19
14 15

Graph 67_sub
20 24
20 16 23 22 14 17 12 11 8 21 8 7 17 18 18 17 15 15 14 16 
1 3
1 2
2 3
3 6
3 5
3 4
4 8
4 7
7 9
7 8
8 9
9 11
9 10
10 16
10 15
10 14
10 13
10 12
12 17
12 14
14 17
15 18
18 20
18 19

Graph 68_sub
20 22
15 21 10 16 17 14 3 16 19 14 15 18 23 8 18 16 3 22 20 22 
1 7
1 6
1 5
1 4
1 3
1 2
2 11
2 10
2 9
2 8
6 8
8 13
8 12
8 9
10 12
12 20
12 19
12 18
12 17
12 16
12 15
12 14

Graph 69_sub
20 19
20 11 19 13 13 22 14 11 25 19 14 13 20 23 19 21 19 14 0 14 
1 4
1 3
1 2
2 20
2 19
2 18
2 17
2 16
2 15
2 14
2 13
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5

Graph 70_sub
20 23
16 7 6 8 10 17 11 12 0 11 14 14 8 17 13 26 16 15 21 22 
1 7
1 6
1 5
1 4
1 3
1 2
2 3
2 9
2 8
3 12
3 11
3 10
3 6
5 10
10 20
10 19
10 18
10 17
10 16
10 15
10 14
10 13
10 11

Graph 71_sub
20 20
15 16 20 21 9 15 5 14 10 10 17 15 8 14 18 11 17 11 14 13 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
5 6
6 16
6 15
6 14
6 13
6 12
6 11
6 10
6 9
9 18
9 17
17 20
17 19

Graph 72_sub
20 27
16 10 5 18 18 17 10 23 18 16 18 15 10 17 13 15 15 7 21 14 
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 13
2 12
2 11
2 10
2 9
2 6
2 5
2 8
2 7
6 9
7 9
9 17
9 16
9 15
9 14
14 16
15 19
15 18
15 16
18 20

Graph 73_sub
20 23
22 21 12 9 12 19 11 19 20 17 10 18 18 14 4 7 13 13 25 10 
1 5
1 4
1 3
1 2
2 6
3 13
3 12
3 11
3 10
3 9
3 8
3 7
5 7
7 20
7 19
7 18
7 17
7 16
7 15
7 14
7 12
7 11
7 9

Graph 74_sub
20 23
20 17 16 12 6 16 18 9 21 17 10 9 17 11 29 18 13 8 12 10 
1 3
1 2
2 16
2 15
2 14
2 13
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3
3 5
3 4
5 17
5 9
17 20
17 19
17 18

Graph 16_sub
20 26
20 15 15 16 13 13 21 8 10 15 14 20 16 14 11 16 10 11 12 6 
0 7
0 5
1 4
1 3
1 2
2 4
2 3
3 4
4 6
4 5
5 12
5 11
5 10
5 9
5 8
5 7
7 20
7 19
7 18
7 17
7 16
7 15
7 14
7 13
7 10
7 11

Graph 80_sub
20 22
10 11 26 13 23 16 9 9 18 23 13 17 23 14 10 23 12 19 16 15 
1 5
1 4
1 3
1 2
2 6
2 5
4 7
5 7
5 6
7 15
7 14
7 13
7 12
7 11
7 10
7 9
7 8
8 20
8 19
8 18
8 17
8 16

Graph 77_sub
20 20
19 16 15 15 21 15 4 11 12 23 18 18 11 10 19 16 15 20 15 14 
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 20
2 19
2 18
2 17
2 16
2 15
2 14
2 13
2 12
2 11
2 10
2 5

Graph 15_sub
20 25
12 20 17 17 8 15 8 15 19 13 14 17 25 12 22 17 22 10 17 5 
0 12
1 4
1 3
1 2
2 4
4 6
4 5
5 11
5 10
5 9
5 8
5 7
5 6
6 12
6 7
7 12
12 16
12 15
12 14
12 13
14 15
15 20
15 19
15 18
15 17

Graph 79_sub
20 21
15 6 15 10 11 19 18 17 19 19 15 27 13 18 18 11 12 16 9 16 
1 2
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3
3 15
3 14
3 13
3 12
3 11
3 6
11 15
15 20
15 19
15 18
15 17
15 16

Graph 80_sub
20 30
13 7 16 18 10 15 12 13 19 14 11 18 2 19 11 22 18 7 11 14 
1 7
1 5
1 4
1 3
1 2
2 9
2 8
2 7
2 6
2 3
2 5
3 7
4 7
5 7
6 9
7 12
7 11
7 10
7 8
7 9
10 16
10 15
10 14
10 13
10 11
11 13
13 20
13 19
13 18
13 17

Graph 81_sub
20 19
8 16 21 11 11 11 8 10 19 9 27 12 18 11 16 14 16 3 18 15 
1 2
2 20
2 19
2 18
2 17
2 16
2 15
2 14
2 13
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3

Graph 82_sub
20 25
16 17 15 18 20 10 15 17 10 18 10 7 18 16 15 4 8 8 16 11 
1 5
1 4
1 3
1 2
2 3
2 4
3 8
3 7
3 6
3 5
3 4
4 6
4 5
8 15
8 14
8 13
8 12
8 11
8 10
8 9
9 20
9 19
9 18
9 17
9 16

Graph 83_sub
20 27
15 12 9 14 13 19 19 15 17 5 7 15 14 18 13 22 11 19 17 12 
1 4
1 3
1 2
2 15
2 14
2 13
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
5 11
6 18
6 17
6 16
6 11
6 9
6 14
6 10
6 7
11 16
16 20
16 19
16 18

Graph 65_sub
20 20
10 8 10 17 16 20 13 20 16 17 17 11 20 16 23 12 11 18 18 18 
1 2
2 4
2 3
4 10
4 9
4 8
4 7
4 6
4 5
5 12
5 11
6 16
11 15
11 14
11 13
13 19
13 18
13 17
13 16
16 20

Graph 85_sub
20 45
11 16 11 10 7 19 14 16 6 21 10 22 16 9 17 13 14 13 7 16 
1 5
1 3
1 2
2 4
3 12
3 11
3 10
3 9
3 8
3 7
3 6
3 5
3 4
4 6
4 5
6 7
8 14
8 13
8 9
8 10
9 10
9 19
9 18
9 17
9 16
9 15
9 11
10 11
10 13
11 20
11 12
11 17
11 15
11 18
11 19
11 16
15 19
15 17
15 18
16 19
16 17
16 18
17 18
17 19
18 19

Graph 86_sub
20 32
15 13 23 10 15 23 21 19 23 11 11 9 11 11 26 23 8 14 14 16 
1 4
1 3
1 2
2 4
3 9
3 8
3 7
3 6
3 5
5 8
5 11
5 10
5 9
5 7
5 6
6 8
7 16
7 15
7 14
8 17
8 16
8 15
8 11
9 11
10 12
11 13
14 15
14 16
15 16
17 19
17 18
18 20

Graph 87_sub
20 25
17 7 22 20 18 14 7 22 18 15 15 13 15 16 9 2 17 18 6 17 
1 6
1 5
1 4
1 3
1 2
2 7
2 5
3 14
3 13
3 12
3 6
7 10
7 9
7 8
8 11
8 10
8 9
9 10
10 11
12 20
12 19
12 18
12 17
12 16
12 15

Graph 88_sub
20 22
18 19 11 20 8 21 20 19 14 9 12 7 15 13 17 17 11 17 16 19 
1 4
1 3
1 2
2 5
3 9
3 8
3 7
3 6
6 10
7 17
7 16
7 15
7 14
7 13
10 11
11 12
13 18
13 17
14 20
14 15
17 18
18 19

Graph 89_sub
20 26
20 27 19 17 12 6 20 16 15 9 11 17 15 22 8 9 6 21 12 8 
1 3
1 2
2 8
2 6
2 5
2 4
2 3
4 6
4 7
5 8
6 13
6 12
6 11
6 10
6 9
6 7
7 9
10 16
10 15
10 14
14 16
15 20
15 19
15 18
15 17
15 16

Graph 90_sub
20 20
14 6 17 7 11 8 8 7 14 9 14 7 12 12 6 7 13 15 11 12 
1 3
1 2
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
4 17
4 16
4 15
4 14
4 13
4 12
12 18
12 17
18 20
18 19

Graph 91_sub
20 21
13 21 8 16 15 0 21 18 21 6 16 15 25 20 17 18 7 12 24 18 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
3 4
4 20
4 19
4 18
4 17
4 16
4 15
4 14
4 13
4 12
4 11
4 10
4 9
4 7

Graph 92_sub
20 21
9 16 17 20 6 13 11 24 7 9 9 20 16 10 15 18 20 14 12 22 
1 14
1 13
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 20
2 19
2 18
2 17
2 16
2 15
2 13
2 8

Graph 31_sub
20 27
9 16 14 15 16 7 10 11 13 4 11 17 19 18 25 14 19 4 14 24 
0 13
0 11
0 10
0 7
1 5
1 4
1 3
1 2
2 6
2 5
5 9
5 8
5 7
7 12
7 11
7 10
10 11
10 12
12 15
12 14
12 13
13 20
13 19
13 18
13 17
13 16
