Graph 1_sub
12 12
13 15 11 23 13 18 10 11 13 11 8 8 
1 3
1 2
2 3
3 12
3 11
3 10
3 9
3 8
3 7
3 6
3 5
3 4

Graph 22_sub
12 13
19 16 21 9 17 15 8 18 18 16 17 17 
1 5
1 4
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 4
2 3

Graph 55_sub
12 12
6 10 23 14 12 15 9 13 22 11 19 5 
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3

Graph 24_sub
12 12
10 16 10 11 21 14 20 20 19 16 17 6 
0 2
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4

Graph 25_sub
12 11
9 16 16 12 11 11 7 13 13 19 16 10 
1 4
1 3
1 2
3 9
3 8
3 7
3 6
3 5
5 12
5 11
5 10

Graph 26_sub
12 16
19 13 25 22 15 15 19 13 17 7 13 11 
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 9
2 8
2 5
2 3
4 8
6 8
8 12
8 11
8 10

Graph 3_sub
12 13
8 7 12 13 24 14 21 11 15 15 15 16 
0 2
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3

Graph 28_sub
12 12
24 15 16 14 7 18 20 15 16 15 21 20 
1 3
1 2
2 4
3 4
4 12
4 11
4 10
4 9
4 8
4 7
4 6
4 5

Graph 29_sub
12 12
13 11 15 16 13 18 14 14 20 19 7 16 
1 4
1 3
1 2
2 5
2 3
5 9
5 8
5 7
5 6
6 12
6 11
6 10

Graph 30_sub
12 12
18 14 14 11 23 18 14 16 7 18 13 13 
1 2
2 5
2 4
2 3
5 8
5 7
5 6
6 8
8 9
9 12
9 11
9 10

Graph 31_sub
12 14
19 13 7 20 12 17 12 14 14 20 24 15 
1 7
1 6
1 5
1 4
1 3
1 2
2 4
3 10
3 9
3 8
3 6
8 10
9 12
9 11

Graph 32_sub
12 13
12 14 21 17 11 8 16 13 22 21 7 7 
1 3
1 2
2 7
2 6
2 5
2 4
2 3
4 11
4 10
4 9
4 8
8 12
8 11

Graph 33_sub
12 13
6 18 5 23 9 8 15 22 23 4 23 16 
0 5
0 2
1 4
1 3
1 2
2 7
2 6
2 5
5 12
5 11
5 10
5 9
5 8

Graph 6_sub
12 13
21 15 17 18 18 19 16 13 19 16 10 11 
0 2
1 4
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 3

Graph 35_sub
12 12
15 21 15 9 13 12 12 18 15 13 15 22 
1 3
1 2
2 5
2 4
2 3
4 12
4 11
4 10
4 9
4 8
4 7
4 6

Graph 11_sub
12 15
15 17 16 14 23 8 24 13 14 9 18 6 
1 6
1 5
1 4
1 3
1 2
2 7
2 6
2 5
5 6
6 12
6 11
6 10
6 9
6 8
6 7

Graph 37_sub
12 13
13 17 17 10 4 22 13 14 16 16 14 11 
1 4
1 3
1 2
2 5
2 4
3 4
4 12
4 11
4 10
4 9
4 8
4 7
4 6

Graph 38_sub
12 12
15 22 11 14 16 25 19 15 26 14 18 8 
1 4
1 3
1 2
4 9
4 7
4 6
4 5
6 8
8 9
9 12
9 11
9 10

Graph 39_sub
12 13
15 22 17 20 12 12 5 18 21 6 12 9 
0 8
1 2
2 4
2 3
3 4
4 6
4 5
6 8
6 7
8 9
9 10
10 12
10 11

Graph 40_sub
12 14
22 17 21 14 10 20 3 23 7 21 14 12 
1 3
1 2
2 5
2 4
3 4
4 11
4 10
4 9
4 8
4 7
4 6
4 5
6 12
6 7

Graph 41_sub
12 11
21 11 21 13 11 11 16 19 14 14 9 19 
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 12
2 11

Graph 42_sub
12 11
16 9 15 6 18 22 17 12 16 10 8 13 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 43_sub
12 12
21 7 21 10 9 8 14 16 17 15 13 19 
1 4
1 3
1 2
2 3
2 5
3 12
3 11
3 10
3 9
3 8
3 7
3 6

Graph 44_sub
12 11
26 18 23 15 13 6 6 12 9 25 15 11 
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4

Graph 45_sub
12 13
13 3 20 22 17 18 12 19 11 11 15 22 
1 6
1 5
1 4
1 3
1 2
2 7
2 6
2 3
7 12
7 11
7 10
7 9
7 8

Graph 71_sub
12 14
3 1 9 21 3 9 8 15 9 9 15 10 
1 4
1 3
1 2
2 7
2 6
2 5
2 3
3 12
3 11
3 10
3 8
3 9
6 8
8 9

Graph 47_sub
12 15
15 9 20 21 18 18 22 9 16 22 19 17 
1 3
1 2
2 5
2 4
2 3
3 6
3 5
6 8
6 7
7 10
7 9
7 8
9 10
10 12
10 11

Graph 48_sub
12 18
9 18 14 17 14 23 16 19 16 10 8 22 
1 8
1 7
1 5
1 4
1 3
1 2
2 4
3 4
4 8
4 7
4 6
4 5
5 8
7 8
8 12
8 11
8 10
8 9

Graph 49_sub
12 12
18 17 11 7 23 9 17 17 6 15 19 18 
1 2
2 5
2 4
2 3
3 12
3 11
3 10
3 9
3 8
3 7
3 6
3 5

Graph 50_sub
12 12
13 30 17 15 18 14 18 13 13 14 5 14 
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3

Graph 51_sub
12 11
13 19 11 11 22 7 24 16 15 15 19 14 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 52_sub
12 15
22 14 12 13 19 26 12 4 16 9 18 15 
1 7
1 6
1 5
1 4
1 3
1 2
2 9
2 8
2 7
2 6
6 7
8 9
9 12
9 11
9 10

Graph 53_sub
12 12
19 19 17 8 16 10 22 16 9 11 19 18 
1 6
1 5
1 4
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6

Graph 54_sub
12 11
17 15 16 18 11 10 15 26 14 23 14 12 
1 4
1 3
1 2
2 7
2 6
2 5
5 12
5 11
5 10
5 9
5 8

Graph 55_sub
12 16
16 16 11 19 23 19 16 19 22 13 17 16 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 4
4 7
7 8
8 11
8 10
8 9
9 12
9 10
9 11

Graph 56_sub
12 11
18 10 22 20 9 18 26 23 16 20 11 14 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 57_sub
12 20
18 13 14 14 14 12 19 18 17 15 9 10 
1 6
1 4
1 3
1 2
2 3
2 5
2 4
3 4
3 5
4 10
4 9
4 8
4 7
4 6
4 5
7 10
8 10
9 10
10 12
10 11

Graph 17_sub
12 16
12 20 21 18 12 8 17 12 5 20 20 10 
0 2
1 6
1 5
1 4
1 3
1 2
2 3
2 6
2 4
3 12
3 11
3 10
3 9
3 8
3 7
3 5

Graph 59_sub
12 11
8 20 10 17 12 18 16 15 18 7 24 14 
1 4
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6
2 5

Graph 60_sub
12 14
11 14 19 14 5 10 19 12 5 5 11 10 
1 3
1 2
2 7
2 6
2 5
2 4
4 10
4 9
4 8
4 7
4 5
5 7
7 12
7 11

Graph 35_sub
12 11
20 17 17 11 6 15 5 15 17 17 9 16 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 62_sub
12 13
9 14 9 13 15 11 25 15 12 11 15 18 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 4
6 12
6 11
6 10
6 9
6 8

Graph 2_sub
12 17
12 11 11 11 20 15 3 23 8 21 19 8 
0 11
1 4
1 3
1 2
2 6
2 5
2 3
4 11
4 5
5 7
5 6
7 10
7 9
7 8
9 10
10 11
11 12

Graph 64_sub
12 11
14 9 15 20 15 13 19 7 16 13 20 19 
1 7
1 6
1 5
1 4
1 3
1 2
2 12
2 11
2 10
2 9
2 8

Graph 94_sub
12 12
15 12 8 17 18 10 1 20 12 14 14 11 
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 12
2 7

Graph 66_sub
12 23
11 13 20 10 19 23 12 21 11 16 12 20 
1 6
1 5
1 7
1 4
1 3
1 2
2 3
2 6
2 5
2 4
3 12
3 11
3 10
3 6
3 5
3 4
4 7
4 5
5 6
5 7
6 8
6 7
8 9

Graph 67_sub
12 14
8 13 13 16 9 18 15 9 13 18 15 14 
1 3
1 2
2 6
2 5
2 4
2 3
4 12
4 11
4 10
4 9
4 8
4 7
4 6
4 5

Graph 68_sub
12 20
17 12 17 12 14 10 23 9 19 15 11 17 
1 5
1 4
1 3
1 2
2 6
2 5
2 4
2 3
3 5
4 5
4 6
5 9
5 8
5 7
5 6
7 8
8 12
8 11
8 10
8 9

Graph 69_sub
12 11
25 9 20 11 14 13 17 26 10 11 18 17 
1 5
1 4
1 3
1 2
3 6
4 12
4 11
4 10
4 9
4 8
4 7

Graph 70_sub
12 18
9 15 12 8 10 18 17 12 9 18 18 14 
1 10
1 7
1 6
1 5
1 4
1 3
1 2
2 9
2 8
2 3
2 7
5 10
7 10
7 8
8 10
9 10
10 12
10 11

Graph 71_sub
12 12
14 18 14 12 20 12 2 13 6 5 11 17 
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 12
2 10

Graph 51_sub
12 11
7 13 15 14 11 11 13 13 9 7 8 8 
1 2
2 6
2 5
2 4
2 3
3 12
3 11
3 10
3 9
3 8
3 7

Graph 73_sub
12 15
17 9 13 20 9 15 18 18 19 8 14 10 
1 6
1 5
1 4
1 3
1 2
2 7
2 6
6 8
6 7
7 9
7 8
8 9
9 10
10 12
10 11

Graph 74_sub
12 12
8 19 14 10 13 10 10 15 13 23 12 15 
1 3
1 2
2 5
2 4
4 7
4 6
6 8
6 7
8 9
9 12
9 11
9 10

Graph 43_sub
12 15
8 13 12 11 9 8 22 11 10 20 5 13 
0 10
1 4
1 3
1 2
2 5
2 3
3 11
3 10
3 4
5 7
5 6
6 9
6 8
8 9
10 12

Graph 76_sub
12 11
15 17 21 14 3 11 11 13 16 12 14 19 
1 2
2 3
3 6
3 5
3 4
4 12
4 11
4 10
4 9
4 8
4 7

Graph 77_sub
12 14
18 13 17 15 18 25 15 15 9 18 8 13 
1 4
1 3
1 2
2 4
2 3
4 6
4 5
5 8
5 7
7 9
7 8
9 11
9 10
10 12

Graph 57_sub
12 12
17 12 5 10 24 25 10 13 22 22 12 15 
1 6
1 5
1 4
1 3
1 2
2 9
2 8
2 7
7 12
7 11
7 10
7 9

Graph 79_sub
12 11
19 17 12 20 12 10 16 10 14 27 18 22 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 90_sub
12 11
11 10 12 10 12 13 19 15 11 16 10 17 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 17_sub
12 11
10 8 12 11 12 17 18 15 15 21 17 18 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 82_sub
12 12
12 23 20 16 13 14 13 14 22 20 21 13 
1 2
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3
3 12
3 11
3 6

Graph 83_sub
12 13
20 16 6 18 16 11 15 14 18 15 10 17 
1 2
2 3
3 11
3 10
3 9
3 8
3 7
3 6
3 5
3 4
4 12
4 10
4 6

Graph 9_sub
12 13
16 10 26 2 12 10 17 16 13 14 23 11 
0 2
1 9
1 7
1 6
1 5
1 4
1 3
1 2
2 8
4 9
9 12
9 11
9 10

Graph 85_sub
12 17
13 19 17 12 14 12 7 21 12 12 18 15 
1 2
2 4
2 3
3 9
3 7
3 6
3 5
4 12
4 11
4 10
5 8
5 6
6 7
6 9
6 8
7 9
7 8

Graph 86_sub
12 12
13 17 27 14 15 19 4 14 7 20 13 12 
1 3
1 2
2 4
2 3
4 5
5 12
5 11
5 10
5 9
5 8
5 7
5 6

Graph 87_sub
12 15
13 20 25 20 15 25 7 9 19 11 10 20 
1 4
1 3
1 2
2 5
2 4
3 4
4 7
4 6
4 5
5 10
5 9
5 8
8 11
8 10
11 12

Graph 88_sub
12 12
19 17 15 16 13 17 16 20 17 19 12 20 
1 4
1 3
1 2
2 8
2 7
2 6
2 5
5 12
5 11
5 10
5 9
5 8

Graph 89_sub
12 13
19 11 13 18 17 20 21 16 13 15 10 12 
1 3
1 2
2 6
2 5
2 4
2 3
4 8
4 7
4 5
7 12
7 11
7 10
7 9

Graph 90_sub
12 14
13 16 19 21 7 20 17 12 7 18 15 1 
1 5
1 4
1 3
1 2
2 3
2 4
3 4
4 6
6 12
6 11
6 10
6 9
6 8
6 7

Graph 91_sub
12 13
16 20 15 15 10 25 11 16 15 9 19 16 
1 2
2 6
2 5
2 4
2 3
3 12
3 11
3 10
3 9
3 8
3 7
3 6
3 5

Graph 92_sub
12 11
17 17 9 16 13 16 17 16 22 18 10 13 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 93_sub
12 12
17 20 10 16 22 12 24 23 16 13 27 13 
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 12
2 3

Graph 94_sub
12 21
9 18 17 17 5 17 14 21 12 19 11 10 
1 6
1 5
1 3
1 2
2 7
2 6
2 5
2 4
2 3
3 6
3 5
3 4
4 5
4 7
5 6
6 8
6 7
8 12
8 11
8 10
8 9

Graph 95_sub
12 14
17 9 9 23 12 13 14 13 16 6 27 11 
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 11
3 11
8 11
11 12

Graph 96_sub
12 11
11 12 23 12 13 6 7 18 16 20 18 16 
1 12
1 11
1 10
1 9
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 97_sub
12 33
20 10 15 18 18 9 10 15 6 11 18 7 
1 8
1 7
1 6
1 5
1 4
1 3
1 2
2 10
2 8
2 6
2 3
2 5
3 10
3 8
3 7
3 6
4 8
4 7
5 10
5 8
5 7
6 10
6 9
6 8
6 7
7 10
7 8
7 9
8 11
8 10
8 9
9 10
11 12

Graph 98_sub
12 11
14 18 7 2 19 17 20 15 18 3 11 12 
1 5
1 4
1 3
1 2
2 12
2 11
2 10
2 9
2 8
2 7
2 6

Graph 99_sub
12 11
21 12 11 17 10 12 23 12 11 9 8 11 
1 2
2 10
2 9
2 8
2 7
2 6
2 5
2 4
2 3
3 11
11 12

Graph 100_sub
12 16
19 18 9 14 13 10 14 13 20 17 12 9 
1 6
1 4
1 3
1 2
2 9
2 8
2 7
2 6
2 5
3 6
4 6
7 12
7 11
7 10
7 9
7 8

