Graph 1_sub
2 4
2 3
3 8
3 7
3 6
3 5
3 4

Graph 35_sub
8 7
18 16 8 14 4 19 12 16 
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 36_sub
8 8
15 15 17 16 6 11 16 11 
1 3
1 2
2 3
3 5
3 4
5 8
5 7
5 6

Graph 37_sub
8 7
9 1 17 19 17 14 15 19 
1 5
1 4
1 3
1 2
3 8
3 7
3 6

Graph 38_sub
8 7
16 6 19 14 24 10 12 21 
1 6
1 5
1 4
1 3
1 2
2 8
2 7

Graph 39_sub
8 9
14 10 11 14 3 8 15 13 
1 5
1 4
1 3
1 2
2 3
2 5
3 8
3 7
3 6

Graph 54_sub
8 8
7 10 16 11 15 20 15 29 
1 4
1 3
1 2
2 6
2 5
2 3
5 8
5 7

Graph 41_sub
8 8
15 20 17 14 11 19 17 22 
1 4
1 3
1 2
2 8
2 7
2 6
2 5
2 4

Graph 42_sub
8 9
13 20 18 20 25 16 21 15 
1 5
1 4
1 3
1 2
3 8
3 7
3 6
3 5
3 4

Graph 43_sub
8 7
12 18 16 25 25 6 20 22 
1 3
1 2
2 7
2 6
2 5
2 4
4 8

Graph 18_sub
8 9
16 3 22 14 15 15 10 9 
0 1
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 3

Graph 45_sub
8 7
18 17 13 17 15 21 10 20 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 71_sub
8 7
11 18 24 12 10 15 12 17 
1 3
1 2
2 8
2 7
2 6
2 5
2 4

Graph 47_sub
8 7
7 11 15 14 14 21 10 11 
1 2
2 3
3 8
3 7
3 6
3 5
3 4

Graph 37_sub
8 7
11 11 17 13 16 14 13 11 
1 6
1 5
1 4
1 3
1 2
2 8
2 7

Graph 49_sub
8 7
15 24 6 11 8 7 18 11 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 80_sub
8 11
21 18 15 13 11 16 7 14 
1 6
1 5
1 4
1 3
1 2
2 6
2 4
4 6
5 6
6 8
6 7

Graph 51_sub
8 8
15 10 13 9 22 13 23 17 
1 4
1 3
1 2
2 6
2 5
3 5
5 8
5 7

Graph 52_sub
8 7
7 13 14 15 28 9 12 7 
1 3
1 2
2 8
2 7
2 6
2 5
2 4

Graph 53_sub
8 7
22 13 11 19 11 7 17 12 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 54_sub
8 7
22 20 20 14 13 18 25 19 
1 6
1 5
1 4
1 3
1 2
2 8
2 7

Graph 55_sub
8 8
19 15 13 14 16 10 12 12 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 5

Graph 56_sub
8 8
14 9 14 12 13 17 21 18 
1 7
1 6
1 5
1 4
1 3
1 2
2 8
2 3

Graph 34_sub
8 8
10 17 10 13 13 14 24 14 
1 4
1 3
1 2
2 8
2 7
2 6
2 5
2 3

Graph 58_sub
8 10
10 20 18 17 12 18 19 15 
1 7
1 6
1 5
1 4
1 3
1 2
2 6
4 7
5 6
7 8

Graph 59_sub
8 9
13 15 13 15 23 14 10 15 
1 4
1 3
1 2
2 5
2 3
3 5
5 7
5 6
6 8

Graph 67_sub
8 7
20 12 13 11 13 19 16 19 
1 7
1 6
1 5
1 4
1 3
1 2
2 8

Graph 61_sub
8 7
16 20 20 17 11 26 14 17 
1 3
1 2
2 8
2 7
2 6
2 5
2 4

Graph 62_sub
8 11
8 13 18 14 26 10 11 19 
1 4
1 3
1 2
2 5
2 3
2 4
3 5
4 5
5 8
5 7
5 6

Graph 63_sub
8 8
10 19 14 15 16 15 4 16 
1 3
1 2
2 5
2 4
2 3
4 8
4 7
4 6

Graph 64_sub
8 7
19 10 12 16 12 17 22 7 
1 3
1 2
2 8
2 7
2 6
2 5
2 4

Graph 65_sub
8 7
13 13 12 12 15 19 16 18 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 66_sub
8 10
22 16 12 12 10 25 8 12 
1 2
2 5
2 4
2 3
3 6
3 5
3 4
4 5
5 8
5 7

Graph 67_sub
8 10
15 9 16 8 13 17 13 14 
1 4
1 3
1 2
2 5
2 4
2 3
3 4
5 6
6 8
6 7

Graph 68_sub
8 8
12 18 14 11 17 8 19 16 
1 3
1 2
2 3
3 4
4 8
4 7
4 6
4 5

Graph 69_sub
8 8
9 9 18 15 9 19 16 12 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 70_sub
8 8
16 16 12 14 9 15 7 13 
1 3
1 2
2 3
2 4
3 8
3 7
3 6
3 5

Graph 10_sub
8 7
19 18 20 22 13 21 14 11 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 79_sub
8 7
11 27 5 13 20 22 20 20 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 73_sub
8 7
13 13 19 3 14 17 17 8 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 41_sub
8 9
19 13 14 13 10 14 13 12 
1 3
1 2
2 4
2 3
3 4
4 8
4 7
4 6
4 5

Graph 75_sub
8 7
16 9 8 12 23 11 16 20 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 76_sub
8 7
16 11 19 18 16 20 19 21 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 77_sub
8 8
3 24 7 5 22 22 10 18 
1 4
1 3
1 2
2 3
4 8
4 7
4 6
4 5

Graph 78_sub
8 8
16 21 10 13 16 9 8 15 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 79_sub
8 7
14 11 14 5 16 13 17 22 
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 80_sub
8 8
8 17 9 26 7 18 17 20 
1 3
1 2
2 5
2 4
4 5
5 8
5 7
5 6

Graph 81_sub
8 7
15 7 13 16 15 21 18 9 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 82_sub
8 8
14 9 26 10 23 13 16 19 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 5

Graph 83_sub
8 8
24 11 11 15 14 19 18 20 
1 4
1 3
1 2
2 8
2 7
2 6
2 5
2 4

Graph 84_sub
8 7
18 13 22 15 16 18 15 16 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 79_sub
8 7
18 11 4 12 15 23 19 10 
1 5
1 4
1 3
1 2
3 8
3 7
3 6

Graph 86_sub
8 8
13 18 14 19 16 12 15 16 
1 3
1 2
2 4
4 7
4 6
4 5
5 8
5 7

Graph 87_sub
8 7
14 14 21 15 20 10 11 27 
1 2
2 5
2 4
2 3
3 8
3 7
3 6

Graph 88_sub
8 7
3 14 21 6 20 12 18 15 
1 3
1 2
2 8
2 7
2 6
2 5
2 4

Graph 89_sub
8 8
7 8 15 17 14 22 17 13 
1 5
1 4
1 3
1 2
2 6
5 6
6 8
6 7

Graph 90_sub
8 7
13 11 11 12 13 18 12 11 
1 5
1 4
1 3
1 2
2 8
2 7
2 6

Graph 91_sub
8 8
15 13 9 14 12 13 11 11 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 92_sub
8 9
20 22 26 12 15 14 11 16 
1 4
1 3
1 2
2 4
3 4
4 6
4 5
5 7
7 8

Graph 93_sub
8 7
10 19 15 16 18 16 22 15 
1 7
1 6
1 5
1 4
1 3
1 2
2 8

Graph 94_sub
8 7
16 15 13 10 15 20 12 11 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 95_sub
8 7
20 4 19 15 19 18 12 9 
1 4
1 3
1 2
2 8
2 7
2 6
2 5

Graph 69_sub
8 9
8 17 14 19 18 7 15 12 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 3
2 4

Graph 97_sub
8 10
13 18 21 12 13 11 8 11 
1 4
1 3
1 2
2 4
2 3
3 8
3 7
3 6
3 5
3 4

Graph 98_sub
8 12
18 9 18 12 11 10 19 16 
1 7
1 6
1 5
1 4
1 3
1 2
2 3
2 4
2 5
2 6
3 8
3 6

Graph 99_sub
8 7
14 18 16 17 6 16 18 10 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 100_sub
8 7
19 10 24 13 14 15 4 17 
1 2
2 8
2 7
2 6
2 5
2 4
2 3

