2 4

Graph 43_sub
4 3
12 18 12 10 
1 4
1 3
1 2

Graph 97_sub
4 3
15 12 9 18 
1 4
1 3
1 2

Graph 45_sub
4 4
19 15 17 12 
1 3
1 2
2 4
2 3

Graph 46_sub
4 4
7 15 13 3 
1 3
1 2
2 4
2 3

Graph 47_sub
4 3
14 8 12 23 
1 4
1 3
1 2

Graph 28_sub
4 3
20 14 18 18 
1 4
1 3
1 2

Graph 49_sub
4 3
23 19 13 11 
1 4
1 3
1 2

Graph 92_sub
4 3
6 15 10 19 
1 4
1 3
1 2

Graph 51_sub
4 3
18 13 18 10 
1 4
1 3
1 2

Graph 52_sub
4 3
6 8 21 12 
1 4
1 3
1 2

Graph 53_sub
4 3
11 2 16 17 
1 3
1 2
2 4

Graph 54_sub
4 3
20 11 19 12 
1 4
1 3
1 2

Graph 55_sub
4 3
20 5 13 9 
1 4
1 3
1 2

Graph 56_sub
4 3
9 14 7 15 
1 3
1 2
2 4

Graph 57_sub
4 3
16 10 19 12 
1 4
1 3
1 2

Graph 67_sub
4 3
11 9 12 19 
1 3
1 2
2 4

Graph 59_sub
4 3
18 9 13 13 
1 4
1 3
1 2

Graph 60_sub
4 3
17 14 12 11 
1 3
1 2
2 4

Graph 61_sub
4 3
21 21 18 16 
1 4
1 3
1 2

Graph 62_sub
4 3
17 7 14 20 
1 3
1 2
2 4

Graph 63_sub
4 3
20 13 11 7 
1 4
1 3
1 2

Graph 64_sub
4 3
16 19 7 19 
1 3
1 2
2 4

Graph 65_sub
4 3
18 11 14 18 
1 4
1 3
1 2

Graph 28_sub
4 3
10 19 13 21 
1 4
1 3
1 2

Graph 67_sub
4 3
13 15 5 15 
1 4
1 3
1 2

Graph 68_sub
4 3
9 6 16 14 
1 4
1 3
1 2

Graph 69_sub
4 3
11 9 15 6 
1 4
1 3
1 2

Graph 70_sub
4 3
10 16 14 18 
1 4
1 3
1 2

Graph 71_sub
4 3
26 7 11 14 
1 4
1 3
1 2

Graph 72_sub
4 3
10 13 18 4 
1 4
1 3
1 2

Graph 36_sub
4 3
12 8 11 18 
1 3
1 2
2 4

Graph 74_sub
4 3
18 8 16 15 
1 4
1 3
1 2

Graph 75_sub
4 4
24 23 18 15 
1 3
1 2
2 4
2 3

Graph 76_sub
4 3
6 14 16 10 
1 4
1 3
1 2

Graph 77_sub
4 3
23 16 19 18 
1 4
1 3
1 2

Graph 92_sub
4 3
15 15 11 20 
1 4
1 3
1 2

Graph 38_sub
4 4
12 21 12 12 
1 3
1 2
2 3
3 4

Graph 80_sub
4 3
8 13 14 5 
1 4
1 3
1 2

Graph 81_sub
4 3
9 16 18 12 
1 2
2 4
2 3

Graph 82_sub
4 3
8 15 10 7 
1 4
1 3
1 2

Graph 83_sub
4 4
14 9 18 13 
1 3
1 2
2 4
2 3

Graph 84_sub
4 3
26 15 9 26 
1 2
2 4
2 3

Graph 85_sub
4 3
10 14 7 15 
1 4
1 3
1 2

Graph 86_sub
4 3
12 8 20 17 
1 4
1 3
1 2

Graph 87_sub
4 3
6 17 11 5 
1 3
1 2
2 4

Graph 88_sub
4 3
17 18 10 18 
1 4
1 3
1 2

Graph 89_sub
4 3
6 9 13 17 
1 2
2 4
2 3

Graph 90_sub
4 3
17 10 17 22 
1 2
2 3
3 4

Graph 98_sub
4 3
17 17 17 18 
1 3
1 2
2 4

Graph 92_sub
4 3
23 17 16 11 
1 4
1 3
1 2

Graph 93_sub
4 4
19 11 18 18 
1 3
1 2
2 4
2 3

Graph 21_sub
4 4
8 10 15 14 
0 1
1 4
1 3
1 2

Graph 58_sub
4 4
10 16 13 15 
1 3
1 2
2 3
3 4

Graph 96_sub
4 3
13 16 19 8 
1 2
2 4
2 3

Graph 97_sub
4 3
19 15 13 15 
1 4
1 3
1 2

Graph 98_sub
4 3
8 20 6 21 
1 4
1 3
1 2

Graph 99_sub
4 3
21 10 20 17 
1 2
2 3
3 4

Graph 100_sub
4 3
19 20 14 15 
1 2
2 4
2 3

