Graph 1_sub
1 7
1 6
1 5
1 4
1 3
1 2

Graph 30_sub
8 8
12 3 18 14 17 12 19 6 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 5

Graph 14_sub
8 7
17 8 0 11 13 12 16 15 
1 3
1 2
3 8
3 7
3 6
3 5
3 4

Graph 32_sub
8 13
21 18 5 20 15 22 12 13 
1 5
1 4
1 3
1 2
2 6
2 5
2 3
2 4
3 6
4 6
5 6
6 7
7 8

Graph 33_sub
8 7
17 10 14 12 10 13 15 17 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 34_sub
8 7
20 24 16 12 18 10 11 21 
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 35_sub
8 7
17 11 10 9 2 6 14 13 
1 6
1 5
1 4
1 3
1 2
2 7
7 8

Graph 84_sub
8 12
15 21 15 14 9 17 11 19 
1 6
1 5
1 4
1 3
1 2
2 6
2 5
3 6
3 5
4 6
6 8
6 7

Graph 37_sub
8 8
16 15 17 10 24 16 15 17 
1 4
1 3
1 2
2 6
2 5
5 7
6 7
7 8

Graph 38_sub
8 7
17 12 15 18 8 15 23 11 
1 2
2 3
3 6
3 5
3 4
5 8
5 7

Graph 39_sub
8 7
6 15 0 17 7 9 12 16 
1 6
1 5
1 4
1 3
1 2
2 7
3 8

Graph 40_sub
8 8
12 14 11 14 19 23 8 11 
1 3
1 2
2 4
2 3
3 5
5 8
5 7
5 6

Graph 31_sub
8 7
9 15 2 10 4 13 17 18 
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 42_sub
8 7
15 10 19 11 17 13 16 17 
1 3
1 2
2 4
3 5
5 6
6 7
7 8

Graph 43_sub
8 7
12 17 13 15 14 16 16 18 
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 44_sub
8 9
12 12 12 19 14 7 12 14 
1 3
1 2
2 5
2 4
3 5
3 4
5 8
5 7
5 6

Graph 32_sub
8 13
18 19 12 9 21 13 8 16 
1 5
1 4
1 3
1 2
2 5
2 3
2 6
2 4
3 5
3 4
5 8
5 7
5 6

Graph 84_sub
8 7
12 24 17 22 15 20 7 17 
1 3
1 2
3 5
3 4
5 8
5 7
5 6

Graph 11_sub
8 7
16 18 11 15 12 20 11 18 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 48_sub
8 10
11 13 19 16 19 15 14 16 
1 5
1 4
1 3
1 2
2 5
2 3
4 5
5 8
5 7
5 6

Graph 49_sub
8 10
14 12 17 14 11 13 18 14 
1 4
1 3
1 2
2 3
2 4
3 7
3 6
3 5
3 4
5 8

Graph 50_sub
8 11
10 18 26 21 22 18 13 24 
1 5
1 4
1 3
1 2
2 5
2 4
2 3
3 5
5 8
5 7
5 6

Graph 77_sub
8 7
19 11 2 20 7 25 13 14 
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 94_sub
8 11
10 16 22 23 25 10 14 23 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 3
2 5
2 4

Graph 53_sub
8 10
5 14 11 16 19 15 12 23 
1 3
1 2
2 7
2 6
2 5
2 4
2 3
3 4
4 8
4 7

Graph 54_sub
8 10
19 12 12 11 18 14 15 18 
1 6
1 2
2 5
2 4
2 3
3 6
3 5
4 8
4 7
5 6

Graph 15_sub
8 8
13 19 19 13 11 17 27 13 
1 3
1 2
2 5
2 4
2 3
4 8
4 7
4 6

Graph 56_sub
8 7
19 16 19 11 19 3 19 17 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 74_sub
8 7
28 13 19 13 6 11 13 14 
1 6
1 5
1 4
1 3
1 2
2 8
2 7

Graph 58_sub
8 7
12 9 22 14 12 4 16 13 
1 2
2 4
2 3
3 5
5 8
5 7
5 6

Graph 59_sub
8 7
18 11 8 14 10 17 17 6 
1 2
2 3
3 8
3 7
3 6
3 5
3 4

Graph 60_sub
8 9
11 20 15 16 16 15 19 11 
1 4
1 3
1 2
2 4
3 4
4 6
4 5
5 8
5 7

Graph 61_sub
8 8
9 18 9 17 10 13 11 13 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 4

Graph 30_sub
8 9
2 16 17 9 18 23 3 14 
1 5
1 4
1 3
1 2
2 6
2 5
4 5
5 8
5 7

Graph 63_sub
8 9
17 13 9 17 13 15 12 10 
1 4
1 3
1 2
2 6
2 5
2 3
2 4
5 8
5 7

Graph 64_sub
8 7
19 22 10 8 18 11 9 21 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 65_sub
8 9
13 23 17 18 18 22 13 16 
1 3
1 2
2 6
2 5
2 4
4 8
4 7
4 5
4 6

Graph 66_sub
8 14
21 20 18 10 17 17 14 19 
1 4
1 3
1 2
2 3
2 6
2 5
3 4
4 8
4 5
4 6
4 7
5 7
5 6
6 7

Graph 67_sub
8 7
16 17 13 11 19 16 23 19 
1 4
1 3
1 2
2 6
2 5
5 8
5 7

Graph 68_sub
8 7
16 10 6 18 21 14 16 17 
1 2
2 5
2 4
2 3
4 8
4 7
4 6

Graph 69_sub
8 7
6 12 18 9 14 19 16 10 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 70_sub
8 8
13 12 15 9 11 18 11 13 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 71_sub
8 13
13 23 13 14 20 3 18 10 
1 3
1 2
2 7
2 6
2 5
2 4
2 3
3 5
4 6
5 8
5 7
5 6
6 7

Graph 37_sub
8 11
15 15 15 17 19 24 15 16 
1 7
1 6
1 5
1 4
1 3
1 2
2 5
2 4
4 5
6 7
7 8

Graph 73_sub
8 9
23 16 9 15 15 11 23 19 
1 3
1 2
2 5
2 4
3 4
4 8
4 7
4 6
4 5

Graph 74_sub
8 7
12 14 13 12 16 12 13 11 
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 75_sub
8 8
14 19 17 13 17 19 12 12 
1 4
1 3
1 2
2 4
3 8
3 7
3 6
3 5

Graph 76_sub
8 8
7 18 11 16 4 7 13 25 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 77_sub
8 11
6 15 16 6 12 22 7 13 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 4
2 6
2 5
2 3

Graph 78_sub
8 10
18 12 11 12 11 14 12 18 
1 3
1 2
2 6
2 5
2 4
2 3
3 7
3 6
3 4
7 8

Graph 79_sub
8 8
15 14 16 7 21 10 18 18 
1 6
1 5
1 4
1 3
1 2
2 7
3 8
3 6

Graph 80_sub
8 7
22 21 5 16 8 18 16 21 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 81_sub
8 9
16 18 20 18 22 17 14 13 
1 6
1 5
1 4
1 3
1 2
2 3
3 8
3 7
3 6

Graph 82_sub
8 10
11 19 20 19 15 10 11 17 
1 2
2 6
2 5
2 4
2 3
3 7
3 6
5 6
6 8
6 7

Graph 83_sub
8 9
21 11 0 9 19 17 10 9 
1 5
1 4
1 3
1 2
2 7
2 6
2 5
2 4
5 8

Graph 80_sub
8 8
25 13 21 15 17 14 23 8 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 3

Graph 85_sub
8 9
7 13 20 9 17 17 18 5 
1 6
1 5
1 4
1 3
1 2
2 8
2 7
2 4
2 5

Graph 86_sub
8 8
10 19 1 14 18 15 13 9 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 3

Graph 87_sub
8 7
10 9 14 10 16 14 9 11 
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 18_sub
8 10
13 14 22 18 14 13 8 18 
1 3
1 2
2 5
2 4
3 8
3 7
3 5
3 4
4 5
5 6

Graph 89_sub
8 12
13 14 27 11 26 10 4 13 
1 6
1 5
1 4
1 3
1 2
2 3
2 6
3 4
3 5
4 8
4 7
4 5

Graph 11_sub
8 7
15 10 14 15 26 11 12 18 
1 2
2 4
2 3
3 6
3 5
5 7
7 8

Graph 91_sub
8 7
5 12 12 8 19 20 16 15 
1 8
1 7
1 6
1 5
1 4
1 3
1 2

Graph 92_sub
8 9
8 12 25 14 14 14 22 6 
1 5
1 4
1 3
1 2
2 6
2 4
4 6
6 8
6 7

Graph 93_sub
8 8
15 12 18 22 20 16 2 20 
1 5
1 4
1 3
1 2
2 8
2 7
2 6
2 4

Graph 94_sub
8 8
10 11 23 18 14 24 14 6 
1 4
1 3
1 2
2 3
3 8
3 7
3 6
3 5

Graph 95_sub
8 8
10 19 3 15 16 14 19 22 
1 3
1 2
2 5
2 4
2 3
4 6
6 8
6 7

Graph 96_sub
8 8
14 20 17 14 12 15 20 6 
1 3
1 2
2 8
2 7
2 6
2 5
2 4
2 3

Graph 97_sub
8 10
15 14 6 22 18 7 15 8 
1 4
1 3
1 2
2 6
2 5
2 4
2 3
3 4
5 7
7 8

Graph 6_sub
8 8
18 19 7 9 11 8 14 9 
1 4
1 3
1 2
2 8
2 7
2 6
2 5
2 3

Graph 99_sub
8 10
7 15 5 19 18 6 2 11 
1 5
1 4
1 3
1 2
2 4
3 6
3 4
4 6
6 8
6 7

Graph 35_sub
8 7
20 3 12 20 13 20 14 14 
1 3
1 2
2 8
2 7
2 6
2 5
2 4

