20 57
20 59
20 61
20 63
20 66
20 68
20 72
20 76
20 77
20 80
20 81
20 96
20 98
20 101
20 109
20 113
20 114
21 27
21 46
21 51
22 28
22 32
22 37
22 92
23 30
23 31
23 44
23 51
23 61
24 28
24 44
24 46
24 51
24 52
24 58
24 60
24 66
24 78
25 40
25 59
25 63
25 64
25 88
25 107
26 29
26 85
26 91
26 95
26 115
26 116
26 117
27 51
27 66
28 37
28 44
28 92
29 71
29 95
30 31
30 34
30 44
30 61
31 44
31 61
32 33
32 43
32 55
32 108
34 38
34 44
34 46
34 57
34 59
34 68
35 45
35 48
35 54
35 82
35 102
35 103
36 79
37 61
37 89
37 92
38 39
38 57
38 59
38 68
38 69
38 72
38 77
38 80
38 90
38 104
39 68
39 69
40 41
40 59
40 74
40 79
40 83
41 46
41 62
41 63
41 100
42 50
42 61
42 98
43 51
43 97
44 46
44 48
44 51
44 53
44 61
44 66
44 76
44 89
45 54
45 82
46 48
46 50
46 51
46 53
46 56
46 61
46 63
46 66
46 76
46 84
46 89
46 98
47 85
47 110
47 112
48 50
48 51
48 53
48 61
48 66
48 76
48 89
48 98
49 56
49 73
49 93
49 99
50 53
50 60
50 66
50 76
50 84
50 98
51 61
51 66
51 89
51 97
53 66
53 76
53 98
54 82
54 102
54 103
55 58
55 108
56 73
57 59
57 68
58 60
58 78
59 68
59 74
59 83
59 86
60 78
60 84
60 98
61 66
61 89
62 63
62 100
63 100
66 67
66 76
66 78
66 89
66 98
67 76
68 69
68 72
68 77
68 80
68 90
68 104
68 113
68 114
69 104
70 71
70 75
71 75
72 77
72 80
73 84
74 79
74 83
76 98
77 80
77 90
77 101
79 83
81 96
81 109
83 86
85 91
85 110
85 111
85 112
87 94
91 95
91 115
93 99
95 115
96 109
102 103
105 106
110 112
111 112
113 114

Graph 3
116 201
17 11 20 11 11 16 9 13 22 17 22 16 18 13 12 7 20 20 8 22 11 17 11 18 15 12 7 14 13 14 22 12 13 12 18 17 14 24 11 12 19 15 18 19 20 19 15 11 21 25 7 18 22 19 17 13 21 8 11 15 12 21 15 23 13 11 20 14 15 14 11 11 12 14 2 14 13 12 15 18 12 19 21 13 10 19 12 12 13 5 15 21 16 10 6 9 16 18 9 16 20 18 13 14 18 19 18 8 8 16 21 11 18 13 22 15 
1 7
1 22
1 23
2 7
2 8
2 92
2 99
3 47
3 57
3 74
4 26
4 34
5 28
6 9
6 35
6 51
6 52
6 67
6 81
6 108
7 10
7 19
7 39
7 44
7 61
7 92
8 22
8 104
9 12
9 13
9 89
9 101
10 27
11 12
11 14
11 85
13 23
13 54
13 55
13 62
13 67
13 74
13 87
13 89
13 101
13 102
13 106
15 17
15 88
15 104
16 21
16 60
17 20
17 21
17 24
17 32
17 69
17 84
18 28
18 79
19 44
19 57
19 63
19 75
20 30
20 32
20 74
20 80
20 103
21 40
21 65
22 23
22 46
22 84
23 37
23 46
23 62
23 84
24 30
24 91
25 39
25 82
25 86
25 93
26 47
27 39
27 49
27 64
28 34
28 40
28 43
28 47
28 59
28 63
29 34
29 79
29 96
29 97
30 91
30 116
31 51
32 48
32 72
33 83
33 112
34 40
34 43
34 79
34 96
34 97
36 38
36 44
36 50
36 77
36 78
38 50
38 77
39 41
39 46
39 56
39 82
39 86
39 93
40 43
40 107
41 46
41 82
42 100
42 108
44 57
44 63
44 75
44 77
44 78
45 67
46 56
47 57
47 59
47 74
47 96
47 114
48 72
50 76
50 77
51 52
51 81
52 53
52 73
52 81
52 83
52 108
53 83
53 115
54 55
54 67
55 67
55 74
55 87
57 74
58 61
59 73
59 81
59 96
63 75
65 66
65 71
65 88
67 74
67 81
67 87
68 73
68 110
70 96
71 88
71 94
72 87
73 81
73 110
74 87
80 103
81 106
82 86
82 93
83 95
83 98
83 111
86 93
88 92
88 104
89 90
89 101
89 105
89 113
90 105
95 98
95 111
96 97
98 111
100 108
101 109
101 112

Graph 4
116 255
15 15 18 13 17 22 13 13 22 18 23 18 25 21 19 21 22 17 24 10 16 15 17 17 15 16 23 21 18 2 6 5 19 20 13 4 18 18 8 21 18 5 13 23 14 17 21 8 15 7 18 13 18 13 11 5 12 8 11 26 9 9 14 13 7 11 16 22 23 9 24 11 10 14 6 20 15 24 11 8 10 8 4 17 13 19 9 13 17 21 9 19 12 13 11 19 21 12 13 26 23 22 3 14 20 10 14 14 14 18 12 3 16 6 13 5 
1 2
1 7
1 10
1 20
1 21
1 25
1 61
1 63
1 64
1 65
1 67
1 101
2 4
2 5
2 17
2 18
2 33
2 42
2 43
3 36
3 55
3 62
3 86
4 17
4 18
5 7
5 15
5 42
5 69
5 82
5 98
5 100
5 109
6 8
6 16
6 44
7 19
7 37
7 38
7 42
7 47
7 48
7 69
7 71
7 77
7 78
7 79
7 93
7 98
7 110
8 13
8 26
8 29
8 30
8 34
8 54
8 72
8 105
9 22
9 61
9 85
9 95
9 96
9 115
10 13
10 25
10 30
10 61
10 63
10 101
11 83
11 85
12 50
12 52
12 59
12 63
12 92
12 104
12 107
12 112
13 29
13 46
13 49
13 87
13 99
14 19
14 28
14 32
14 49
14 70
15 42
15 82
16 44
17 18
18 43
19 22
19 23
19 24
19 31
19 41
19 47
19 48
19 66
19 68
19 75
19 76
19 108
20 21
20 25
20 67
21 25
21 67
22 23
22 24
22 47
22 48
22 66
22 68
22 75
22 108
23 31
23 47
23 48
23 75
23 76
24 47
24 48
24 66
24 108
25 61
25 63
25 67
25 101
26 51
26 54
26 74
27 30
27 55
27 106
28 45
28 67
29 34
29 46
29 49
29 54
29 87
30 35
30 57
30 58
30 73
30 88
30 89
31 48
32 39
32 90
32 91
32 113
34 54
34 72
34 105
35 57
35 73
36 55
36 62
36 86
37 40
37 97
38 77
38 78
38 79
39 60
39 90
39 91
39 113
40 97
41 48
41 68
42 82
42 98
42 100
45 80
46 49
46 87
47 48
47 75
47 76
47 108
48 66
48 68
48 75
48 76
48 108
49 53
49 56
49 70
49 81
49 94
49 99
49 116
50 52
51 74
52 92
53 81
53 94
54 72
54 105
55 62
55 86
56 116
57 73
58 61
58 88
58 89
59 104
59 112
60 90
60 91
60 113
61 63
61 101
62 86
63 101
64 65
66 68
69 71
69 93
69 102
69 103
69 109
69 110
69 111
71 93
71 110
72 105
75 76
77 78
77 79
78 79
83 84
83 85
83 114
84 114
88 89
90 91
90 113
91 113
93 110
95 96
95 115
96 115
102 103
102 111
103 111
104 112
107 112

Graph 5
116 251
22 10 12 15 19 12 17 11 17 22 18 12 18 26 10 18 21 16 13 14 17 17 19 9 18 2 17 14 14 12 10 16 12 18 17 16 13 15 4 19 15 14 22 13 6 7 5 12 14 14 16 18 11 18 16 14 17 13 16 4 10 9 20 25 10 12 24 18 14 17 23 10 17 8 13 14 13 10 10 13 15 23 15 11 18 20 20 7 15 9 11 28 14 18 11 17 7 12 16 19 14 18 10 19 12 16 18 14 10 17 16 15 15 10 17 12 
1 11
1 46
1 79
2 11
2 14
2 25
2 37
2 89
2 91
2 93
2 94
3 54
3 55
3 59
4 13
4 18
4 21
4 23
4 51
4 62
4 73
4 102
5 19
5 20
5 35
6 10
6 21
6 50
6 59
6 69
6 70
7 13
7 14
7 39
7 47
8 10
8 17
8 42
8 49
8 59
8 60
8 66
8 81
9 34
9 62
10 11
10 21
10 28
10 29
10 31
10 37
10 52
10 54
10 59
10 61
10 71
10 97
11 29
11 31
11 37
11 49
11 52
11 59
12 48
12 51
12 57
12 58
12 68
12 76
12 102
12 109
13 51
13 62
14 25
15 17
15 40
15 81
15 86
16 38
17 78
17 81
17 86
18 33
18 111
18 112
19 20
19 68
20 115
21 59
21 61
21 62
21 63
21 71
22 23
22 27
23 49
23 64
23 66
23 73
24 37
24 61
24 99
24 113
24 114
25 36
25 42
25 65
26 78
26 83
26 101
28 40
29 31
29 37
29 52
30 72
30 77
30 105
31 37
31 49
31 52
31 59
31 61
32 53
32 56
32 65
32 74
32 90
33 111
33 112
34 62
37 52
37 61
37 80
37 85
37 88
38 62
40 81
41 80
41 96
41 98
41 100
41 103
41 104
41 106
41 107
41 108
42 62
42 65
42 90
43 44
43 45
44 45
45 62
46 79
48 51
48 57
48 58
48 68
48 76
49 60
50 69
50 70
51 57
51 58
51 75
51 76
53 74
54 55
54 59
55 56
57 58
57 68
57 76
58 68
58 76
58 102
58 109
59 63
59 97
61 71
62 63
64 65
64 73
64 87
64 92
64 95
65 90
66 67
66 84
67 82
67 84
69 70
72 77
72 110
74 90
74 96
74 105
75 116
76 102
76 109
77 105
78 83
78 101
80 85
80 88
81 86
83 101
85 88
87 92
87 95
89 91
89 93
89 94
91 93
91 94
92 95
93 94
96 98
96 100
96 103
96 104
96 105
96 106
96 107
96 108
98 100
98 103
98 104
98 106
98 107
98 108
99 113
99 114
100 103
100 104
100 106
100 107
100 108
102 109
103 104
103 106
103 107
103 108
104 106
104 107
104 108
106 107
106 108
107 108
111 112
113 114

Graph 6
116 403
16 10 8 17 12 9 15 17 13 13 21 14 14 17 15 11 5 8 12 10 11 11 13 12 15 17 15 15 6 19 10 5 17 8 23 16 19 9 16 20 25 15 20 18 9 12 15 10 17 16 13 14 16 22 13 9 21 13 20 17 18 16 11 12 11 10 17 19 16 12 14 16 19 17 17 14 10 15 19 18 16 14 21 8 17 11 20 10 15 17 15 17 12 9 9 20 19 7 18 12 17 12 21 18 18 19 12 4 7 13 19 6 10 7 14 16 
1 11
1 20
1 26
1 41
1 68
2 11
2 12
2 14
2 74
2 78
2 79
3 19
4 23
4 27
4 56
4 57
5 10
5 27
6 7
6 11
6 12
6 18
6 20
6 22
6 41
6 46
6 47
6 50
6 53
6 54
6 63
6 64
6 65
6 68
6 78
6 84
6 92
6 94
6 97
6 108
7 11
7 12
7 18
7 20
7 22
7 41
7 46
7 47
7 50
7 63
7 64
7 68
7 78
7 84
7 92
7 94
7 97
7 106
8 13
8 33
8 76
8 111
8 112
9 32
11 12
11 13
11 15
11 18
11 20
11 21
11 22
11 24
11 26
11 27
11 36
11 41
11 46
11 47
11 50
11 53
11 63
11 64
11 65
11 68
11 74
11 78
11 79
11 82
11 84
11 92
11 94
11 97
11 104
11 105
11 115
12 15
12 18
12 20
12 21
12 22
12 24
12 27
12 30
12 36
12 41
12 46
12 47
12 50
12 53
12 63
12 64
12 65
12 68
12 74
12 78
12 79
12 82
12 84
12 92
12 94
12 97
12 104
12 105
12 115
13 25
13 28
13 32
13 59
13 72
13 114
14 78
15 82
16 25
17 78
17 87
17 90
18 20
18 21
18 22
18 36
18 41
18 46
18 47
18 48
18 50
18 60
18 63
18 64
18 65
18 68
18 78
18 84
18 92
18 94
18 97
18 105
19 25
20 21
20 22
20 41
20 46
20 47
20 50
20 61
20 63
20 64
20 65
20 68
20 73
20 78
20 84
20 91
20 92
20 94
20 97
20 105
21 22
21 43
21 46
21 58
21 63
21 65
21 68
21 105
22 41
22 46
22 47
22 50
22 51
22 63
22 64
22 65
22 68
22 75
22 78
22 84
22 92
22 94
22 97
22 98
22 105
23 27
23 74
23 78
23 79
23 85
23 86
25 62
26 41
26 107
27 74
27 78
27 79
27 86
28 59
29 36
29 37
29 50
30 46
31 43
31 104
32 42
32 71
33 34
33 39
33 40
33 41
33 55
33 76
34 39
34 40
34 41
34 74
34 78
34 79
34 90
35 46
35 68
36 37
36 105
38 96
39 40
39 41
39 74
39 78
39 79
39 90
39 97
40 41
40 78
40 79
40 90
41 46
41 47
41 50
41 63
41 64
41 68
41 74
41 78
41 79
41 84
41 90
41 92
41 94
41 97
43 54
43 104
43 105
44 45
44 97
44 98
46 47
46 50
46 53
46 63
46 64
46 65
46 68
46 78
46 84
46 92
46 94
46 97
46 104
46 105
46 115
47 50
47 63
47 64
47 68
47 69
47 78
47 84
47 92
47 94
47 97
48 60
49 95
49 99
49 100
49 101
50 63
50 64
50 68
50 78
50 84
50 92
50 94
50 97
52 69
53 54
53 108
54 105
55 67
55 80
55 102
55 103
56 57
61 63
61 66
61 89
61 91
61 95
61 110
63 64
63 65
63 68
63 75
63 78
63 84
63 92
63 94
63 97
63 105
63 110
63 113
64 68
64 78
64 84
64 92
64 94
64 97
65 68
65 88
65 97
65 98
65 105
66 81
66 89
66 95
67 80
68 78
68 84
68 92
68 94
68 97
68 105
70 71
70 85
71 85
72 114
74 78
74 79
74 90
75 83
75 93
75 116
76 77
77 111
78 79
78 84
78 87
78 90
78 92
78 94
78 96
78 97
79 90
83 93
83 116
84 92
84 94
84 97
87 90
89 95
89 110
90 97
92 94
92 97
94 97
94 106
95 99
95 100
95 101
97 98
98 109
99 100
99 101
100 101
102 103
104 105
111 112

Graph 7
115 383
11 7 17 14 21 15 10 23 13 13 16 16 19 9 16 13 14 11 11 8 6 11 20 19 14 16 18 14 19 9 21 11 17 22 14 12 19 15 5 23 11 24 13 2 20 15 16 17 20 19 8 18 22 16 10 15 8 17 19 18 18 14 10 15 13 17 13 19 21 13 14 10 20 6 15 7 14 18 12 24 9 8 16 14 14 17 8 14 13 18 17 19 17 19 12 17 18 14 11 16 7 13 11 14 16 7 10 9 13 20 14 15 16 20 14 
1 19
1 52
2 3
2 15
2 50
2 59
2 76
3 50
3 59
3 76
4 23
4 25
4 36
4 37
4 40
4 41
4 51
4 54
4 55
4 62
4 63
4 67
4 68
4 69
4 70
4 71
4 72
4 73
5 14
5 60
5 114
5 115
6 34
6 39
6 58
6 78
7 13
7 14
7 18
7 22
7 24
7 27
7 46
7 56
7 57
7 74
7 79
7 80
7 88
7 89
8 18
8 27
8 31
8 32
8 46
8 61
9 10
9 35
9 42
9 44
9 64
10 15
10 20
10 29
10 35
10 42
10 44
10 64
11 47
11 52
11 81
11 93
11 101
11 102
11 103
11 104
11 105
11 106
12 16
12 20
12 37
12 45
12 66
13 57
13 79
13 88
13 89
14 17
14 18
14 21
14 60
14 65
14 113
15 38
15 42
15 44
15 64
15 87
15 90
16 45
16 66
17 21
17 85
17 86
18 24
18 32
18 107
18 112
19 52
19 55
20 49
20 92
20 109
21 84
21 110
22 30
23 25
23 36
23 37
23 40
23 41
23 51
23 54
23 55
23 62
23 63
23 67
23 68
23 69
23 70
23 71
23 72
23 73
24 25
24 33
24 75
25 36
25 37
25 40
25 41
25 51
25 54
25 55
25 62
25 63
25 67
25 68
25 69
25 70
25 71
25 72
25 73
26 31
26 99
26 100
27 46
27 56
27 61
27 74
27 80
28 34
28 39
28 45
28 66
28 111
29 53
29 82
31 99
31 100
32 43
32 94
32 95
32 96
32 107
33 75
34 39
34 48
34 58
34 78
34 111
35 42
35 44
35 64
36 37
36 40
36 41
36 51
36 54
36 55
36 62
36 63
36 67
36 68
36 69
36 70
36 71
36 72
36 73
37 40
37 41
37 45
37 51
37 54
37 55
37 62
37 63
37 67
37 68
37 69
37 70
37 71
37 72
37 73
38 77
38 91
39 58
39 78
40 41
40 51
40 54
40 55
40 62
40 63
40 67
40 68
40 69
40 70
40 71
40 72
40 73
41 51
41 54
41 55
41 62
41 63
41 67
41 68
41 69
41 70
41 71
41 72
41 73
42 44
42 64
43 94
43 96
44 64
45 66
46 56
46 74
46 80
47 81
47 93
47 101
47 102
47 103
47 104
47 105
47 106
48 83
48 108
49 92
49 109
50 59
50 76
50 97
50 98
51 54
51 55
51 62
51 63
51 67
51 68
51 69
51 70
51 71
51 72
51 73
53 82
54 55
54 62
54 63
54 67
54 68
54 69
54 70
54 71
54 72
54 73
55 62
55 63
55 67
55 68
55 69
55 70
55 71
55 72
55 73
56 74
56 80
57 79
57 88
57 89
58 78
59 76
62 63
62 67
62 68
62 69
62 70
62 71
62 72
62 73
63 67
63 68
63 69
63 70
63 71
63 72
63 73
67 68
67 69
67 70
67 71
67 72
67 73
68 69
68 70
68 71
68 72
68 73
69 70
69 71
69 72
69 73
70 71
70 72
70 73
71 72
71 73
72 73
74 80
77 91
79 88
79 89
81 93
81 101
81 102
81 103
81 104
81 105
81 106
83 108
84 110
85 86
87 90
88 89
92 109
93 101
93 102
93 103
93 104
93 105
93 106
94 96
97 98
99 100
101 102
101 103
101 104
101 105
101 106
102 103
102 104
102 105
102 106
103 104
103 105
103 106
104 105
104 106
105 106
114 115

Graph 8
115 243
9 7 7 22 19 16 14 10 12 14 9 9 13 9 14 19 15 11 9 16 15 20 8 17 19 13 4 19 22 20 13 16 12 9 18 15 15 16 13 18 21 20 25 24 15 10 17 16 15 9 14 13 7 20 11 20 18 21 21 20 12 18 19 5 6 18 13 14 20 23 15 12 15 13 14 16 15 16 6 7 18 23 21 18 14 23 10 9 17 10 17 20 14 20 25 12 17 14 20 13 23 15 11 10 18 15 20 19 8 9 14 7 16 7 19 
1 2
1 12
1 35
1 36
1 48
1 49
1 51
1 70
1 83
2 3
2 11
2 13
2 19
2 22
2 23
2 26
2 28
2 32
2 35
2 39
2 41
2 44
2 46
2 47
2 48
2 49
2 51
2 52
2 54
2 58
2 59
2 63
2 64
2 94
2 95
3 5
3 32
3 33
3 45
4 29
4 79
4 86
4 90
5 33
5 45
5 77
6 18
6 27
6 91
6 101
7 12
7 69
7 81
8 11
8 19
8 44
8 46
8 54
8 58
8 59
8 63
8 95
9 32
9 34
9 74
9 106
10 12
10 50
10 53
10 65
11 13
11 41
11 54
11 95
12 37
12 69
12 70
12 81
12 92
12 100
12 109
13 15
13 47
13 54
14 21
14 72
14 89
15 22
15 27
15 30
15 38
15 41
15 55
15 68
15 78
15 79
15 84
15 85
15 102
15 114
16 17
16 40
16 43
16 60
16 73
17 20
17 35
17 61
18 25
18 41
18 42
18 48
18 51
18 91
18 101
19 52
19 95
20 35
20 61
21 42
21 72
21 89
22 44
22 51
22 55
22 78
22 85
23 24
23 67
23 82
23 110
24 67
25 41
25 42
25 71
26 39
26 62
26 105
26 111
26 112
27 75
27 98
27 99
27 113
28 80
29 86
30 78
30 102
31 32
31 88
31 108
32 34
32 74
32 76
32 106
33 45
34 74
34 106
35 48
35 49
35 61
36 48
36 49
36 83
37 94
37 107
39 46
39 105
39 111
39 112
40 60
41 42
41 48
41 51
41 57
41 87
41 94
41 95
41 103
41 115
42 66
42 93
42 104
43 73
44 52
44 58
44 59
44 63
44 64
44 95
46 52
46 54
46 56
46 59
46 96
46 97
48 49
48 51
48 83
49 83
50 53
50 65
51 64
52 58
52 95
52 96
52 97
53 65
54 64
55 78
55 85
56 96
56 97
58 63
58 95
66 93
67 82
69 70
69 81
72 89
74 76
74 106
75 98
75 113
78 84
78 85
78 102
79 86
79 90
82 110
84 114
86 90
91 101
92 100
92 109
94 107
96 97
98 99
98 113
100 109
105 111
105 112
111 112

Graph 9
115 228
17 21 19 22 11 18 16 3 23 16 20 7 11 10 4 19 18 19 5 16 11 10 19 17 6 12 13 18 18 9 19 19 14 13 11 14 18 14 23 17 10 10 8 10 15 10 24 15 21 10 19 16 8 12 17 15 7 14 15 6 21 20 14 11 17 13 16 16 15 13 16 2 14 14 19 11 11 19 17 17 19 16 17 12 13 19 15 13 21 18 18 20 7 11 18 18 22 13 9 13 16 9 16 16 12 13 18 17 9 14 19 2 10 13 11 
1 33
1 34
1 35
1 69
1 79
1 95
2 10
2 40
2 91
3 9
3 34
3 75
3 82
4 17
5 13
5 17
5 31
5 42
5 49
5 60
5 112
6 7
6 12
6 16
6 23
6 29
6 30
6 31
6 34
6 37
6 38
6 48
6 51
6 56
6 58
6 61
6 65
6 67
6 68
6 80
6 98
6 100
7 48
8 10
8 16
8 31
8 40
8 62
8 64
9 14
9 18
9 19
9 24
9 26
9 32
9 34
9 39
9 57
9 70
9 76
9 77
9 82
9 88
9 94
10 20
10 40
10 91
11 21
11 50
11 88
12 37
12 52
13 27
13 66
14 18
14 19
14 59
14 70
15 62
15 93
15 97
15 114
16 31
16 63
16 68
16 74
16 83
16 84
16 85
16 109
16 110
17 54
17 60
17 87
17 99
17 101
17 112
18 24
18 39
18 57
18 59
18 94
19 24
19 59
19 73
20 78
20 81
21 50
22 28
22 41
22 43
23 29
23 56
23 80
24 32
24 70
24 73
24 88
25 53
25 81
26 32
27 66
28 29
28 41
29 56
29 80
31 34
31 42
31 44
31 46
31 49
31 87
31 102
31 107
31 111
32 88
33 34
33 35
33 79
34 35
34 36
34 45
34 69
34 71
34 72
34 75
34 79
34 82
34 95
34 96
34 109
34 115
35 79
36 45
36 71
36 72
36 82
36 109
38 51
38 67
38 68
39 57
39 94
40 62
40 64
40 91
42 47
42 55
42 90
42 103
42 104
42 105
43 108
45 71
45 72
45 82
45 109
47 90
47 92
49 102
53 81
54 99
54 101
56 80
56 86
56 106
57 94
58 65
58 89
58 113
59 70
61 98
61 100
62 64
62 93
62 97
62 114
63 68
65 89
65 113
69 71
69 72
69 95
71 72
71 82
71 95
71 109
71 115
72 82
72 95
72 109
75 96
76 77
82 109
84 85
86 106
87 102
89 113
93 97
93 114
97 114
98 100
99 101
103 104
103 105
104 105
107 111
109 115

Graph 10
114 207
10 14 17 22 29 3 2 8 13 9 11 24 9 22 13 14 13 15 14 19 10 19 9 10 11 18 18 19 14 16 20 15 13 3 12 19 6 14 12 15 12 15 13 8 13 10 12 27 11 21 9 15 13 12 13 14 9 11 9 10 20 4 16 13 21 3 11 23 13 18 14 24 21 10 10 5 1 9 15 12 15 17 17 18 6 17 16 19 21 12 17 19 10 20 23 21 18 6 14 18 2 12 24 21 19 15 19 22 20 13 18 14 20 15 
1 7
1 66
2 40
3 49
3 76
4 11
5 70
6 11
6 36
6 52
6 66
7 66
7 108
8 17
8 18
8 45
8 69
9 35
9 41
9 58
10 37
10 79
11 36
11 52
11 66
12 14
12 17
12 30
12 87
12 89
12 95
13 21
13 51
13 52
13 61
13 97
14 30
14 87
14 89
14 95
14 98
15 25
15 99
16 29
16 53
16 73
16 106
17 46
17 60
18 45
18 69
19 45
19 47
20 38
20 43
20 63
20 64
20 81
20 86
20 93
20 104
21 51
21 97
22 26
22 27
22 62
23 28
23 65
23 91
23 112
24 43
24 83
24 88
25 56
25 78
26 27
26 48
26 57
26 66
26 100
27 48
27 49
27 57
27 66
27 100
28 112
29 53
29 106
30 87
30 89
30 95
30 98
31 47
31 61
31 67
31 68
31 70
31 81
31 82
31 85
32 56
32 110
33 61
33 74
34 73
35 39
35 41
36 48
36 52
36 66
37 66
37 84
37 101
37 107
38 43
38 63
38 81
38 86
38 93
39 53
39 114
40 61
41 58
42 43
43 83
44 66
44 82
45 50
45 69
45 111
45 112
46 60
47 55
47 61
47 81
47 82
47 85
48 57
48 66
48 100
48 107
49 73
50 61
50 64
50 77
50 94
50 104
51 97
52 61
52 64
52 66
52 68
53 103
53 106
54 82
56 66
56 80
56 110
57 66
57 100
59 71
59 73
59 85
59 90
61 64
61 81
61 82
61 85
61 111
63 86
64 77
64 96
64 111
65 91
66 82
66 84
66 100
66 107
67 70
68 92
71 85
71 109
72 75
72 82
73 85
73 101
77 94
81 82
81 85
81 86
81 93
81 104
82 85
83 88
84 102
84 107
85 90
86 104
87 89
87 95
87 98
89 95
89 98
95 98
98 105
102 107
103 113

Graph 11
114 250
