1 2
2 4

Graph 43_sub
4 3
6 17 21 18 
1 4
1 3
1 2

Graph 44_sub
4 4
7 16 11 10 
1 3
1 2
2 4
2 3

Graph 45_sub
4 3
25 14 13 16 
1 4
1 3
1 2

Graph 46_sub
4 3
11 10 8 21 
1 4
1 3
1 2

Graph 47_sub
4 3
3 14 15 9 
1 2
2 4
2 3

Graph 48_sub
4 3
17 22 16 13 
1 4
1 3
1 2

Graph 49_sub
4 4
13 4 9 16 
1 3
1 2
2 4
2 3

Graph 50_sub
4 3
23 19 15 10 
1 4
1 3
1 2

Graph 51_sub
4 3
19 17 21 15 
1 4
1 3
1 2

Graph 52_sub
4 3
16 21 12 19 
1 4
1 3
1 2

Graph 53_sub
4 3
15 17 20 16 
1 4
1 3
1 2

Graph 54_sub
4 3
23 21 17 13 
1 4
1 3
1 2

Graph 55_sub
4 3
14 16 14 6 
1 4
1 3
1 2

Graph 56_sub
4 4
25 3 18 16 
1 3
1 2
2 4
2 3

Graph 57_sub
4 3
17 12 17 20 
1 2
2 3
3 4

Graph 58_sub
4 3
19 12 19 18 
1 4
1 3
1 2

Graph 59_sub
4 3
13 12 20 20 
1 4
1 3
1 2

Graph 60_sub
4 3
12 18 8 14 
1 3
1 2
2 4

Graph 61_sub
4 3
13 17 18 0 
1 3
1 2
2 4

Graph 62_sub
4 3
19 19 18 4 
1 4
1 3
1 2

Graph 63_sub
4 3
16 0 20 19 
1 3
1 2
2 4

Graph 64_sub
4 3
21 20 13 9 
1 4
1 3
1 2

Graph 65_sub
4 3
7 11 9 17 
1 4
1 3
1 2

Graph 66_sub
4 4
8 17 15 13 
1 3
1 2
2 4
2 3

Graph 67_sub
4 3
19 14 12 24 
1 4
1 3
1 2

Graph 68_sub
4 3
14 15 6 19 
1 2
2 4
2 3

Graph 69_sub
4 3
18 12 21 19 
1 4
1 3
1 2

Graph 70_sub
4 3
16 18 12 11 
1 2
2 4
2 3

Graph 71_sub
4 3
18 17 5 9 
1 2
2 4
2 3

Graph 72_sub
4 3
14 0 18 15 
1 3
1 2
2 4

Graph 73_sub
4 3
8 10 7 18 
1 4
1 3
1 2

Graph 74_sub
4 3
7 13 22 10 
1 4
1 3
1 2

Graph 75_sub
4 3
18 10 8 19 
1 3
1 2
3 4

Graph 76_sub
4 3
16 16 20 13 
1 4
1 3
1 2

Graph 77_sub
4 3
14 25 16 14 
1 4
1 3
1 2

Graph 78_sub
3 3
23 13 30 
1 3
1 2
2 3

Graph 79_sub
4 3
21 14 11 18 
1 4
1 3
1 2

Graph 80_sub
4 4
8 16 18 22 
1 3
1 2
2 4
2 3

Graph 81_sub
4 3
14 9 15 24 
1 4
1 3
1 2

Graph 82_sub
4 3
18 9 16 10 
1 2
2 4
2 3

Graph 83_sub
4 3
17 8 17 16 
1 4
1 3
1 2

Graph 84_sub
4 3
15 21 2 22 
1 4
1 3
1 2

Graph 85_sub
4 3
11 11 19 19 
1 4
1 3
1 2

Graph 86_sub
4 3
21 15 15 14 
1 4
1 3
1 2

Graph 87_sub
4 4
13 10 12 17 
1 3
1 2
2 4
2 3

Graph 88_sub
4 3
25 20 16 14 
1 4
1 3
1 2

Graph 89_sub
4 3
13 18 14 10 
1 4
1 3
1 2

Graph 90_sub
4 3
8 22 21 14 
1 4
1 3
1 2

Graph 91_sub
4 3
9 17 16 5 
1 3
1 2
2 4

Graph 92_sub
4 3
10 14 23 22 
1 4
1 3
1 2

Graph 93_sub
4 4
4 13 3 10 
1 3
1 2
2 3
3 4

Graph 94_sub
4 3
12 17 11 17 
1 4
1 3
1 2

Graph 95_sub
4 3
21 23 11 6 
1 2
2 4
2 3

Graph 96_sub
4 4
15 12 20 17 
1 3
1 2
2 4
2 3

Graph 97_sub
4 4
14 25 9 8 
1 3
1 2
2 4
2 3

Graph 98_sub
4 4
23 11 9 16 
1 3
1 2
2 4
2 3

Graph 99_sub
4 4
18 26 18 15 
1 3
1 2
2 3
3 4

Graph 100_sub
4 4
15 15 15 8 
1 3
1 2
2 4
2 3

